,author,title,journal/conference/book,publish time,citation,abstract,keywords
Row_116,"Wei, Xiaoou[1] ; Yu, Jiang[1] ; Tian, Yong[1] ; Ben, Yujie[1] ; Cai, Zongwei[1] ; Zheng, Chunmiao[1]",Comparative Performance of Three Machine Learning Models in Predicting Influent Flow Rates and Nutrient Loads at Wastewater Treatment Plants,ACS ES&T Water,SEP 25 2023,5,"Accurately predicting influent wastewater quality is vital for the efficient operation and maintenance of wastewater treatment plants (WWTPs). This study evaluated three machine learning (ML) models for predicting influent flow rates and nutrient loads of both industrial and domestic wastewaters in WWTPs. These predictions were based on meteorological data and the population migration patterns. The models?random forest, extra trees, and gradient boosting regressor?were successfully applied to three full-scale WWTPs in Shenzhen, China. All the models demonstrated robust performance in predicting influent flow rate, ammoniacal nitrogen (NH3-N), and total nitrogen (TN). Feature importance analysis revealed that the average precipitation over the past n days and population migration were the most influential factors for predicting influent flow rate. Conversely, human activities have a greater impact on pollutant concentrations. Scenario analyses indicated that precipitation contributed to approximately 5%-10% of the wastewater influent, while groundwater infiltration accounted for around 20%. Overall, this study provides a model framework for forecasting wastewater loads using meteorological and population migration data, setting the groundwork for smart management in WWTPs.",
Row_117,"Wos, G (Wos, Guillaume) [1] ; Arc, E (Arc, Erwann) [2] ; Hülber, K (Huelber, Karl) [3] ; Konecná, V (Konecna, Veronika) [1] , [4] ; Knotek, A (Knotek, Adam) [1] , [4] ; Pozárová, D (Pozarova, Doubravka) [1] ; Bertel, C (Bertel, Clara) [2] ; Kaplenig, D (Kaplenig, Dominik) [2] ; Mandáková, T (Mandakova, Terezie) [5] , [6] ; Neuner, G (Neuner, Gilbert) [2] ; Schönswetter, P (Schoenswetter, Peter) [2] ; Kranner, I (Kranner, Ilse) [2] ; Kolár, F (Kolar, Filip) [1] , [4] ...More",Parallel local adaptation to an alpine environment in Arabidopsis arenosa,JOURNAL OF ECOLOGY,OCT 2022,12,"Parallel local adaptation, that is, when distinct genetic lineages independently adapt to the same selective environment, provides strong evidence for the action of natural selection. A few cases of parallel local adaptation were reported in plants but underlying mechanisms promoting or preventing the parallel response, such as the balance between migration and selection, were rarely quantified. Here, we conducted a transplant experiment to test whether distinct foothill-alpine population pairs of Arabidopsis arenosa exhibited similar adaptive responses to a contrasting alpine environment. We further investigated selection and migration patterns in these populations. Seedlings of 16 foothill and alpine populations of A. arenosa from four distinct mountain regions (one occupied by diploid and three by tetraploid populations) were transplanted into one low- and one high-elevation site. We recorded fitness proxies over two growing seasons to test whether the elevation-of-origin advantage was manifested in the same way across the four regions of origin. Then, we quantified the strength of selection on the traits at each transplantation site and used coalescent simulations to estimate past gene flow intensity between each pair of foothill and alpine populations in each region. We demonstrated that the four pairs of populations exhibited similar adaptive responses to elevation difference in terms of survival, number of flowering plants, stem height and accumulation of above-ground dry biomass; the other traits (rosette size, number of leaves, stems and flowers) exhibited rather regional-specific patterns. In addition, we found minor effects of ploidy level on the fitness proxies recorded. Our selection and migration analysis revealed that parallel local adaptation was probably achieved by differential selective pressure at low versus high elevation in combination with lack or limited gene flow between foothill and alpine populations. Synthesis. We show that the previously documented strong morphological and genetic distinctness of alpine A. arenosa compared to their foothill counterparts, which has been hypothesized to be driven by natural selection, is indeed mirrored in fitness differences consistent with parallel local adaptation. Our results provide experimental support for the repeatability of adaptive evolution and highlight the prominent role of divergent selection.",Author Keywordsalpine environmentArabidopsis arenosaevolutionary ecologygene flowlocal adaptationparallel evolutionploidytransplantation experimentKeywords PlusNICHE DIFFERENTIATIONGENETIC-DIVERGENCEALTITUDINAL CLINESCLIMATE-CHANGELIFE-HISTORYNEW-ZEALANDEVOLUTIONSELECTIONPLANTSPECIATION
Row_118,"Sayama, H.; Cao, S.",High-Resolution Agent-Based Modeling of Campus Population Behaviors for Pandemic Response Planning,High-Resolution Agent-Based Modeling of Campus Population Behaviors for Pandemic Response Planning,2024,0,"This paper reports a case study of an application of high-resolution agent-based modeling and simulation to pandemic response planning on a university campus. In the summer of 2020, we were tasked with a COVID-19 pandemic response project to create a detailed behavioral simulation model of the entire campus population at Binghamton University. We conceptualized this problem as an agent migration process on a multilayer transportation network, in which each layer represented a different transportation mode. As no direct data were available about people's behaviors on campus, we collected as much indirect information as possible to inform the agents' behavioral rules. Each agent was assumed to move along the shortest path between two locations within each transportation layer and switch layers at a parking lot or a bus stop, along with several other behavioral assumptions. Using this model, we conducted simulations of the whole campus population behaviors on a typical weekday, involving more than 25,000 agents. We measured the frequency of close social contacts at each spatial location and identified several busy locations and corridors on campus that needed substantial behavioral intervention. Moreover, systematic simulations with varying population density revealed that the effect of population density reduction was nonlinear, and that reducing the population density to 40-45% would be optimal and sufficient to suppress disease spreading on campus. These results were reported to the university administration and utilized in the pandemic response planning, which led to successful outcomes.",
Row_119,"Mandal, DS (Mandal, Dibyendu Sekhar) [1] ; Samanta, S (Samanta, Sudip) [2] ; Parshad, RD (Parshad, Rana D.) [3] ; Chekroun, A (Chekroun, Abdennasser) [4] ; Helal, M (Helal, Mohamed) [5] ; Chattopadhyay, J (Chattopadhyay, Joydev) [6]",Study of a crop-pest-natural enemy model with Z-type control - An approach to pest management,INTERNATIONAL JOURNAL OF BIOMATHEMATICS,MAY 2023,2,"In this study, the Z-type control method is applied to an intraguild crop-pest-natural enemy model, assuming that the natural enemy can predate on both crop and pest populations. For this purpose, the indirect Z-type controller is considered in the natural enemy population. After providing the design function for the crop-pest-natural enemy model with Z-control, we find the analytical expression of the update parameter. The findings indicate that the uncontrolled system can produce chaos through period-doubling bifurcation due to crop over-consumption by the pest population. We draw a Poincare map to confirm the occurrence of chaos and compute the maximum Lyapunov exponent. As the observations further indicate that the pest population can be controlled by using an indirect Z-control mechanism in the natural enemy population, we postulate that, if natural enemy abundance can be governed by the update parameter, any desired pest population abundance can be achieved through the proposed Z-type controller, thus controlling the pest. To verify these assertions, extensive numerical simulations are performed to explore the potential for practical application of the proposed Z-type controller.",Author KeywordsCrop-pest-natural enemy modelZ-type controlnumerical simulationspest controlKeywords PlusTROJAN-Y-CHROMOSOMEPREDATOR-PREY MODELBIOLOGICAL-CONTROLDYNAMICSMIGRATIONOPTIMIZATIONPOPULATIONSIMPACTCHAOSEDGE
Row_120,"Van Donkelaar, F.; Mayer, L.; Capelo, P.R.; Madau, P.",Exploring the fate of primordial discs in Milky Way-sized galaxies with the GigaEris simulation,Exploring the fate of primordial discs in Milky Way-sized galaxies with the GigaEris simulation,2024,0,"Recent observations with JWST and ALMA have unveiled galaxies with regular discs at significantly higher redshifts than previously expected. This appears to be in contrast with constraints on the stellar populations of the Milky Way, suggesting that the bulk of the Galactic thin disc formed after $z=1$, and raises questions about the history, evolution, and survivability of primordial discs. Here, we use GigaEris, a state-of-the-art $N$-body, hydrodynamical, cosmological ``zoom-in'' simulation with a billion particles within the virial radius, to delve into the formation of the early kinematically cold discs (KCDs), defined by their ratio between the mean rotational velocity and the radial velocity dispersion, of a Milky Way-sized galaxy at redshifts $z\gtrsim 4$. Our analysis reveals a primarily inward migration pattern for disc stars formed at $z \gtrsim 6$, turning into a mix of inward and outward migration at later times. Stars migrating outwards undergo minimal kinematic heating, and might be identified as part of the thin disc forming at much later epochs. We find that approximately 76 per cent of all stars formed in the KCD at $z \sim 7$ become part of a pseudo-bulge by $z = 4.4$. This proportion decreases to below 10 per cent for KCD stars formed at $z \lesssim 5$. The inward migration of stars born in our KCDs at $z \gtrsim 4$ deviates from the expected inside-out formation scenario of thin discs at lower redshifts. Our results suggest a novel ``two-phase'' disc formation process, whereby the early disc transforms primarily into the pseudo-bulge within less than a billion years, whereas the present-day disc forms subsequently from higher-angular momentum material accreted at later times.",
Row_121,"Dasgupta, S (Dasgupta, Susmita) [1] ; Wheeler, D (Wheeler, David) [1] ; Bandyopadhyay, S (Bandyopadhyay, Sunando) [2] ; Ghosh, S (Ghosh, Santadas) [3] ; Roy, U (Roy, Utpal) [2]","Coastal dilemma: Climate change, public assistance and population displacement",WORLD DEVELOPMENT,FEB 2022,20,"Linkages among climate change-related environmental stress, public assistance, and the spatial pattern of population change are assessed for neighboring coastal areas of India and Bangladesh. Environmental stress is measured using historical cyclone impacts, salinization, and land loss from erosion. Household migration decisions are based on current and expected future income streams in different locations. Rising environmental damage raises costs, but it may also induce increased public assistance that moderates or neutralizes those costs, diminishing migration incentives, even in areas hard-hit by climate change. Econometric estimates for the Sundarbans region shared by India and Bangladesh suggest that endogenous public assistance strongly dampens the migration response to rising environmental stress in both countries, though the assistance response and migration dampening are lower in Bangladesh. A broader analysis for the coastal region from India's Odisha State to eastern Bangladesh finds that present and past cyclone impacts are highly significant for explaining coastal population changes, although responses are lower in India because of lower environmental stress and greater public-assistance intensity. A counterfactual simulation suggests that, as a result of cyclones since 1970, the affected regions are 8-10% less populous in Bangladesh but only 2% less populous in India. The paper's findings motivate a discussion of the implications for alternative policy regimes as land erosion increases, and sea-level rise and salinization continue with climate change. After comparing the efficiency and equity of regimes that provide universal damage compensation or leave coastal households to fend for themselves, the paper suggests an alternative approach that focuses public resources on compensation for households that choose to relocate as the coastal threat mounts. (c) 2021 Published by Elsevier Ltd.",Author KeywordsCoastal environmental threatClimate changeSea-level riseMigrationCatastrophe assistanceSouth AsiaKeywords PlusSEA-LEVEL RISESOIL-SALINITYCYCLONE AILAFLOOD RISKMIGRATIONVULNERABILITYMANAGEMENTINSURANCEIMPACTSCOMMUNITIES
Row_122,"Agus, S.; Toaha, S.; Kasbawati, K.; Khaeruddin, K.",Stability analysis of prey-predator model migration in mangrove ecosystems with holling Type-III response function,AIP Conference Proceedings,2024,0,"This paper discusses the dynamics and interaction of prey and predator populations in an ecosystem consisting of two zones, namely the reservation zone and the unreserved zone. The prey population in the ecosystem can migrate from the reservation zone to the unreserved zone and vice versa, while the predator population is assumed to be looking for prey in the unreserved zone. The dynamics of predator and prey are expressed in the form of a system of differential equations based on food intake capacity and some other factors. In the interaction mechanism between the prey and the predator, the Holling type III predation response function is considered. The existence of an interior equilibrium point of the model is analyzed and investigated for its stability using the linearization method and the Routh-Hurwitz stability test. There is a certain condition where, with the appropriate parameter values, the interior equilibrium point exists and is stable. When the migration rate from the unreserved zone is gradually increased within a certain range of values, the equilibrium point also changes but remains stable. The prey and predator populations in an unreserved zone decrease while the prey population in the reservation zone increases. Numerical simulations are carried out to verify the analytical results and the behavior of the populations. [The copyright for the referenced work is owned by Author(s). Copies of full-text articles should only be made or obtained from the publisher or authorized sources.]",
Row_123,"Afzal, S.; Kavitha, G.",A proactive population dynamics load balancing algorithm in cloud computing for QoS optimisation,International Journal of Grid and Utility Computing,2021,0,"Load unbalancing is a grim concern among cloud service providers that has adverse consequences on Quality of Service (QoS) and profit turnout. Load balancing tries to overcome load imbalances by ensuring proper task deployment among cloud resources, yielding productive resource utilisation, throughput, and other QoS metrics. A proactive load balancing approach featuring population dynamics model called as PPDLB model is proposed to limit the tasks within the maximum carrying capacity of VM. The PPDLB algorithm was compared with the existing Improved Weighted Round Robin (IWRR), Harris Hawk Optimisation (HHO) and Spider Monkey Optimisation (SMO) algorithms. The PPDLB algorithm was found to be efficient than existing algorithms in terms of makespan, resource utilisation, degree of balance and number of task migrations. The dominance of the proposed algorithm over existing load balancing techniques lies in the fact that it eliminates the need to solve migration associated metrics. Moreover, it has greater convergence rate when search space becomes large which makes it feasible for large scale scheduling problems.",
Row_124,"Lewald, Kyle M.",Genetic Population Analyses of Invasive Agricultural Arthropod Pests Drosophila suzukii and Tuta absoluta,"University of California, Davis",2023,0,"Tuta absoluta and Drosophila suzukii are two agricultural pest insects that have both rapidly spread worldwide from their original ecosystems. Both cause serious economic losses, with the South American native T. absoluta targeting tomato agriculture and the Asian native D. suzukii targeting soft berry fruits. To inform current management strategies and prevent further introduction of these species, it is necessary to gain insights into current population structure and migration history of these species. Additionally, as T. absoluta has yet to be detected in North America, effective molecular diagnostics are needed to improve quarantine and monitoring efforts.  In chapter one, we sequenced whole genomes of hundreds of D. suzukii samples collected worldwide. We identified two major population clusters in the United States and found that West coast D. suzukii populations originated from a combination of migration events from Hawaii and Asia. We saw no strong loss in genetic diversity in invasive populations relative to Asian populations, suggesting ongoing migration is alleviating any bottleneck effects. In chapter two, we sequenced dozens of whole genomes of T. absoluta across Latin America and Spain and found three populations in Latin America. Using population simulation approaches, we found that these populations diverged prior to human agriculture of tomatoes. Additionally, we detected signals of selective sweeps near genes relevant to insecticide resistance and metabolism. In chapter three, we developed two molecular diagnostics to distinguish T. absoluta from two morphologically similar species already present in the United States. The probebased quantitative PCR diagnostic can differentiate between T. absoluta , Phthorimaea operculella , and Keiferia lycopersicella using a thermocycler, while the RPA-Cas12a diagnostic can identity presence of T. absoluta in an isothermal reaction with minimal lab equipment requirements. We expect that these analyses and genomic resources will be of use to the agricultural research community in developing new strategies for controlling T. absoluta and D. suzukii .",
Row_125,"Pichierri, G.; Bitsch, B.; Lega, E.",A recipe for eccentricity and inclination damping for partial gap opening planets in 3D disks,A recipe for eccentricity and inclination damping for partial gap opening planets in 3D disks,2024,0,"In a previous paper we showed that, like the migration speed, the eccentricity damping efficiency is modulated linearly by the depth of the partial gap a planet carves in the disk surface density profile, resulting in less efficient $e$-damping compared to the prescription commonly used in population synthesis works. Here, we extend our analysis to 3D, refining our $e$-damping formula and studying how the inclination damping efficiency is also affected. We perform high resolution 3D locally isothermal hydrodynamical simulations of planets with varying masses embedded in disks with varying aspect ratios and viscosities. We extract the gap profile and orbital damping timescales for fixed eccentricities and inclinations up to the disk scale height. The limit in gap depths below which vortices appear, in the low-viscosity case, happens roughly at the transition between classical type-I and type-II migration regimes. The orbital damping timescales can be described by two linear trends with a break around gap depths $\sim80\%$ and with slopes and intercepts depending on the eccentricity and inclination. These trends are understood on physical grounds and are reproduced by simple fitting formulas whose error is within the typically uncertainty of type-I torque formulas. Thus, our recipes for the gap depth and orbital damping efficiencies yield a simple description for planet-disk interactions to use in N-body codes in the case of partial gap opening planets that is consistent with high-resolution 3D hydro-simulations. Finally, we show examples of how our novel orbital damping prescription can affect the outcome of population synthesis experiments.",aspect ratiosdisk scale heightdisk surface density profileeccentricity damping efficiencyfixed eccentricitiesgap depthgap profilehigh resolution 3D locally isothermal hydrodynamical simulationsinclination damping efficiencyinclinationslinear trendsmigration speednovel orbital damping prescriptionorbital damping efficienciesorbital damping timescalespartial gap opening planetsplanet carvespopulation synthesis worksrecipesimple fitting formulas whose errorvarying massesviscosities
Row_126,"Weng, CB (Weng, Chubin) [1] ; Xu, MZ (Xu, Mengzhen) [1] ; Lei, FK (Lei, Fakai) [1] ; Rose, KA (Rose, Kenneth A.) [2]",Management strategy of the naked carp (Gymnocypris przewalskii) in the Qinghai lake using matrix population modeling,JOURNAL OF ENVIRONMENTAL MANAGEMENT,JUN 15 2023,2,"Naked carp (Gymnocypris przewalskii) is the only fish species commercially harvested in Qinghai Lake, which is the largest inland saltwater lake in China. Multiple ecological stresses such as long-term overfishing, drying-up of riverine inflows, and decreases in spawning habitat caused the naked carp population to decrease from 320,000 tons before the 1950s to only 3000 tons by the early 2000s. We used matrix projection population modeling to quantitatively simulate the dynamics of the naked carp population from the 1950s to the 2020s. Five versions of the matrix model were developed from the field and laboratory information that represented different population states (high but declining, low abundance, very low abundance, initial recovery, pristine). Equilibrium analysis was applied to density-independent versions of the matrices and population growth rate, age composition, and elasticities were compared among versions. Stochastic, density-dependent version of the most recent decade (recovering) version was used to simulate the time-dependent responses to a range of levels of artificial repro-duction (addition of age-1 from hatchery) and of the pristine version to simulate combinations of fishing rate and minimum age of harvest. Results showed the major role of overfishing in the population decline and that the population growth rate was most sensitive to the survival of juveniles and the spawning success of early-age adults. Dynamic simulations showed a rapid population response to artificial reproduction when population abundance was low and that if artificial reproduction continues at its current level, then population biomass would reach 75% of its pristine biomass after 50 years. Simulations with the pristine version identified sus-tainable fishing levels and the importance of protecting the first few ages of maturity. Overall, modeling results showed that artificial reproduction under conditions of no fishing is an effective approach to restoring the naked carp population. Further effectiveness should consider maximizing survival in the months just after release and maintaining genetic and phenotypic diversity. More information on density-dependent growth, survival, and reproduction, as well as on the genetic diversity and growth and migratory behavior (phenotypic variation) of released and native-spawned fish, would help inform management and conservation strategies and practices going forward.",Author KeywordsGymnocypris przewalskiiMatrix population modelElasticity analysisOverfishingArtificial reproductionSustainable fishingKeywords PlusFRESH-WATER FISHDENSITY-DEPENDENCENATURAL MORTALITYCLIMATE-CHANGECONSERVATIONSURVIVALGROWTHMARINEIMPACTVARIABILITY
Row_127,"Ruiz, A.H.; Murray-Clay, R.; Volk, K.; Pike, R.",Forcing Planets to Evolve: The Relationship Between Uranus and Neptune at Late Stages of Dynamical Evolution,Forcing Planets to Evolve: The Relationship Between Uranus and Neptune at Late Stages of Dynamical Evolution,2024,0,"The dynamical properties of the bodies in the outer Solar System hold information regarding the planets' orbital histories. In early Solar System numerical simulations, where chaos is a primary driver, it is difficult to explore parameter space in a systematic way. In such simulations, stable configurations are hard to come by, and often require special fine-tuning. In addition, it is infeasible to run suites of well-resolved, realistic simulations with massive particles to drive planetary evolution where enough particles remain to represent the transneptunian populations to robustly statistically compare with observations. To complement state of the art full N-body simulations, we develop a method to artificially control each planet's orbital elements independently from each other, which when carefully applied, can be used to test a wider suite of models. We modify two widely used publicly available N-body integrators: (1) the C code, REBOUND and (2) the FORTRAN code, Mercury. We show how the application of specific fictitious forces within numerical integrators can be used to tightly control planetary evolution to more easily explore migration and orbital excitation and damping. This tool allows us to replicate the impact a massive planetesimal disk would have on the planets, without actually including the massive planetesimals, thus decreasing the chaos and simulation runtime. We highlight an appropriate application that shows the impact of Neptune's eccentricity damping and radial outward migration on Uranus' eccentricity",chaosdynamical evolutiondynamical propertiesearly Solar System numerical simulationsevolveFORTRAN codelate stagesmassive particlesmassive planetesimal diskmassive planetesimalsnumerical integratorsorbital excitationouter Solar Systemparameter spaceplanetplanetary evolutionplanetsprimary driverrealistic simulationsrobustly statistically comparesimulation runtimespecific fictitious forcesstable configurationssuitestransneptunian populations
Row_128,"Hsiao, Yuan",Bias Modeling for Integrating Digital Data and Conventional Surveys for Migration Estimation,University of Washington,2021,0,"Obtaining reliable and timely estimates of migration flows is critical for advancing migration theory and guiding policy decisions, but it remains a challenge. Digital data provide granular information on time and space but do not draw from representative samples of the population, thus leading to biased estimates. The thesis proposes a method for combining digital and survey data by modeling the spatial and temporal dependence structure of the biases of digital data. We use simulations to demonstrate the validity of the model, then empirically illustrate our approach by combining geo-located Twitter data with data from the American Community Survey (ACS) to estimate state-level emigration in the United States. We show that our model that combines unbiased and biased data produces predictions that are more accurate than predictions based solely on unbiased data. Our approach demonstrates how digital data can be a complement, rather than a replacement of, representative surveys.",
Row_129,"Rojas-Herrera, K (Rojas-Herrera, Karen) [1] ; Villalobos, F (Villalobos, Fabricio) [1] ; Guillán-Servent, A (Guillen-Servent, Antonio) [2] ; Solari, S (Solari, Sergio) [3] ; Rojas-Soto, O (Rojas-Soto, Octavio) [1]",Seasonal distribution analysis of five lasiurine bat species: clues to migration patterns and behavior,MAMMALIA,SEP 26 2023,2,"Lasiurus is a bat genus recognised to have migratory species. However, little is known about the seasonal distribution for most of its species. We used spatial analysis of occurrence records and ecological niche modeling to evaluate the seasonal distributions of five species: Lasiurus borealis, Lasiurus frantzii, Lasiurus ega, Lasiurus xanthinus, and Lasiurus intermedius, to disentangle their seasonal distribution patterns. L. intermedius, L. xanthinus, and L. frantzii presented distinct seasonal patterns in the rate of occurrence records in different areas, which accumulate most records in the northern populations in summer. For L. borealis, we found seasonal variation throughout its entire distribution, with most records in summer and a progressive decline towards winter. In contrast, L. ega showed no seasonal changes in any region. In species with seasonal changes in their occurrences records, the projections of summer conditions did not predict their preferred winter conditions, suggesting these species occupy different ecological niches seasonally. We found seasonality in the northern areas of these species' distributions, although we could not distinguish whether migration movements or torpor behaviors are the underlying cause. Conversely, we suggest that most central and southern populations of the five species do not exhibit seasonality and are year-round residents.",Author Keywordsecological niche modelingLasiurusmigrationseasonal distributiontorporKeywords PlusEASTERN RED BATSVESPERTILIONIDAEBOREALISWINTERLASIONYCTERISCHIROPTERABIRDS
Row_130,"Shi, YS (Shi, Yuansheng) [1] ; Geng, FS (Geng, Fushan) [2] ; Sun, Y (Sun, Yang) [1] ; Jiang, PF (Jiang, Pengfeng) [1] ; Kan, WH (Kan, Wang Hay) [3] , [5] ; Tong, W (Tong, Wei) [4] ; Lu, XY (Lu, Xueyi) [1] ; Qian, GY (Qian, Guoyu) [1] ; Zhang, N (Zhang, Nan) [1] ; Wei, B (Wei, Bin) [1] ; Hu, BW (Hu, Bingwen) [2] ; Cao, DP (Cao, Dapeng) [6] ; Lu, X (Lu, Xia) [1] ...More",Sustainable Anionic Redox by Inhibiting Li Cross-Layer Migration in Na-Based Layered Oxide Cathodes,ACS NANO,FEB 7 2024,9,"The irrational utilization of an anionic electron often accompanies structural degradation with an irreversible cation migration process upon cycling in sodium-layered oxide cathodes. Moreover, the insufficient understanding of the anionic redox involved cation migration makes the design strategies of high energy density electrodes even less effective. Herein, a P3-Na0.67Li0.2Fe0.2Mn0.6O2 (P3-NLFM) cathode is proposed with the in-plane disordered Li distribution after an in-depth remolding of the Li ribbon-ordered P3-Na0.6Li0.2Mn0.8O2 (P3-NLM) layered oxide. The disordered Li sublattice in the transition metal slab of P3-NLFM leads to the dispersed |O-2p orbitals, the lowered charge transfer gap, and the suppressed phase transition at high voltages. Then the enhanced Mn-O interaction and electronic stability are disclosed by the crystal orbital Hamilton population (COHP) analysis at high voltage in P3-NLFM. Furthermore, ab initio molecular dynamics (AIMD) simulation suggests the order/disorder of the transition metal layer is highly correlated with the stability of the Li sublattice. The cross-layer migration and loss of Li in P3-NLM are suppressed in P3-NLFM to enable the high reversibility upon cycling. As a result, the P3-NLFM delivers a high capacity of 163 mAh g(-1) without oxygen release and an enhanced capacity retention of 81.9% (vs 42.9% in P3-NLM) after 200 cycles, which constitutes a promising approach for sustainable oxygen redox in rechargeable batteries.",Author KeywordsP3-Na0.67Li0.2Fe0.2Mn0.6O2anionic redoxstructural ordering/disorderingLi migrationsodium-ion batteriesKeywords PlusRAY-ABSORPTION SPECTROSCOPYTOTAL-ENERGY CALCULATIONSVOLTAGE HYSTERESISION BATTERIESOXYGENVISUALIZATIONOXIDATIONCRYSTALSPECTRABULK
Row_131,"Dai, F (Dai, Feng) [1] , [2] ; Zhang, L (Zhang, Lin) [1] , [2]",Investigating Si (100) surface patterns as well as electrical states through integrating molecular dynamics simulations with density functional tight binding at atomic level,MATERIALS TODAY COMMUNICATIONS,JUN 2024,0,"The present work performs molecular dynamics simulations within model potential's framework to investigate surface atoms' rearrangements, loading states, and stress distribution in Si (100) surface on heating, and then single point energy calculations for the obtained atomic packing structures of Si substrates are used to obtain electrical information through self-consistent charge density functional tight binding approach. From analysis of Lode-Nadai parameters, atomic stress, visually packing images, Mulliken charges of atoms, Mulliken electron populations on atomic orbitals, differential charge densities, and chemical potentials for substrates, the knowledge of surface patterns, micro-loading states on the atoms and electrical states are obtained. The simulation results show the positions of vacancies have a significant impact on the rearrangements of the surface atoms. The appropriate selection of vacancy positions could be helpful in designing patterns of Si (100) surface. The vacancies in the subsurface or deeper atomic layers present migrations, where the migrations are more likely to occur at higher temperatures. There are stress concentration area and apparent charge transfers for the atoms forming dimers and neighboring atoms around the vacancies, and the differential charge densities in the surface atoms also present significant differences. These substrates with different surface patterns have different chemical potentials.",Author KeywordsSurfaceDFTBDefectsLoading statesStressKeywords PlusCHARGE-DISTRIBUTIONSI(001)ENERGYADSORPTIONSUBSTRATEDEFECTRECONSTRUCTIONARRANGEMENTSREACTIVITYSTRESSES
Row_132,"Provost, KL (Provost, Kaiya L.) [1] , [2] , [3] ; Myers, EA (Myers, Edward A.) [4] ; Smith, BT (Smith, Brian Tilston) [1]",Community phylogeographic patterns reveal how a barrier filters and structures taxa in North American warm deserts,JOURNAL OF BIOGEOGRAPHY,JUN 2021,16,"Aim The study of biogeographic barriers is instrumental in understanding the evolution and distribution of taxa. With the increasing availability of empirical datasets, emergent patterns can be inferred from communities by synthesizing how barriers filter and structure populations across species. We assemble phylogeographic data across a barrier and perform spatially explicit simulations, quantifying spatiotemporal patterns of divergence, the influence of traits on these patterns, and the statistical power needed to differentiate diversification modes.Taxon Vertebrates, Invertebrates, PlantsLocation North AmericaMethods We incorporate published datasets, from papers that match relevant keywords, to examine taxa around the Cochise Filter Barrier, separating the Sonoran and Chihuahuan Deserts of North America, to synthesize phylogeographic structuring across the communities with respect to organismal functional traits. We then use simulation and machine learning to assess the power of phylogeographic model selection.Results Taxa distributed across the Cochise Filter Barrier show heterogeneous responses to the barrier in levels of gene flow, phylogeographic structure, divergence timing, barrier width, and divergence mechanism. These responses correlate with locomotor and thermoregulatory traits. Many taxa show a Pleistocene population genetic break, often with introgression after divergence. Allopatric isolation and isolation by environment are the primary mechanisms structuring genetic divergence within taxa. Simulations reveal that in spatially explicit isolation with migration models across the barrier, age of divergence, presence of gene flow, and presence of isolation by distance can confound the interpretation of evolutionary history and model selection by producing easily confusable results. We re-analyze five empirical genetic datasets to illustrate the utility of these simulations despite these constraints.Main Conclusions By synthesizing phylogeographic data for the Cochise Filter Barrier, we show that barriers interact with species traits to differentiate taxa in communities over millions of years. Identifying diversification modes across the barrier for these taxa remains challenging because commonly invoked demographic models may not be identifiable across a range of likely parameter space.",Author Keywordsbiogeographic barriercomparative phylogeographyfunctional traitsgenetic diversityisolation by distanceisolation with migrationneural netisolation with migrationKeywords PlusPOPULATION-GENETICSBIOGEOGRAPHIC BARRIERSFREQUENCY-SPECTRUMDIVERGENCEDIVERSIFICATIONSPECIATIONDIVERSITYINFERENCESELECTIONINTROGRESSION
Row_133,"Ma, HP (Ma, Haiping) [1] ; Shan, Y (Shan, Yu) [1] ; Wang, JL (Wang, Jinglin) [2] ; Chen, XL (Chen, Xiaolei) [3] ; Yang, ZL (Yang, Zhile) [4] ; Simon, D (Simon, Dan) [5]",Multi-system genetic algorithm for complex system optimization,SOFT COMPUTING,OCT 2022,2,"Complex system optimization is an emerging research topic in the field of evolutionary computation, whose goal is to handle complex systems with multiple coupled subsystems, each including multiple objectives and multiple constraints in real-world applications. This paper proposes a multi-system genetic algorithm (MSGA), stemming from implicit parallelism in population-based search algorithms, to solve multiple coupled subsystems simultaneously in a complex system. The proposed MSGA is composed of within-subsystem evolution and cross-subsystem migration operators. The objective of the former is to optimize each subsystem by appropriate search strategies, and the objective of the latter is to exchange information between multiple subsystems by migration, which is based on the similarity probability of objectives and constraints, and the intersection probability of solutions in different subsystems. During migration across subsystems, three statistical approaches of measuring similarity and three metrics of solution intersection in information theory are used to calculate these probabilities. Performance is tested on a set of multi-subsystem benchmark functions, and the simulation results show that cross-subsystem migration plays the key role for the performance of MSGA. Furthermore, the proposed MSGA is compared with other competitive algorithms, and results show that it is a promising multi-system optimization algorithm. In summary, the contribution of this paper is the introduction of multi-system optimization to the EA community.",Author KeywordsEvolutionary computationMulti-system genetic algorithmComplex system optimizationMulti-objective optimizationMigrationKeywords PlusEVOLUTIONARY ALGORITHMS
