Unnamed: 0,abstract,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,author14,author15,author16,author17,author18,author19,author20,author21,author22,author23,author24,author25,citation,conference,journal/book,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,publish time,title
Row_134,"Objectives:To identify what transportation barriers pediatric patients face when traveling to a major metropolitan orthopaedic center, how these barriers affect care, and what changes can be made to address this issue. Study Design:A cross-sectional transportation survey was administered to 107 caregivers of patients being seen in the orthopaedic clinic at a tertiary children's hospital in a large metropolitan area. Using logistic regression analysis, we compared socioeconomic characteristics, transportation methods, and scheduling practices among caregivers who reported missing at least one visit in the past and those who reported never missing a visit. Results:13% (14/108) of caregivers reported missing one or more past visits due to late arrival or transportation issues. Families that traveled more than 45 minutes to clinic (P = 0.04), waited more than one week to schedule a visit (P = 0.002), or reported difficulty scheduling a visit (P = 0.02) were significantly more likely to have a history of nonattendance. In addition, patients who were nonambulatory (P = 0.007), used a mobility device (P = 0.007), or were non-White (P < 0.05) were significantly more likely to have missed a visit. Conclusion:Travel time, difficult or delayed scheduling, and patient ambulatory status were all associated with missing orthopaedic clinic visits although other socioeconomic factors were not related. Interventions to improve orthopaedic clinic attendance should focus on promoting accessibility for patients with mobility limitations and encouraging simple and timely scheduling practices.","Hauschild, Maia H.","Wren, Tishya A. L.","Chavez, Michelle","Omar, Hanna","Goldstein, Rachel Y.",,,,,,,,,,,,,,,,,,,,,0,,JOURNAL OF THE AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS GLOBAL RESEARCH AND REVIEWS,,,,,,,,,,,,,,,,SEP 2024,Transportation Barriers in Pediatric Orthopaedic Clinic Visits
Row_135,"Traditional locational analysis in urban retail/business geography begins with the assumption that customers will visit retail locations that are most convenient, and that businesses that locate close to their customers' residences or workplaces would be preferred to locations farther from those places. This assumption is problematic when applied to economic activities for which social stigma exists. In this article, we examine the influence of social stigma on the locational choices made by customers of illicit massage businesses in the DallasFort Worth, Texas metropolitan area. We introduce the concept of shame buffers - zones around the places to which each customer is most deeply socially embedded, their home, workplace, and other community spaces, where the customer would not engage in stigmatized behaviors for fear of being observed and facing social shaming. We then examine the validity of the shame-buffer concept by analyzing customers' mobility patterns for both legal and illicit massage businesses in the Dallas-Fort Worth Metropolitan Area (DFW metro).","Crotty, Sean M.","Zhou, Xiaolu",,,,,,,,,,,,,,,,,,,,,,,,0,,APPLIED GEOGRAPHY,Illicit massage,Retail geography,Locational selection,Shame,Black market,,,,,,,,,,,OCT 2024,Shame buffers and spatial risk-mitigation: Exploring the effects of social stigma on the locational strategies of illicit massage businesses and their customers
Row_136,"Introduction: Going out of the home is important for older people 's health. This study examined how staying at home was associated with population density and whether car ownership and public transport mediated the association. Methods: Data from 86,077 older adults who participated in the Sixth Greater Tokyo Metropolitan Area Household Travel Survey were used. We conducted multilevel logistic regression analyses to estimate the odds of staying at home (not reporting any travel on a survey day) by population density. Further analyses for the samples stratified by car ownership and public transport stop (PTS) density were conducted. Results: Staying at home was more common in low population density areas. Each additional 100 persons/ha was associated with a 15% lower odds ratio of staying at home. This association was moderated by PTS density score but not by car ownership. Population density was not significantly associated with staying at home in areas with high PTS density score (odds ratio [OR] = 0.97, 95% confidence interval [CI]: 0.93, 1.02), but low density was associated with a higher odds ratio in areas with lower PTS density score (OR = 0.80, 95% CI: 0.76, 0.85) and regardless of car ownership. Conclusions: Better access to public transport may protect older adults living in lower density areas from staying at home. Transport initiatives may be needed to support older adults ' out-of-home mobility in low density areas.","Abe, Takumi","Dogra, Shilpa","Owen, Neville","Sugiyama, Takemi",,,,,,,,,,,,,,,,,,,,,,0,,JOURNAL OF TRANSPORT & HEALTH,,,,,,,,,,,,,,,,MAY 2024,Older adults' staying at home in greater Tokyo: Association with population density and roles of car ownership and public transport
Row_137,"Over decades, many cities have been expanded and functionally diversified by population activities, socio-demographics and attributes of the built environment. Urban expansion and development have led to the emergence of spatial structures of cities. Uncovering cities' spatial structures is critical to understanding various urban phenomena such as segregation, equity of access, and sustainability. In this study, we propose using a neural embedding model-graph neural network (GNN)-that leverages the heterogeneous features of urban areas and their interactions captured by human mobility networks to obtain vector representations of these areas. Using large-scale high-resolution mobility data sets from millions of aggregated and anonymized mobile phone users in 16 metropolitan counties in the United States, we demonstrate that our embeddings encode complex relationships among features related to urban components (such as distribution of facilities) and population attributes and activities. The clustered representations of urban areas show the shared characteristics among urban areas in the same cluster. We show that embeddings generated by a model trained on a different county can capture 50% to 60% of the spatial structure in another county, allowing us to make cross-county comparisons and inferences. The findings reveal complex relationships among urban components in cities. Since the identified multifaceted spatial structures capture the combined effects of various mechanisms, such as segregation, disparate facility distribution, and human mobility, the findings could help identify the limitations of the current city structure to inform planning decisions and policies. Also, the model and findings set the stage for a variety of research in urban planning, engineering and social science through an integrated understanding of how the complex interactions between urban components and population activities and attributes shape the spatial structures in cities.","Fan, Chao","Yang, Yang","Mostafavi, Ali",,,,,,,,,,,,,,,,,,,,,,,1,,HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS,,,,,,,,,,,,,,,,MAR 14 2024,Neural embeddings of urban big data reveal spatial structures in cities
Row_138,"Environmental epidemiologic studies using geospatial data often estimate exposure at a participant's residence upon enrollment, but mobility during the exposure period can lead to misclassification. We aimed to mitigate this issue by constructing residential histories for participants in the California Teachers Study through follow-up (1995-2018). Address records have been collected from the US Postal Service, LexisNexis, Experian, and California Cancer Registry. We identified records of the same address based on geo-coordinate distance (<= 250 m) and street name similarity. We consolidated addresses, prioritizing those confirmed by participants during follow-up questionnaires, and estimating the duration lived at each address using dates associated with records (e.g., date-first-seen). During 23 years of follow-up, about half of participants moved (48%, including 14% out-of-state). We observed greater mobility among younger women, Hispanic/Latino women, and those in metropolitan and lower socioeconomic status areas. The cumulative proportion of in-state movers remaining eligible for analysis was 21%, 32%, and 41% at 5, 10, and 20 years post enrollment, respectively. Using self-reported information collected 10 years after enrollment, we correctly identified 94% of movers and 95% of non-movers as having moved or not moved from their enrollment address. This dataset provides a foundation for estimating long-term environmental exposures in diverse epidemiologic studies in this cohort.IMPACT:Our efforts in constructing residential histories for California Teachers Study participants through follow-up (1995-2018) benefit future environmental epidemiologic studies. Address availability during the exposure period can mitigate misclassification due to residential changes, especially when evaluating long-term exposures and chronic health outcomes. This can reduce differential misclassification among more mobile subgroups, including younger women and those from lower socioeconomic and urban areas. Our approach to consolidating addresses from multiple sources showed high accuracy in comparison to self-reported residential information. The residential dataset produced from this analysis provides a valuable tool for future studies, ultimately enhancing our understanding of environmental health impacts.","Medgyesi, Danielle N.","Spielfogel, Emma S.","Ward, Mary H.","Jones, Rena R.","Savage, Kristen E.","Benbow, Jennifer L.","Lacey, James V.","Sanchez, Tiffany R.",,,,,,,,,,,,,,,,,,2,,JOURNAL OF EXPOSURE SCIENCE AND ENVIRONMENTAL EPIDEMIOLOGY,Epidemiology,Geospatial analyses,Health studies,Analytic methods,,,,,,,,,,,,NOV 2024,Construction of residential histories to estimate long-term environmental exposures in the California Teachers Study cohort
Row_139,"Valley width is largely controlled by lithology and upstream drainage area, but little work has focused on identifying the processes through which valleys widen. Bedrock valleys widen by first laterally eroding bedrock valley walls, followed by the collapse of overlying bedrock material that must then be transported away from the valley wall before the valley can continue widening. We hypothesize that talus piles that cannot be transported by the river protect the valley wall and slow valley widening, while talus piles that are rapidly transported allow for uninterrupted valley widening. We used field measurements from 40 locations in both wide and narrow valleys along the Buffalo River, AR to test this hypothesis. Our data show that wide valleys tend to have fewer talus piles and smaller talus grain sizes, whereas talus in narrow valleys is larger in size and more continuous along valley walls. We calculated potential talus block entrainment at each site location and found that talus blocks in wide valleys are potentially entrained and moved away from valley walls during moderate and large flood events, whereas talus blocks in narrow valleys are very rarely moved. Our results show that the potential transport of talus piles protecting bedrock valley walls from widening is controlled by the block size of collapsed bedrock wall material relative to stream competency. Our results also suggest that persistence versus mobility of collapsed talus piles is an important process in the development of wide bedrock valleys.The width of a river valley largely depends on the rock type of the valley walls and the size of the upstream watershed, but we know very little about how a wide bedrock valley is formed. A river widens a bedrock valley by first undercutting the valley wall, causing the overlying material to collapse into the valley bottom. Then, the river must transport the collapsed material away from the valley wall so that the widening can continue. We use field data to test a conceptual model that links the width of bedrock valleys with how easily rivers can transport collapsed wall material. We measured the size of talus blocks and river channel geometry at 40 locations along the wide and narrow valleys of the Buffalo National River in northwest Arkansas. Next, we calculated whether moderate to very large floods can transport talus blocks away from valley walls. We found that in wide valleys the river can sometimes transport talus, while in narrow valleys, no talus blocks could be transported even in the 1000-year flood. Our results suggest that the widening of bedrock valleys could be stalled by large, immobile blocks of talus that shield valley walls from undercutting and eventual widening.Our data tests a process-based model linking bedrock valley width with how quickly river export collapsed talus away from valley walls In this field site, talus blocks are larger and difficult to transport in narrow valleys, while wide valleys have smaller talus blocks Wide bedrock valleys can develop where rivers efficiently transport talus away from valley walls; rarely transported talus can inhibit valley widening","Groeber, O. H.","Langston, A. L.",,,,,,,,,,,,,,,,,,,,,,,,1,,JOURNAL OF GEOPHYSICAL RESEARCH-EARTH SURFACE,bedrock valley,fluvial geomorphology,landscape evolution,large sediment,sediment grain size,,,,,,,,,,,AUG 2024,"The Role of Talus Pile Mobility in Valley Widening Processes and the Development of Wide Bedrock Valleys, Buffalo River, AR"
Row_140,"The objective of this paper is to propose an analysis of the vulnerability of road transportation networks in response to external shocks. Through the estimation of the accessibility and Link Importance Indicator (LII), a vulnerability road transportation analysis has been carried out and applied to a real case study. The case study comprises the 112 districts of the metropolitan area of the city of Naples, in the south of Italy. The main findings of this study are represented by the accessibility indicator introduced, which can be considered a measure to capture the vulnerability due to disruptions in the road network, and the LII, which can be used to identify critical roads. The proposed methodology represents a useful tool for local administrations, transportation agencies, and civil protection that need to deal with emergency situations, which are becoming more common.","Henke, Ilaria","Troiani, Gianmarco","Pagliara, Francesca",,,,,,,,,,,,,,,,,,,,,,,1,,TRANSPORTATION PLANNING AND TECHNOLOGY,Vulnerability analysis,accessibility indicator,link importance indicator,human urban mobility,traffic disruptions,,,,,,,,,,,JUL 3 2024,An analysis of the vulnerability of road networks in response to disruption events through accessibility indicators specification
Row_141,"Increasing the share of travelers using public transport is one way to address environmental problems such as carbon dioxide emissions. Senior citizens represent an increasingly important group in this transition, as they are increasingly mobile and make up a large share of the population. In this paper, we investigate senior citizen's mobility decision-making, focusing on public transport. Through a survey of 5,000 people in three metropolitan areas in Sweden, we find that while senior citizens desire to live in harmony with nature, they are less likely to see car traffic as a cause of environmental problems. They also struggle with the development of digital service delivery options of public transport. For instance, they use apps less, and like using timetables on paper and signs at bus stops more than younger public transport users. Even so, they are more satisfied with public transport than younger travelers, indicating that many seniors like using public transport, despite lacking the environmental motivations to do so.","Nilsson, Jonas","Jansson, Johan","Nicholas, Kimberly","Zhao, Chunli",,,,,,,,,,,,,,,,,,,,,,0,,TRAVEL BEHAVIOUR AND SOCIETY,Senior citizens,Public transport,Digitalization,Satisfaction,Environmental concerns,,,,,,,,,,,JAN 2025,"Examining senior citizens' in public transport: The role of digitalization, environmental concern, and traveler satisfaction"
Row_142,"In major metropolitan areas, gentrification, financialisation and welfare retrenchment contribute to a severe housing crisis. Over the past 20 years, home price inflation and affordable housing shrinkage have been particularly acute in Paris. Such issues have been linked to the displacement of lower-income Parisians and the suburbanisation of poverty on a regional scale. In this article, we match disaggregated data from the Family Benefits Fund (CAF) with information on local housing markets, to empirically document these expulsionary processes. Our methodology is twofold. First, we investigate out-migration factors using logistic regressions. Second, we compare households' changes in access to the city centre and urban resources following a move. Data show that social vulnerability is associated with a greater risk of leaving Paris and that housing welfare is playing a crucial role in mitigating this risk. Also, the higher the pressure on local housing markets, the more social inequalities determine mobility behaviour. Finally, beyond the effects of family structure, patterns of decentralisation are related to income level: less affluent households go farther from the city centre, job opportunities and services than higher-income households.","Guibard, Luc","Le Goix, Renaud",,,,,,,,,,,,,,,,,,,,,,,,0,,URBAN STUDIES,decentralisation,displacement,exclusion,gentrification,housing,out-migration,poverty,,,,,,,,,AUG 2024,Those who leave: Out-migration and decentralisation of welfare beneficiaries in gentrified Paris
Row_143,"The past five years have seen rapid development of plans and test pilots aimed at introducing connected and autonomous vehicles (CAVs) in public transport systems around the world. While self-driving technology is still being perfected, public transport authorities are increasingly interested in the ability to model and optimize the benefits of adding CAVs to existing multi-modal transport systems. Using a real-world scenario from the Leeds Metropolitan Area as a case study, we demonstrate an effective way of combining macro-level mobility simulations based on open data with global optimisation techniques to discover realistic optimal deployment strategies for CAVs. The macro-level mobility simulations are used to assess the quality of a potential multi-route CAV service by quantifying geographic accessibility improvements using an extended version of Dijkstra's algorithm on an abstract multi-modal transport network. The optimisations were carried out using several popular population-based optimisation algorithms that were combined with several routing strategies aimed at constructing the best routes by ordering stops in a realistic sequence.","Han, Kate","Christie, Lee A.","Zavoianu, Alexandru-Ciprian","McCall, John A. W.",,,,,,,,,,,,,,,,,,,,,,1,,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,Multi-modal public transport,macroscopic simulations,reachability isochrones,evolutionary algorithms,,,,,,,,,,,,SEP 2024,Exploring Representations for Optimizing Connected Autonomous Vehicle Routes in Multi-Modal Transport Networks Using Evolutionary Algorithms
Row_144,"One of the challenges to achieve sustainability in mobility, especially post-pandemic, is to analyse urban accessibility as a service for people, incorporating perceptions of (in)satisfaction with their displacements. This is possible by considering alternatives that inhabitants declare to improve this perception, expanding the analysis beyond aspects only linked to transportation. This research, applied in the territory of the Collao sector, belonging to the Metropolitan Area of Concepci & oacute;n, which, like other neighbourhoods of the city and the world, suffered a strong crisis of immobility as a result of the COVID-19 pandemic, dramatically altering the conditions of accessibility of its inhabitants to basic services. The objective was to integrate the perceived accessibility before and during the pandemic with the (in)satisfaction, systematizing declared alternatives to improve it in both situations. The analysis used social geomarketing, obtaining data with declared surveys. Perceptions show walking and proximity as the main elements influencing satisfaction for both periods. Contrary to this, sidewalks in poor condition and vehicular congestion would be factors of dissatisfaction, added to health elements of the pandemic. Results also show that the alternatives declared to increase satisfaction could be implemented in their usual routes, coinciding with previously detected areas of spatial satisfaction. Conclusions remark that integrating scenarios proposed by people into the urban design is relevant in emergency situations. Fidelizing walking allows reflecting on the reconfiguration of public space with sustainable and satisfactory urban designs post COVID-19.","Cerda, Francisco Nunez","del Valle, Elias Albornoz","Scheel, Antonio Zumelzu",,,,,,,,,,,,,,,,,,,,,,,0,,ACE-ARCHITECTURE CITY AND ENVIRONMENT,perceived urban accessibility,declared alternatives,sustainable urban design,,,,,,,,,,,,,OCT 2024,"Alternatives for Sustainable Displacement in Concepcion, Chile: Perceptions Before and During the Covid-19 Pandemic"
Row_145,"The aviation industry has teased the development of a new type of affordable, sustainable aircraft, advanced air mobility (AAM) flyers, to help reduce passenger congestion and to open up the urban commuting landscape to more rural areas. Often called ""air taxis,"" eVTOL aircraft have the potential to not only replace traditional carbon-emitting short-range flights but could also help ferry commuters across busy metropolitan areas. Despite some progress in making air taxis a reality, there remain some nagging questions that must be answered. The biggest of which is whether flying taxis will solve real problems for real people or if they are more akin to the cryptocurrency of aviation.","Sukel, Kayt",,,,,,,,,,,,,,,,,,,,,,,,,0,,MECHANICAL ENGINEERING,,,,,,,,,,,,,,,,MAY 2024,Will We Eever Hail a Flying Taxi?
Row_146,"Increasing mobility needs in developing countries demand the coordination and development of robust urban transit systems. However, several factors lead to the emergence of fragile and disintegrated systems, where several subsystems work under different schemes of formality. In this context, transit travel tends to be highly multimodal, which at the trip level has been scarcely studied. In this study, the metropolitan geography of the primary forms of Transit Mode Combinations (TMCs) is explored for the Mexico City Metropolitan Area (MCMA) based on data from the 2017 Household Origin -Destination Survey (HODS17). Transit travel is disaggregated to analyze its multimodality, its link with location, as well as its sociodemographic profiles. The most frequent TMCs are compared regarding average travel distances and speed, and their ridership rates are mapped. A regression model is used to test the socioeconomic and urban form correlates of the TMCs. The results show that transit multimodality has a specific geographical pattern by TMCs. Most Metro users are not those residing close to its stations but those having these stations at their trip destination. Travel by Metro shows a stronger association with decreasing Colectivo ridership than with travel by Bus Rapid Transit (BRT). These findings are discussed based on issues of equity and the emerging debates about the path that transit systems must follow in the developing world.","Bautista-Hernandez, Dorian Antonio","Nieto, Alejandra Trejo",,,,,,,,,,,,,,,,,,,,,,,,0,,JOURNAL OF TRANSPORT GEOGRAPHY,Transit,Commute,Multimodality,Intermodality,Built environment,Mexico City,,,,,,,,,,MAY 2024,"Who uses transit in the journey to work? Multimodality, equity, and planning implications in M<acute accent>exico City"
Row_147,"Re-organizing cities with proximity-based urban planning models such as the 15-Minute City model is an emerging and promising direction of policy, practice and research for sustainable cities. The planning of new urban spaces, infrastructures and mobilities requires planning and designing services that support citizens in their proximities. Along this direction, the emergence of the Maker Movement and its maker laboratories (Fab Labs, Makerspaces, Hackerspaces, DIYbio Labs, and so on) contributes to building the infrastructure for distributed design and manufacturing services in cities. How can we adopt the impact assessment of maker services in terms of potential accessibility for designing services towards the 15-Minute City model? We explore this issue within the context of the metropolitan areas of Barcelona and Milan by analysing 1) the 15-minute walking distance catchment areas of their maker service; 2) how to adopt this method for service design and impact assessment in the 15-Minute City model.","Menichinelli, Massimo","Napolitano, Maurizio","D'Elia, Luca","Bianchini, Massimo","D'Ambrosio, Silvia","Lambert, Sandrine",,,,,,,,,,,,,,,,,,,,0,,DESIGN JOURNAL,15-minute city,proximity,service design,impact,maker movement,,,,,,,,,,,NOV 1 2024,Assessing the impact of maker services in Barcelona and Milan towards the 15-minute city model through their accessibility
Row_148,"The aftermath of the Covid-19 pandemic saw more severe outcomes for racial minority groups and economically-deprived communities. Such disparities can be explained by several factors, including unequal access to healthcare, as well as the inability of low income groups to reduce their mobility due to work or social obligations. Moreover, senior citizens were found to be more susceptible to severe symptoms, largely due to age-related health reasons. Adapting vaccine distribution strategies to consider a range of demographics is therefore essential to address these disparities. In this study, we propose a novel approach that utilizes influence maximization (IM) on mobility networks to develop vaccination strategies which incorporate demographic fairness. By considering factors such as race, social status, age, and associated risk factors, we aim to optimize vaccine distribution to achieve various fairness definitions for one or more protected attributes at a time. Through extensive experiments conducted on Covid-19 spread in three major metropolitan areas across the United States, we demonstrate the effectiveness of our proposed approach in reducing disease transmission and promoting fairness in vaccination distribution.","Neophytou, Nicola","Taik, Afaf","Farnadi, Golnoosh",,,,,,,,,,,,,,,,,,,,,,,0,"THIRTY-EIGHTH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, VOL 38 NO 20",,,,,,,,,,,,,,,,,2024,Promoting Fair Vaccination Strategies through Influence Maximization: A Case Study on COVID-19 Spread
Row_149,"The racial and ethnic diversification of the U.S. population has transformed the demographic makeup of communities and rapidly increased exposure to diversity in American neighborhoods. Although diversity exposure occurs throughout people's daily lives, the conventional approach to describing diversity only at places of residence potentially understates the full extent of this phenomenon. In this study, we explore short-term, within-day changes in the diversity of different neighborhoods by consid- ering U.S. workers' work and residential locations. Using estimates for daytime and nighttime populations among metropolitan census tracts, our empirical analyses investigate the extent to which the process of daytime mobility for work relates to changes in the racial and ethnic diversity of different spaces. Our results indicate widespread daily shifts toward diversity for most neighborhood types, especially those with residential (nighttime) populations that are predominantly Black, Latino, or Asian. We find that patterns of intraday diversification experienced minor declines across recent decades but are present in most metropolitan areas. Our findings also show that intraday changes in racial and ethnic diversity overlap with nonracial forms of daily diversity change. Further, average within-day changes in diversity are more pronounced in areas with greater residential segregation.","Hess, Chris","Hall, Matt",,,,,,,,,,,,,,,,,,,,,,,,1,,DEMOGRAPHY,Neighborhood diversity,Social contexts,Activity patterns,center dot Residential segregation,,,,,,,,,,,,OCT 2024,Daily Diversity Flows: Racial and Ethnic Context Between Home and Work
Row_150,"As Autonomous Vehicles continue to advance and Intelligent Transportation Systems are implemented globally, vehicular ad hoc networks (VANETs) are increasingly becoming a part of the Internet, creating the Internet of Vehicles (IoV). In an IoV framework, vehicles communicate with each other, roadside units (RSUs), and the surrounding infrastructure, leveraging edge, fog, and cloud computing for diverse tasks. These networks must support dynamic vehicular mobility and meet strict Quality of Service (QoS) requirements, such as ultra-low latency and high throughput. Terrestrial wireless networks often fail to satisfy these needs, which has led to the integration of Unmanned Aerial Vehicles (UAVs) into IoV systems. UAV transceivers provide superior line-of-sight (LOS) connections with vehicles, offering better connectivity than ground-based RSUs and serving as mobile RSUs (mRSUs). UAVs improve IoV performance in several ways, but traditional optimization methods are inadequate for dynamic vehicular environments. As a result, recent studies have been incorporating Artificial Intelligence (AI) and Machine Learning (ML) algorithms into UAV-assisted IoV systems to enhance network performance, particularly in complex areas like resource allocation, routing, and mobility management. This survey paper reviews the latest AI/ML research in UAV-IoV networks, with a focus on resource and trajectory management and routing. It analyzes different AI techniques, their training features, and architectures from various studies; addresses the limitations of AI methods, including the demand for computational resources, availability of real-world data, and the complexity of AI models in UAV-IoV contexts; and considers future research directions in UAV-IoV.","Shah, Syed Ammad Ali","Fernando, Xavier","Kashef, Rasha",,,,,,,,,,,,,,,,,,,,,,,4,,DRONES,Internet of Vehicles,unmanned aerial vehicles,Machine Learning,Artificial Intelligence,resource management,routing,task offloading,trajectory,survey,,,,,,,AUG 2024,A Survey on Artificial-Intelligence-Based Internet of Vehicles Utilizing Unmanned Aerial Vehicles
Row_151,"Public transport improves mobility and well-being for the rapidly aging population. However, few planning interventions have addressed the urban-rural disparity in bus usage among older adults. Using data from Zhongshan, China, this study adopts the eXtreme Gradient Boosting (XGBoost) model to examine urban-rural differences in the nonlinear relationship between built environment and daily bus usage among elderly adults. The results indicate nonlinearities across all built environment variables and stronger effects of the built environment in rural areas. Distance to transit contributes the most in urban neighborhoods but least in rural ones. Furthermore, dwelling unit density and green space accessibility play the biggest roles in the rural context. Additionally, the most effective ranges of intersection density, land use mixture, and CBD accessibility are greater in rural areas. The findings facilitate fine-grained and diversified planning interventions to facilitate bus usage among older adults in both urban and rural areas.","Peng, Bozhezi","Wang, Lanjing","Wu, Jiani","Li, Chaoyang","Wang, Tao","Yuan, Shengqiang","Zhang, Yi",,,,,,,,,,,,,,,,,,,3,,ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION,urban-rural differences,nonlinearities,built environment,XGBoost,bus use,older adults,,,,,,,,,,SEP 2024,Association between Built Environment and Bus Usage among Older Adults: Urban-Rural Differences in the Nonlinearities
Row_152,"Background: Yellow fever (YF) is a zoonotic disease transmitted by mosquitoes among humans and nonhuman primates. Although urban YF is eradicated, the sylvatic YF has reemerged in some areas of Brazil in the twenty-first century. From 2016 to 2019, a sylvatic YF epidemic occurred in Southeast Brazil, where it had been eradicated in the 1940s.Methods: This study's objective was to describe the epidemic in the states of the Southeast region, based on descriptive, cluster, and mobility analyses.Results: Both the descriptive and cluster analyses showed that the YF cases spread from the state of Minas Gerais southward, causing peaks in cases during the summer months. None of the state capitals was included in the clusters, but the connectivity between the municipalities in Greater Metropolitan S & atilde;o Paulo highlighted potential paths of spread. Despite differences in sociodemographic profiles between the Southeast and North of Brazil (the latter region considered endemic), the epidemiological profile was similar, except for patients' occupation, which was not related to rural work in the Southeast.Conclusion: The results contributed to our understanding of the paths by which YF spread across Southeast Brazil and the epidemiological profile in an area that had gone decades without autochthonous cases.","da Rocha, Maira Mendonca","Codeco, Claudia Torres","da Silva, Cosme Marcelo Furtado Passos",,,,,,,,,,,,,,,,,,,,,,,0,,VECTOR-BORNE AND ZOONOTIC DISEASES,yellow fever,spatiotemporal analysis,cluster analysis,Flaviviridae,,,,,,,,,,,,NOV 1 2024,Spatiotemporal Evolution of the Yellow Fever Epidemic in Southeast Brazil from 2016 to 2019
Row_153,"This study investigates how working remotely, by reducing workplace commuting, weakens the limitations connected to residential mobility and enables Tiebout sorting. We focus on the Italian context, where a strong culture of in-person workplace attendance limits workers' ability to live farther from their workplace. We leverage the natural experiment of COVID-19 containment measures to shed light on the spatial implications of an increased remote work adoption. We overcome the unavailability of official data by collecting primary data in early 2022 through an original survey of our design on a sample of workers in 12 metropolitan areas. To address the challenges of analyzing the phenomenon in a still-developing context, we ask questions on both their actual and intended moving behavior in relation to remote work availability. Using a case-control study design, we find significant evidence that expecting to work remotely more frequently in the long term increases the likelihood of being interested in moving, or having done so already since the pandemic outbreak.","Jansen, Thea","Ascani, Andrea","Faggian, Alessandra","Palma, Alessandro",,,,,,,,,,,,,,,,,,,,,,0,,ANNALS OF REGIONAL SCIENCE,,,,,,,,,,,,,,,,OCT 2024,Remote work and location preferences: a study of post-pandemic trends in Italy
Row_154,"Illicit drug and alcohol-related activities pose significant challenges to metropolitan centres globally, impacting public safety and socio-economic stability. This research analyzes the spatial and temporal patterns of drugs and alcohol-related illegal activities (DARIA) in Siliguri, known as the "" Gateway of North-East India."" ."" The primary objectives are to explore DARIA patterns, identify clusters and concentrated areas, and investigate contributing factors. Using GIS-based spatial analysis and geographical models, we studied incidents recorded over three years from 2021 to 2023. Advanced spatial statistical approaches were applied to identify specific clusters of DARIA occurrences. The pure temporal analysis highlighted periods of increased illegal activity. Various geographical models, including ordinary least squares (OLS), geographically weighted regression (GWR), and multiscale geographically weighted regression (MGWR), were used to examine the spatial association. The MGWR model, with an explanatory power of R2 2 = 0.816, provided a detailed understanding of spatial relationships and variations in DARIA. Our findings indicate specific zones with frequent DARIA occurrences, mainly near major transportation hubs, commercial points, and areas with significant mobility. Key exploratory factors such as illiteracy rate, population density, proximity to playgrounds and slums were highly associated with DARIA incidents. These findings contribute to developing safer, more resilient, and more sustainable cities worldwide.","Roy, Subham","Chowdhury, Indrajit Roy",,,,,,,,,,,,,,,,,,,,,,,,2,,APPLIED GEOGRAPHY,Urban crime,Substance use,Hotspot mapping,Moran's I,Urban planning,,,,,,,,,,,OCT 2024,Intoxication in the city: Investigating spatial patterns and determinants of drugs and alcohol-related illegal activities in India's ' s geostrategic corridor
Row_155,"Digitalisation has great potential to reduce costs, improve access and enhance user experience. However, it could also increase inequality, with some people struggling to access and use digital services. It is important to understand who is likely to be excluded in this way and why. This can help to identify groups at particular risk of digital exclusion, inform efforts to overcome the barriers, and develop more inclusive digital services. This paper introduces a set of five linked datasets examining a range of user factors affecting the use of digital services. The datasets focus on the use of digital mobility services, but the data is useful in understanding the use of other digital services as well. The user factors considered include technology access, use and competence and attitudes towards digital technology. The datasets were the results of surveys in five European regions and countries (Germany, Italy, Barcelona Metropolitan Area, Flanders and the Netherlands). Samples were taken of the adult (age 16+) population with a total of 3,454 participants.","Goodman-Deane, Joy","Waller, Sam","Bradley, Mike","Clarkson, P. John","Lazzarini, Boris","Bosch, Elisabet Roca","Gaggi, Silvia",,,,,,,,,,,,,,,,,,,0,,SCIENTIFIC DATA,,,,,,,,,,,,,,,,MAY 8 2024,User factors affecting the use of digital services in five European regions and countries
Row_156,"Emigrants who left the Municipality of Malaga in the 2017-2021 period went to multiple destinations, mostly municipalities located in the province of Malaga itself, more specifically in its metropolitan area. Average housing prices in these metropolitan municipalities are highly variable, and, in this context, it is reasonable to assume that there will be a relationship between the income levels of emigrants and their destination. Based on a special processing of the Municipal Register of Inhabitants of the Municipality of Malaga, we show how a relationship can effectively be found between the average household income (AHI) of the census tract of origin of the emigrants and the average price of housing in the destination municipality, both for the whole group of emigrants and for selected age groups - children and young adults. A relationship that points to an overrepresentation of municipalities with high housing prices in the sections with the highest income, and vice versa.","Batista-Zamora, Ana Ester","Larrubia-Vargas, Remedios","Natera-Rivas, Juan Jose",,,,,,,,,,,,,,,,,,,,,,,0,,HUNGARIAN GEOGRAPHICAL BULLETIN,residential migration,municipal register of inhabitants,average household income,Municipality of Malaga,,,,,,,,,,,,2024,On intra-urban differences in the destinations of emigrants from the Municipality of Malaga (Spain): An approximation based on the municipal register of inhabitants
