Unnamed: 0,abstract,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,author14,citation,journal/conference/book,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,publish time,title
Row_170,"Destination attractiveness research has become an important research domain in leisure and tourism economics. But the mobility behaviour of visitors in relation to local public transport access in tourist places is not yet well understood. The present paper seeks to fill this research gap by studying the attractiveness profile of 25 major tourist destination places in the world by means of a 'big data' analysis of the drivers of visitors' mobility behaviour and the use of public transport in these tourist places. We introduce the principle of 'the path of least resistance' to explain and model the spatial behaviour of visitors in these 25 global destination cities. We combine a spatial hedonic price model with geoscience techniques to better understand the place-based drivers of mobility patterns of tourists. In our empirical analysis, we use an extensive and rich database combining millions of Airbnb listings originating from the Airbnb platform, and complemented with TripAdvisor platform data and OpenStreetMap data. We first estimate the effect of the quality of the Airbnb listings, the surrounding tourist amenities, and the distance to specific urban amenities on the listed Airbnb prices. In a second step of the multilevel modelling procedure, we estimate the differential impact of accessibility to public transport on the quoted Airbnb prices of the tourist accommodations. The findings confirm the validity of our conceptual framework on 'the path of least resistance' for the spatial behaviour of tourists in destination places.","Turk, Umut","Osth, John","Kourtit, Karima","Nijkamp, Peter",,,,,,,,,,,16,JOURNAL OF TRANSPORT GEOGRAPHY,Path of least resistance,Principle of least effort,Tourism mobility,Destination places,Tourist attractions,Multilevel models,Airbnb,TripAdvisor,OpenStreetMap,CULTURAL-ECONOMY,SOCIAL MEDIA,CITIES,DETERMINANTS,PRICE,MOTIVATIONS,BEHAVIOR,QUALITY,CITY,,,,JUN 2021,The path of least resistance explaining tourist mobility patterns in destination areas using Airbnb data
Row_171,"The accurate classification of urban functional regions is pivotal for city planning and resource allocation. While previous studies have integrated multi-source data for classification, few have considered both the spatial proximity of functional regions and their functional relationships reflected by crowd mobility. To address this gap, we propose a heterogeneous graph neural network (HGNN) approach that integrates metro passenger flow data with points of interest (POIs) and buildings. Initially, we constructed a heterogeneous graph with blocks and metro stations as nodes, connected based on their spatial proximity and crowd flow interactions. Subsequently, the building morphological and POI categorical features and crowd mobility features were used as the descriptive features of the block and metro station nodes, respectively. Finally, an HGNN model is designed to process the graph and classify the block functional types using a semi-supervised learning method. Experiments on the datasets of Beijing City indicate that our proposed approach achieved an accuracy of 81.56%. Ablation experiments reveal that integrating metro passenger flow data improved the classification accuracy by 6.87%. These results demonstrate the necessity of integrating crowd flow data to infer region functions and the superiority of HGNN in fusing heterogeneous source data while considering their inter relationships.","Zhang, Pengxin","Yang, Min","Wang, Yong","Yang, Taiyang","Yu, Huafei","Yan, Xiongfeng",,,,,,,,,0,INTERNATIONAL JOURNAL OF DIGITAL EARTH,Urban functional region,classification,crowd flow data,heterogeneous graph neural network,LAND-USE,SPATIAL-DISTRIBUTION,SENSING DATA,PATTERNS,POINTS,REMOTE,KNOWLEDGE,MODEL,ZONES,,,,,,,,,DEC 31 2024,Integrating metro passenger flow data to improve the classification of urban functional regions using a heterogeneous graph neural network
Row_172,"As the main form of the new urbanization strategy, urban agglomeration promotes inter-regional economic development, population flow, and industrial cooperation. It is not only an important platform for the country to participate in international competition, but also an important carrier to explore the multiple influencing factors of urbanization. Based on the Beijing-Tianjin-Hebei urban agglomeration, the temporal and spatial characteristics of its evolution from 1990 to 2020 are analyzed by using the models of urban evolution and industrial transfer. The results show that at the level of urban land use evolution intensity, Beijing > Tianjin > Hebei, and the evolution of urban land use showed an obvious pattern of concentration of resources in central cities (districts) and weak development in sub-central cities (counties). The overall level of urban sprawl showed a downward trend, and only 0.50% of districts and counties were in the stage of high sprawl. Before 2010, the urban sprawl of Beijing, Tangshan, and southern Hebei province remained at a high level, and after 2010, the urban sprawl of central Hebei province remained at a high level. In terms of comprehensive development, the index of cities decreased, including Beijing, Tianjin, and Tangshan, while the index of cities increased including Shijiazhuang, Handan, Xingtai, and Baoding. There is a trend of agglomeration and diffusion of regional industries in geographical space. Middle- and high-end manufacturing industry and service industry gather in the first city, and middle- and low-end processing industry, labor-intensive industry, and agriculture move to surrounding cities. The research results can provide policy suggestions for the coordinated development of regional integration in developing countries.","Wang, Yufeng",,,,,,,,,,,,,,17,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Landsat data,Urbanization,Population mobility,Industrial transfer,Coordinated development,The Beijing-Tianjin-Hebei urban agglomeration,REGIONAL INDUSTRIAL TRANSFER,CHINA,,,,,,,,,,,,,,AUG 2022,Population-land urbanization and comprehensive development evaluation of the Beijing-Tianjin-Hebei urban agglomeration
Row_173,"The 'In the Shadows of Ferguson' (ItSoF) multi-media project tells a story about how institutionalised racist housing and urban policies have shaped spatial patterns and opportunities for social and economic mobility for Black Americans in the St. Louis metropolitan area. This collaboration between an urban planning professor and a filmmaker sought to create an empirically-based narrative about the policies, laws, and practices that formed St. Louis into a racially divided landscape in order to spur dialogue on how to reverse this pattern. ItSoF combines social science research, art, and media and was performed as a one-hour studio performance and an immersive and interactive multi-media exhibit. The project is intended to educate a broad audience, including students, scholars, policymakers, and the public in order to provoke reflection, evoke empathy, and mobilise the audience towards social action and policy change. What we learned from working on this project was that the key to having a successful collaboration between groups that have different skills sets and disciplinary cultures was to continuously evaluate the work, recalibrate and communicate expectations often, have shared values and goals, and be adaptable with expectations when the project evolves.",Mai Thi Nguyen,"Tindall, Ashley Archer",,,,,,,,,,,,,0,INTERNATIONAL JOURNAL OF HOUSING POLICY,Multi-media,art,urban planning,public scholarship,collaboration,GEOGRAPHIES,,,,,,,,,,,,,,,,JUL 3 2022,Scholars and artists collaborating for social change: the 'In the Shadows of Ferguson' multi-media project
Row_174,"As the carrier, the intercity traffic play an important role in of the flow and exchange of urban agglomeration elements. The main factors affecting the intercity highway travel of urban agglomeration in China and its change trend are analyzes in this paper; Based on the mobile signaling datum, the intercity and external traffic volume of the four urban agglomerations of the Beijing- Tianjin-Hebei, the Yangtze River Delta, the Great Bay Area of Guangdong, Hong Kong, Macao and the Chengdu-Chongqing urban agglomeration are calculated, and the characteristics of intercity highway traffic travel scale, connection intensity and spatial agglomeration of the urban agglomerations are compared. The results show that the urban agglomeration has close economic ties, frequent personnel mobility, and large scale and intensity of intercity highway travel; The traffic volume of intercity highway decreases obviously with distance; The primacy of the core cities of the Beijing-Tianjin-Hebei and the Chengdu-Chongqing urban agglomeration is more obvious; The Yangtze River Delta, the Great Bay area intercity highway travel network is more balanced, showing a multi center pattern.",Yi Liu,Tong Liu,Jun Ma,Yingping Wang,,,,,,,,,,,0,2021 4th International Symposium on Traffic Transportation and Civil Architecture (ISTTCA),,,,,,,,,,,,,,,,,,,,,,2021,A Comparative Study on Characteristics of Intercity Highway Travel Network in Urban Agglomeration Based on Mobile Signaling Datum
Row_175,"Recently, India overtook China to become the world's most populous country. A larger part of the Indian population living in small to medium and large towns and cities have been facing serious problems of traffic congestion and vehicular transportation in urban areas. Consequently, urban road and street networks have occupied a core position in the functioning of cities. Therefore, assessment of the topological patterns of road infrastructure is crucial for improving the performance of transportation since the spatial pattern of the current road networks have greatly impacted the urban mobility. This paper attempts to analyze the topological patterns of road networks of small and medium-sized Indian cities in terms of connectivity and coverage measures using graph theory. Cities have been prioritized with respect to population ranging from 20,000 to 0.5 million. As a result, 505 such cities were selected in this study. The road maps of individual cities were split into lines at intersections, which were then converted to network with attribute parameters such as number of edges and vertices, and were subsequently used to compute topological (connectivity and coverage) measures such as Alpha, Beta, Gamma, Grid Tree Pattern (GTP), Eta indices, Network Density (ND), Edge Graph Density (EGD) and Nodal Graph Density (NGD). The study revealed that on an average, only 41% of the small and medium-sized Indian cities have greater connectivity (for example, Alpha > 0.8) and only 5% cities have network density higher than 5 km. This indicates that the road and street networks are not distributed evenly throughout the Indian cities. Furthermore, smaller cities that are located close to/near large metropolitan cities have higher connectivity and coverage, whereas smaller cities placed far away from metropolitan areas have less development in the road transportation systems.","Thottolil, Rahisha","Kumar, Uttam",,,,,,,,,,,,,0,IGARSS 2023 - 2023 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM,Road network,topology,connectivity,coverage,Open Street Map,,,,,,,,,,,,,,,,,2023,TOPOLOGICAL CLASSIFICATION OF SMALL AND MEDIUM SIZED URBAN ROAD NETWORKS - A CASE STUDY OF INDIAN CITIES
Row_176,"Transit-oriented development (TOD) is a planning strategy to encourage the use of public transportation by clustering urban development centering on transit stations with dense and diverse land uses. TOD typology is important information for the urban planner to monitor and improve the TOD. However, many studies have focused only on static features such as land use and population density around the transit station. Such analysis does not reflect dynamic features based on human mobility patterns. This study focuses on a series of processes that evaluate the activity-based TOD typology of the transit station based on smart-card data. To consider the context of multimodal transit system, transit station areas consisting of one subway station and multiple bus stops are created and clustered according to the proportion of the identified activities. Passengers' trip-chain with missing activities are clustered by applying a hidden Markov model (HMM), and the activities are identi-fied through land use and temporal patterns. Interpretation of each cluster is made through spatio-temporal patterns. The results provide six types of identified activities that are well aligned with general expectations. The transit station areas in Seoul, which were clustered with six identified types, describe the urban spatial structure, which is spatially distributed around a business district in order of mixed and residential zones. Also, the same category of clusters shows different functions depending on temporal patterns, indicating the need for consideration of dynamic features. Our approach provides insights into transit station changes throughout the day that has been overlooked in previous studies by considering the passenger's sequence of activity, start, and duration.","Shin, Yonggeun","Kim, Dong-Kyu","Kim, Eui-Jin",,,,,,,,,,,,2,JOURNAL OF TRANSPORT GEOGRAPHY,Transit-oriented development,Smart-card,Activity identification,Trip-chain,Hidden Markov Model (HMM),Spatio-temporal modeling,ORIENTED DEVELOPMENT,ACTIVITY SEQUENCES,BEHAVIOR,TRAVEL,,,,,,,,,,,,DEC 2022,Activity-based TOD typology for seoul transit station areas using smart-card data
Row_177,"Population densities provide valuable spatial information to identify populations at risk, quantify mobility, and improve our understanding of future urban settlements. Advancements in machine learning algorithms open up new horizons to face these challenges. This research proposes a supervised machine learning approach, Random Forest, for population density appraisal in a large and dense developing city. We studied Bogota, where functional integration with neighboring municipalities exists, although they have different governments and uncoordinated urban development plans. As a starting point, we use simulated residential land-use patterns, classified according to socioeconomic levels, from a cellular automata-based model. We estimate population density with reliable land-use change models and nine simple representations of the urban structure, such as land values and the distance to urban amenities. Therefore, combining a cellular automata model with a classification model, considering both continuous and categorical variables, demonstrates this methodology's potential and promises a reliable assessment of population density. Finally, we present a trip generation model integrated with densities and spatial location. A comprehensive results discussion suggests this study's importance in urban planning and the accuracy of the proposed methodology to support decision-making processes and policy evaluation.","Guzman, Luis A.","Camacho, Ricardo","Herrera, Arturo Rodriguez","Beltran, Carlos",,,,,,,,,,,6,POPULATION AND ENVIRONMENT,Random-forest,Machine learning,CA models,Population density,Bogota,RANDOM FOREST,URBAN DENSITY,AREA,TRANSPORT,REGRESSION,GROWTH,,,,,,,,,,,JUN 2022,Modeling population density guided by land use-cover change model: a case study of Bogota
Row_178,"In the summertime, many Moscow residents move to second homes in the countryside, which causes strong seasonal fluxes in the population size of the Russian capital, its surroundings, and more remote rural areas. To better understand the spatial scale and patterns of seasonal suburbanization, we tracked the changes in average monthly nighttime light radiance between August and October 2018 at 1 km resolution. Our results revealed a significant, 1.5 times increase of the summer nighttime lighting in the surroundings of Moscow and a more than 2 times increase in the rural areas to the West and North of the capital. This study illustrates the seasonal character of suburbanization in the Moscow agglomeration and raises the question of its effects on both urban and rural development of the area.","Sheludkov, Alexander","Starikova, Alexandra",,,,,,,,,,,,,2,ENVIRONMENT AND PLANNING A-ECONOMY AND SPACE,Second homes,temporary mobility,urban agglomerations,Russia,nighttime lights,,,,,,,,,,,,,,,,,MAY 2022,Summer suburbanization in Moscow Region: Investigation with nighttime lights satellite imagery
Row_179,"Smart card data (SCD) allow analyzing mobility at a fine level of detail, despite the remaining challenges such as identifying trip purpose. The use of the SCD may improve the understanding of transit users' travel patterns from precarious settlements areas, where the residents have historically limited access to opportunities and are usually underrepresented in surveys. In this paper, we explore smart card data mining to analyze the temporal and spatial patterns of the urban transit movements from residents of precarious settlements areas in Sa tilde o Paulo, Brazil, and compare the similarities and differences in travel behavior with middle/high-income-class residents. One of our concerns is to identify low-paid employment travel patterns from the low-income-class residents, that are also underrepresented in transportation planning modeling due to the lack of data. We employ the k-means clustering algorithm for the analysis, and the DBSCAN algorithm is used to infer passengers' residence locations. The results reveal that most of the low-income residents of precarious settlements begin their first trip before, between 5 and 7 AM, while the better-off group begins from 7 to 9 AM. At least two clusters formed by commuters from precarious settlement areas suggest an association of these residents with low-paid employment, with their activities placed in medium / high-income residential areas. So, the empirical evidence revealed in this paper highlights smart card data potential to unfold low-paid employment spatial and temporal patterns.","Pieroni, Caio","Giannotti, Mariana","Alves, Bianca B.","Arbex, Renato",,,,,,,,,,,17,JOURNAL OF TRANSPORT GEOGRAPHY,Transportation planning,Smart card,Clustering methods,Travel behavior,MOBILITY PATTERNS,TRANSPORT,VARIABILITY,INEQUITY,ACCESS,,,,,,,,,,,,,OCT 2021,Big data for big issues: Revealing travel patterns of low-income population based on smart card data mining in a global south unequal city
Row_180,"Counterurbanisation, a phenomenon signifying the urban exodus, primarily highlights certain aspects of rural mobility while often overlooking its diverse nature. With globalisation, a new wave of challenges has emerged in rural areas due to an increase in transnational mobility, complexities that have remained largely under-explored. This research paper addresses these gaps by examining the impact of rural mobility on Kutchan, Hokkaido, Japan, a rural town that has experienced significant social and spatial transformations due to an influx of domestic and transnational migrants, supplemented by increased investment. By analysing population data from 1959 to 2022, the study identifies the period when rural mobility emerged as the dominant demographic trend. Subsequently, it examines the impact of rural mobility on demographic changes, socio-economic shifts, and housing dynamics in both the ski and non-ski tourism areas of Kutchan during this period. The findings reveal that rural mobility has been the primary factor affecting Kutchan's demographic structure since 2000. From 2000 to 2010, highly educated foreign residents supplanted local Japanese residents with basic education, sparking a rise in housing prices and a transition from small entrepreneurs to large institutions in the ski tourism area. From 2015 to 2020, the influx of large institutions and capital associated with transnational migrants caused a significant rise in housing prices, thereby accelerating the displacement of Japanese residents throughout Kutchan. These social and spatial changes align with the patterns of gentrification. This empirical study contributes to existing scholarship by emphasising the significant temporal and spatial impact of rural mobility in Japan within the context of globalisation.","Yan, Ni","Matarrita-Cascante, David","Sakamoto, Keisuke","Yamazaki, Takahiro","Yokohari, Makoto",,,,,,,,,,5,HABITAT INTERNATIONAL,Rural mobility,Social and spatial impacts,Globalisation,Japan,Kutchan,LIFE-STYLE MIGRATION,AMENITY MIGRATION,COUNTER-URBANIZATION,SUPER-GENTRIFICATION,LINKED MIGRATION,NATURAL AMENITY,GLOBALIZATION,COUNTERURBANISATION,DISPLACEMENT,COUNTRYSIDE,,,,,,,NOV 2023,"Rural mobility and socio-spatial impacts in Japan: A case study of Kutchan, Hokkaido"
Row_181,"The analysis of urban seismic sources offers valuable insights into urban environments, including seismic hazards, infrastructure conditions, human mobility, and cultural life. Yet, accurate detection and localization of seismic sources at the urban scale with conventional seismic sensing networks is unavailable due to the prohibitive costs of ultra-dense seismic arrays required for imaging high-frequency anthropogenic seismic sources. Here, we leverage existing fiber-optic networks as a distributed acoustic sensing system to accurately locate urban seismic sources and estimate how their intensity varies with time. By repurposing a 50-kilometer telecommunication fiber into an ultra-dense seismic array with 50,000 channels, we generate high-resolution spatiotemporal maps of seismic source power (SSP) across San Jose, California. Our approach overcomes the proximity limitations of urban seismic sensing, enabling accurate localization of remote seismic sources generated by urban activities. Examples of detected activities are vehicle movements and operations at construction sites and schools. We also show strong correlations between SSP values and noise level measurements, as well as various persistent urban features, including point of interest density, land use patterns, and demographics. Our study shows how spatiotemporal SSP maps can be turned into novel urban data that effectively captures urban dynamics across multiple features, thus opening the way towards the use of fiber-optic networks as a ubiquitous and general-purpose urban sensing platform, with wide-ranging applications in urban and environmental studies.","Liu, J.","Li, H.","Noh, H.Y.","Santi, P.","Biondi, B.","Ratti, C.",,,,,,,,,0,Urban Sensing Using Existing Fiber-Optic Networks,,,,,,,,,,,,,,,,,,,,,,2024,Urban Sensing Using Existing Fiber-Optic Networks
Row_182,"Patterns have been traditionally used for understanding and planning cities. However, advanced spatial analysis is increasingly employed for identifying urban types, as it offers an analytical approach to analyze urban form. This research aims to: 1/ explore the types of urban form (i.e. streets, buildings, land uses) in Athens using an open-data methodological framework that incorporates clustering and spatial analysis, 2/ assess the validity and value of the methodology and its results as research output and as a potential planning support tool via spatial virtual focus groups with 20 local experts from the fields of typo-morphology, urban planning, sustainable mobility, urban geography, and urbanism in general. The results, as evaluated by the expert focus groups, show that the methodology successfully describes the diverse character of Athens at the neighbourhood level, while it is helpful in the first stages of planning interventions. A vital aspect of this research is the exclusive use of open datasets readily available for European cities, resulting in a replicable methodology for comparatively analyzing the urban form of European cities. Another contribution is conceptualising a spatially-enabled focus group facilitating interaction among a diverse panel of experts related to the multidisciplinary field of urban morphology. Finally, an essential aspect of this work is that it adopts a mixed-method research approach, employing advanced geospatial techniques for identifying the urban types while utilizing the qualitative method of focus groups to assess the validity and value of the result.","Paraskevopoulos, Yannis","Bakogiannis, Efthimios",,,,,,,,,,,,,0,"PRAXIS OF URBAN MORPHOLOGY, PT 2",urban form,typo-morphology,focus group,open data,spatial analysis,,,,,,,,,,,,,,,,,2023,The urban form types of Athens as identified by an open data methodological framework: Assessing the validity and value of the results by expert focus group
Row_183,"Traffic crashes are geographical events, and their spatial patterns are strongly linked to the regional characteristics of road network, sociodemography, and human activities. Different human activities may have different impacts on traffic exposures, traffic conflicts and speeds in different transportation geographic areas, and accordingly generate different traffic safety outcomes. Most previous researches have concentrated on exploring the impacts of various road network attributes and sociodemographic characteristics on crash occurrence. However, the spatial impacts of human activities on traffic crashes are unclear. To fill this gap, this study attempts to investigate how human activities contribute to the spatial pattern of the traffic crashes in urban areas by leveraging multi-source big data. Three kinds of big data sources are used to collect human activities from the New York City. Then, all the collected data are aggregated into regional level (ZIP Code Tabulation Areas). Geographically Weighted Poisson Regression (GWPR) method is applied to identify the relationship between various influencing factors and regional crash frequency. The results reveal that human activity variables from multi-source big data significantly affect the spatial pattern of traffic crashes, which may bring new insights for roadway safety analyses. Comparative analyses are further performed for comparing the GWPR models which consider human activity variables from different big data sources. The results of comparative analyses suggest that multiple big data sources could complement with each other in the coverage of spatial areas and user groups, thereby improving the performance of zone-level crash models and fully unveiling the spatial impacts of human activities on traffic crashes in urban areas. The results of this study could help transportation authorities better identify high-risky regions and develop proactive countermeasures to effectively reduce crashes in these regions.","Bao, Jie","Yang, Zhao","Zeng, Weili","Shi, Xiaomeng",,,,,,,,,,,26,JOURNAL OF TRANSPORT GEOGRAPHY,Human activities,Multi-source,Crashes,Spatial pattern,Big data analysis,DEEP LEARNING APPROACH,SAFETY ANALYSIS,HUMAN MOBILITY,PREDICTION,REGRESSION,PATTERNS,TWITTER,MODELS,RISK,,,,,,,,JUN 2021,Exploring the spatial impacts of human activities on urban traffic crashes using multi-source big data
Row_184,"Inequities that individuals and groups experience among transport and access opportunities remain unresolved. The systemic nature of these inequities suggests they will be reproduced even in new, innovative mobility systems intended to solve disparities. To better understand how the reproduction of inequities in transportation systems innovations might be prevented, theories of equity are reviewed and used to conduct a comparative analysis of a set of policies devoted to electric micromobility (EMM) devices (e-bikes and e-scooters) in 16 US cities. The focus of the analysis is on whether and how the policies used to pilot and implement EMM and other shared mobility systems address equity concerns. Our results reveal that cities at the forefront of piloting EMM systems have provided useful lessons to others further behind the implementation curve. These lessons are of many types, including co-learning with other agencies, conducting research and pilots in advance of developing and enacting EMM policies or service models, and responding to equity demands. Our findings also suggest that policies for EMM devices tend to over-rely on public safety concerns to motivate their enactment. We contend that mobility equity stakeholders should reframe such public safety concerns within broader policy discourses around mobility inequities/injustices and their mitigation strategies, which must be explicitly delineated in the implementation plans and regulations for EMM and other urban shared mobility systems.","Boamah, Emmanuel Frimpong","Miller, Maya","Diamond, Joshua","Grooms, Wes","Hess, Daniel Baldwin",,,,,,,,,,0,JOURNAL OF TRANSPORT GEOGRAPHY,Equity,Justice,Micromobility,Mobility,Policy,Planning,Transport,SUSTAINABLE DEVELOPMENT,PHYSICAL-ACTIVITY,SOCIAL EQUITY,TRANSPORTATION,JUSTICE,PATTERNS,LONDON,CHOICE,INCOME,BIKES,,,,,FEB 2024,The long journey to equity: A comparative policy analysis of US electric micromobility programs
Row_185,"As the climate becomes more extreme and heat waves become more prevalent, the effects of climate change spill over into previously unnoticed areas. One such prominent result of global warming is the adverse effect of outdoor weather on pedestrians at night. To investigate this rather overlooked effect, we carried out a large-scale field study in 232 different locations in three different cities in Israel-Tel Aviv-Yafo (106 locations), Haifa (49 locations), and Beersheba (77 locations). The study, involving 30,216 observations on the feeling/s of safety (FoS) performed by 491 participants, started in August 2019 and lasted almost one year. As the study reveals, people feel safer, with all other factors being constant, when the temperature is moderate and humidity is high. According to the study findings, if temperature increases from 25 degrees C to 30 degrees C, illumination should be increased by similar to 20 lx to maintain the same level of FoS. However, if the temperature drops, less illumination can be supplied, which makes a case for smart illumination policies. As providing sufficient FoS is important for an active life outdoors, this study generates knowledge that can help support active and secure mobility in urban areas and beyond. As temperatures rise and humidity patterns change, our findings may have broad implications for urban areas worldwide, both in Israel and beyond.","Saad, Rami","Portnov, Boris A.","Kliger, Doron",,,,,,,,,,,,0,SUSTAINABILITY,feeling of safety (FoS),pedestrians,weather,nighttime illumination,active mobility,urban areas,CRIME,FEAR,IMPACT,INCIVILITIES,PERCEPTIONS,COMFORT,DESIGN,LIGHT,,,,,,,,DEC 2024,The Feeling of Safety by Pedestrians at Night: An Overlooked Aspect of Climate Change?
Row_186,"The carsharing service has experienced significant growth over the past few years in China, yet few studies have scrutinized the multi-city variations of this service. Using carsharing data from 61 cities in China, we analyzed the usage and efficiency of each city and investigated the impact of system and urban factors on the service performance. The study reveals vast differences in carsharing supply and demand across Chinese cities. Our results show the parking station density and the parking lot to vehicle ratio of the carsharing system are positively related to the usage. Urban factors such as public transportation availability, educational attainment levels, and vehicle restriction policies, are found to have significantly positive associations with the carsharing usage. However, no urban factors demonstrate significant associations with the efficiency measured by vehicle utilization rate. Moreover, the presence of other competing carsharing services within a city exhibits a positive impact on the performance of carsharing systems. This study also examined nonlinear effects of the factors. It provides valuable insights into the management of carsharing services in China, which can inform policy-making and operational strategies for sustainable development of carsharing.","Zu, Jinyan","Kong, Hui","Xu, Yang","Zhang, Xiaohu",,,,,,,,,,,0,JOURNAL OF TRANSPORT GEOGRAPHY,Carsharing,Vehicle utilization rate,System characteristics,Urban factors,MOBILITY IMPACTS,PUBLIC-TRANSIT,USERS BEHAVIOR,CAR,ADOPTION,DEMAND,SWITZERLAND,PATTERNS,SERVICES,PROGRAM,,,,,,,,MAY 2024,Carsharing in China: Impact of system and urban factors on usage and efficiency
Row_187,"Regionalisation is a hallmark of Australia's approach to international migration, reflecting governments' growing concern with where new arrivals live. Residence in regional Australia is encouraged (mandated, for some visas) in response to urban population pressures alongside rural population and economic decline. Parallel to regionally focused visa schemes exists a pattern of voluntary urban-to-rural migration among some international migrants. Such secondary mobility counters the policy logic that international migrants only live outside cities when required to do so. This paper explores 18 African migrants' motivations for 'urban flight': Australian cities have failed to sustain their well-being and they consider rural life a remedy. Their preference for rural locations is not purely instrumental, it is shaped by deep-seated affective connections. Given the challenges of regional population retention, settlement policies should be recalibrated to support the aspirations of international migrants who feel an affinity for rural places, rather than compelling the rural settlement of others who do not.","Klocker, Natascha","Hodge, Paul","Dun, Olivia","Crosbie, Eliza","Dufty-Jones, Rae","McMichael, Celia","Block, Karen","Piper, Margaret","Musoni, Emmanuel","Ford, Lynda","Jordan, Carly","Radford, David",,,18,POPULATION SPACE AND PLACE,counter‐,urbanisation,humanitarian migration,migrants,refugees,regional settlement,secondary settlement,,,,,,,,,,,,,,,NOV 2021,Spaces of well-being and regional settlement: International migrants and the rural idyll
Row_188,"Eradicating child poverty and shrinking urban-rural disparity are the common goals of humanity. In contemporary China, significant differences exist in child poverty between urban and rural regions, despite the remarkable achievements that have been made in child poverty reduction. Using the national datasets of China Family Panel Studies, this study explored the spatio-temporal changes and influencing factors of urban-rural disparity in child poverty (URDCP) in China between 2010 and 2018 based on the Alkire-Foster approach, spatial autocorrelation analysis and Geodetector method. Results indicated that the URDCP has been shrinking since 2010 and that the urban-rural gap in child poverty increased from east to west due to the combined influence of urban-rural differences and regional poverty disparity. The urban-rural differences in child poverty were mainly reflected in the dimensions of nutrition and living standards. Generally, family conditions, mobility and medical resources were the main contributors of spatial variations in URDCP. The findings may provide useful insights into child poverty alleviation in developing countries.","Wang, Xia","Hai, Shaoqi","Cai, Peiru",,,,,,,,,,,,11,JOURNAL OF RURAL STUDIES,Child poverty,Urban-rural disparity,Spatial disparity,Influencing factors,China,MULTIDIMENSIONAL POVERTY,EDUCATION,LIVELIHOODS,PATTERNS,AFRICA,GROWTH,RISK,,,,,,,,,,APR 2022,Urban-rural disparity of child poverty in China: Spatio-temporal changes and influencing factors
Row_189,"China's migration boom has reshaped its domestic economic pattern and social structure, resulting in a typical urbanization model dominated by massive internal migration. By using the 1% National Population Sample Survey data in 2005 and 2015, this study depicts and analyses the spatial pattern of intercity migration in China and its changes using the Gini index, network analysis approach, and gravity model. Individual-level data enable us to reveal that the distribution of migrants among destinations and origins has become considerably balanced over the decade, although destinations are markedly more concentrated than origins. The migration network is stable but also becomes significantly disperse owing to the increasing short-distance and intra-provincial migration. Even with a burgeoning railway system, migration distance generally matters more than before, particularly for migration from Central and Western China. The results provide new insights to universal migration theories and implications to regional development and population redistribution.","Wu, Shuang","Liu, Tao",,,,,,,,,,,,,9,POPULATION SPACE AND PLACE,China,gravity model,intercity migration,internal migration,network analysis,spatial pattern,INTERNAL MIGRATION,INTERPROVINCIAL MIGRATION,FLOATING POPULATION,URBAN AGGLOMERATION,MOBILITY,URBANIZATION,TRANSITION,PATTERNS,,,,,,,,OCT 2022,Stability and change in China's geography of intercity migration: A network analysis
