Unnamed: 0,abstract,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,author14,author15,author16,author17,author18,citation,journal/conference/book,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,keyword23,keyword24,keyword25,publish time,title
Row_363,"Sophisticated urban climate systems, influenced by the interaction of mesoscale circulation and microscale forcing, cannot be adequately described using solely mesoscale or microscale models. Moreover, high-quality urban morphological data are indispensable for quantifying the complex and highly fragmented wind/thermal environments with heterogeneous characteristics. This study develops an innovative multi-scale modeling framework combining the coupled mesoscale and microscale numerical models with unmanned aerial vehicle photography to accurately capture the microclimate dynamics of highly fragmented real urban climates under mesoscale weather conditions. Validated by measured data, this framework is adopted to simulate the dynamic meteorology during the heatwave in the Xiongan New Area in Hebei Province, China. Results reveal that the high-density built-up area(HDA) exhibits spatial patterns of higher temperatures, poorer ventilation, more arid, and more severe heat stress than near-river and low-density areas. Moreover, HDA tends to convert more radiation energy into ground heat storage(QS) Q S ) and sensible heat flux(QH) Q H ) during daytime, and QS S is subsequently released into QH H at night, thus deteriorating the nighttime thermal environment. Whereas, the river converts more radiation energy into Q S , with a portion transformed into latent heat flux, which benefits summer cooling. This innovative framework provides promising tools for sustainable urban climate design in realistic cities.","Hang, Jian","Xu, Yuepeng","Hua, Jiajia","Wang, Weiwen","Zhao, Bo","Zeng, Liyue","Du, Yaxing",,,,,,,,,,,,0,SUSTAINABLE CITIES AND SOCIETY,Multi-scale model,Unmanned aerial vehicle photography,Extreme heat waves,Urban micro-meteorology,Thermal stress,Energy balance,LARGE-EDDY SIMULATION,SYSTEM 6.0,HEAT-ISLAND,FLOWS,PARAMETERIZATION,SENSITIVITY,ENVIRONMENT,CONVECTION,IMPACT,LAYER,,,,,,,,,,NOV 15 2024,"A framework combining multi-scale model and unmanned aerial vehicle for investigating urban micro-meteorology, thermal comfort, and energy balance"
Row_364,"Extracting mask information of buildings and water areas from high resolution remote sensing images is beneficial to monitoring and management of urban development. However, due to different times, different geographical locations and different remote sensing acquisition angles, water areas and buildings will feed back different spectral information. Existing semantic segmentation methods do not pay enough attention to channel information, and the feature information extracted by downsampling is relatively abstract, which is easy to cause the loss of some details in high-resolution images under complex scenes, leading to the misjudgement of buildings and waters. To solve the existing problems, feature enhancement network (FENet) for high-resolution remote sensing image segmentation of buildings and water areas is proposed. By paying more attention to the characteristic information of the passage, the probability of misjudgement of buildings and waters can be reduced and their edge contour information can be enhanced. The self-attention feature module proposed in this paper encodes the context information and transmits it to the local features, and establishes the relationship between channels through the channel feature enhancement module to reduce the loss of channel feature information. The feature fusion module fuses feature information of different scales in space and outputs more detailed prediction images. Comparative experiments show that this model is superior to the existing classical semantic segmentation model. Compared with the existing models, the proposed method can achieve 2% improvement than PSPNet on the indicator MIoU, and the final MIoU reaches 82.85% for land cover dataset. This study demonstrates the advantages of our proposed method in land cover classification and detection.","Ma, Zhanming","Min, Xia","Lin, Haifeng","Qian, Ming","Zhang, Yonghong",,,,,,,,,,,,,,30,INTERNATIONAL JOURNAL OF REMOTE SENSING,Semantic segmentation,Land cover segmentation,Feature enhancement,Deep learning,High-resolution remote sensing image,SEMANTIC SEGMENTATION,ROAD EXTRACTION,NEURAL-NETWORK,AGGREGATION,IMAGE,,,,,,,,,,,,,,,,MAR 4 2023,FENet: feature enhancement network for land cover classification
Row_365,"Waterways and water bodies worldwide are impacted by anthropogenic litter (hereafter ""litter"" or ""trash""), generated from nonpoint sources. This study analyzes litter loads across various land uses within two Los Angeles County watersheds: the Ballona Creek and the Los Angeles River. Our objective is to present a methodology to develop buildup and washoff parameters for densely populated urban areas, such as the coastal metropolitan area of Los Angeles, California. An assessment is also made to test how these model parameters perform when applied to another urbanized watershed with similar rainfall and climate patterns (i.e., the San Diego River Watershed in California). Using extensive litter collection data from small drainages (approximately 572 locations, each draining 0.05-8.5 ha), we estimate buildup and washoff model parameters. These parameters are used to simulate the buildup of litter and subsequent washoff (load) of litter in our selected watersheds. Simulated results are validated against observed data from different years in all three watersheds. To date, no study has used litter washoff data to develop these parameters for stormwater models and applied them on a regional scale. We compared linear and nonlinear power functions of litter buildup during interstorm periods. Although there were limited data to develop washoff parameters, an exponential washoff function was used and calibrated to the observed washoff. Generally, storm events with the greatest antecedent dry days had the largest litter loading. Buildup rates varied among land uses, and key calibration parameters included the maximum buildup, buildup rate constant, washoff exponent, and washoff coefficient. A parameter sensitivity analysis was conducted to reveal the washoff exponent as the most sensitive parameter. Annual litter loading estimates were 4.60 kg/ha for the Ballona Creek and 11.50 kg/ha for the Los Angeles River. Litter loading estimates for Ballona Creek were validated and calibrated to align with observed data from the Ballona Creek Trash Interceptor, resulting in an annual washoff load of 2.1 kg/ha. The estimated annual litter loading for the Lower San Diego River was 2.15 kg/ha falling between the mean (0.77 kg/ha) and the maximum (3.56 kg/ha) observed values. When applying model parameters from one watershed to another, models require extensive calibration and validation data, as extrapolating data between watersheds can introduce errors.This research can inform stormwater modelers about the process for developing parameters to estimate water quality in numerical modeling software. We demonstrate how data from field sampling can be directly used to develop model parameters. Results show that with proper validation data, stormwater models can accurately simulate annual litter loads in modeled watersheds. Future studies can test model parameters in other urbanized watersheds to validate the potential for standardized buildup values. Field studies can be done in conjunction with the results from this survey to investigate and further validate litter loads mobilized by stormwater. This study highlights the need for long-term monitoring to improve and update models in the future. Although there is a risk of inaccurate results when extrapolating model parameters from one watershed to another, this research indicates the potential for developing buildup and washoff parameters that can be used as a starting point for parameter selection across urban watersheds.","Bagheri, Kian","Davani, Hassan","Biggs, Trent","McMillan, Hilary",,,,,,,,,,,,,,,1,JOURNAL OF ENVIRONMENTAL ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,AUG 1 2024,Hydrodynamic Simulations for Trash Loading in Southern California's Dense Urbanized Watersheds
Row_366,"Building urban ecological corridors (UECs) and enhancing their functional connectivity are of great significance for biodiversity conservation and the enhancement of ecosystem services in urbanised areas. However, the key spatial structural indicators that affect the functional connectivity of UECs are unclear, resulting in ineffective ecological corridor optimisation measures. Therefore, this study attempted to reveal the quantitative relationship between the spatial structure and functional connectivity of UECs, using Minhang District, Shanghai, as a representative area. It analysed the type, morphological structure, area, habitat quality, and spatial location of the ecological space, and applied the results to the selection of ecological source patches and construction of resistance surfaces. Considering the species types, this study identified the spatial boundaries of UECs with different cost-weighted distance widths based on least-cost paths to optimise the UEC identification method. It used effective conductance to measure the functional connectivity of UECs and regression modelling to identify the spatial structural factors that contributed to their variation. The results showed that three spatial indicators affected the functional connectivity of UECs: the cost-weighted distance of the least-cost path (LCD), average spatial width (SW), and shape index; of which the LCD was the most critical and negatively-correlated indicator. The functional connectivity of UECs could be enhanced by increasing the SW within a certain width range, but the enhancement rate was inconsistent, and most corridors had transition points. This study screened nine key component types that affected the functional connectivity of UECs, of which the percentage of woodland area was the most critical and positively-correlated indicator. This study provides insights for adjusting the spatial structure and setting appropriate SWs of UECs to effectively improve their functional connectivity, which will help identify specific and actionable optimisation strategies for UECs.","Zhang, Rui","Zhang, Qingping","Zhang, Lang","Zhong, Qicheng",,,,,,,,,,,,,,,5,URBAN FORESTRY & URBAN GREENING,Biodiversity,Circuit theory,Efficient construction,Functional connectivity,Spatial structure,Urban ecological corridors,LANDSCAPE CONNECTIVITY,HABITAT AVAILABILITY,ECOSYSTEM SERVICES,CIRCUIT-THEORY,CLIMATE-CHANGE,MODEL,INDEXES,REGION,GRAPH,IDENTIFICATION,,,,,,,,,,NOV 2023,Impact of spatial structure on the functional connectivity of urban ecological corridors based on quantitative analysis
Row_367,"Urban green spaces (UGS) significantly influence the distribution of surface heat and play a crucial role in regulating surface temperature. However, the quantitative relationship between UGS and surface temperature remains unclear, necessitating further research. This study aims to predict surface temperature based on green space information from GaoFen-2 satellite data. To achieve this, GaoFen-2 data were utilized to obtain spatial distribution and vegetation growth status in Urumqi, Xinjiang. Three machine learning models such as Support Vector Machine (SVM), Random Forest (RF), and Gradient Boosting Regression Tree (GBRT) were constructed to predict surface temperature. Results indicated that UGS information extracted from GaoFen-2 data using the UNet semantic segmentation model successfully predicted surface temperature. Among the three machine learning models, GBRT exhibited the highest predictive accuracy with an R2adj of 0.81, RMSE of 0.44, and RPD of 2.29, followed by RF (R2adj of 0.80, RMSE of 0.45, and RPD of 2.22), and SVM (R2adjof 0.79, RMSE of 0.47, and RPD of 2.15), In addition, a variable importance assessment reduced the original 44 variables to 28, maintaining predictive accuracy with the GBRT model achieving an R2adj of 0.81, RMSE of 0.43, and RPD of 2.3. Our study demonstrates the effectiveness of using vegetation information derived from GaoFen-2 to predict surface temperature. This approach provides valuable recommendations for the layout of UGS in urban areas and serves as a comprehensive reference for urban planning and real estate development.","Chen, Daosheng","Sun, Weiwei","Shi, Jingchao","Johnson, Brian Alan","Tan, Mou Leong","Pan, Qinqin","Li, Weiqiang","Yang, Xiaodong","Zhang, Fei",,,,,,,,,,0,URBAN FORESTRY & URBAN GREENING,GaoFen-2,Remote sensing,Urban green space,Machine learning,Vegetation index,Landscape index,COOL-ISLAND INTENSITY,REMOTE-SENSING DATA,RANDOM FOREST,THERMAL ENVIRONMENT,LAND-COVER,INFRASTRUCTURE,SCALE,PARK,REGRESSION,SERVICES,,,,,,,,,,SEP 2024,Utilizing GaoFen-2 derived urban green space information to predict local surface temperature
Row_368,"Agricultural land plays a crucial role in a country's economy, serving as the foundation for food production and contributing significantly to various aspects of the country's development. This study employs remote sensing techniques and geographic information systems to observe and analyze land use and land cover (LULC) changes, especially in agricultural land in Ben Tre province within the Mekong Delta, Vietnam, spanning from 1997 to 2021. The supervised classification of multispectral Landsat satellite images for the years 1997, 2009, and 2021 was conducted using the maximum likelihood classification algorithm in ArcGIS 10.8 software. The kappa coefficient was also utilized to assess classification accuracy, yielding values of 0.905, 0.896, and 0.916 for the years 1997, 2009, and 2021, respectively. In the period 1997-2009, the agricultural land area decreased by 125.71 km2 primarily due to the urbanization process aimed at meeting the housing demands of the population. During this period, climate change, including droughts, floods, and saltwater intrusion, also affected the water sources serving agriculture. Meanwhile, in the period 2009-2021, the agricultural land area has increased by 212.87 km2. This was influenced by adjustments in policies, initiatives, and advancements in agricultural technology, as well as an increasing awareness of the importance of agriculture in meeting national food security needs. Moreover, the study utilized the Normalized Difference Vegetation Index (NDVI), the Normalized Difference Built-Up Index (NDBI), and the Normalized Difference Water Index (NDWI) to assess LULC changes, revealing trends that aligned with the results obtained from supervised classification. The findings from this study offer valuable insights for future land planning and management initiatives in the region.","Thien, Bui Bao","Phuong, Vu Thi",,,,,,,,,,,,,,,,,1,ENVIRONMENTAL EARTH SCIENCES,Agricultural influence,Urbanization,Spatio-temporal variation,Sustainable development,Climate change,Mekong Delta,MEKONG DELTA,COVER,TRANSFORMATION,DISTRICT,GIS,,,,,,,,,,,,,,,JUN 2024,"Modeling and assessing spatial and temporal changes in recent agricultural land-use in Ben Tre province, Vietnam"
Row_369,"Climate change and increasing urbanization are two primary factors responsible for the increased risk of serious flooding around the world. The prediction and monitoring of the effects of land use/land cover (LULC) and climate change on flood risk are critical steps in the development of appropriate strategies to reduce potential damage. This study aimed to develop a new approach by combining machine learning (namely the XGBoost, CatBoost, LightGBM, and ExtraTree models) and hydraulic modeling to predict the effects of climate change and LULC change on land that is at risk of flooding. For the years 2005, 2020, 2035, and 2050, machine learning was used to model and predict flood susceptibility under different scenarios of LULC, while hydraulic modeling was used to model and predict flood depth and flood velocity, based on the RCP 8.5 climate change scenario. The two elements were used to build a flood risk assessment, integrating socioeconomic data such as LULC, population density, poverty rate, number of women, number of schools, and cultivated area. Flood risk was then computed, using the analytical hierarchy process, by combining flood hazard, exposure, and vulnerability. The results showed that the area at high and very high flood risk increased rapidly, as did the areas of high/very high exposure, and high/very high vulnerability. They also showed how flood risk had increased rapidly from 2005 to 2020 and would continue to do so in 2035 and 2050, due to the dynamics of climate change and LULC change, population growth, the number of women, and the number of schools - particularly in the flood zone. The results highlight the relationships between flood risk and environmental and socio-economic changes and suggest that flood risk management strategies should also be integrated in future analyses. The map built in this study shows past and future flood risk, providing insights into the spatial distribution of urban area in flood zones and can be used to facilitate the development of priority measures, flood mitigation being most important.","Nguyen, Huu Duy","Nguyen, Quoc-Huy","Dang, Dinh Kha","Van, Chien Pham","Truong, Quang Hai","Pham, Si Dung","Bui, Quang-Thanh","Petrisor, Alexandru-Ionut",,,,,,,,,,,11,SCIENCE OF THE TOTAL ENVIRONMENT,Flood hazard,Flood risk,Flood exposure,Flood vulnerability,Machine learning,MIKE flood model,Vietnam,HIERARCHY PROCESS AHP,WEST-BENGAL,VULNERABILITY,MODELS,STRATEGIES,CATCHMENT,DISTRICT,INCREASE,HAZARD,DELTA,,,,,,,,,APR 15 2024,A novel flood risk management approach based on future climate and land use change scenarios
Row_370,"To date, the characteristics of the low-level jets (LLJs) that appear below 300 m, referred to in this study as tower-level LLJs (T-LLJs), have remained unidentified. The results in this study show that approximately 22% of LLJs in Tianjin appear below 300 m, indicating that greater attention should be given to T-LLJs. Thus, the characteristics of T-LLJs in Tianjin are investigated using data obtained from a wind-profile radar and a 255-m high meteorological tower. The results show that T-LLJs frequently occur during the transition from the warm season to the cold season and prefer to appear at night. Compared to the LLJs that appear between 300 and 1000 m, T-LLJs exhibit distinct monthly and diurnal variations, likely attributable to specific underlying causes. The case study suggests that the generation of T-LLJs can be partly attributed to inertial oscillation. Moreover, sensitivity tests indicate that the land-sea thermal contrast is one of the main causes of T-LLJs, and that urban heat islands (UHIs) exert nonnegligible influence on T-LLJs in Tianjin. In addition, since UHIs are mainly nocturnal phenomena, the impacts of nocturnal LLJs on UHIs are investigated. The results show that nocturnal LLJs contribute to enhance turbulent mixing and heat transport, which can weaken atmospheric stability near the surface. Consequently, a nocturnal UHI is always weaker when it occurs concurrently with a LLJ, as opposed to occurring without a LLJ.","Ju, Tingting","Wu, Bingui","Li, Zongfei","Liu, Jingle","Zhang, Hongsheng",,,,,,,,,,,,,,1,ASIA-PACIFIC JOURNAL OF ATMOSPHERIC SCIENCES,Low-level jet,Nocturnal boundary layer,Turbulent mixing,Urban heat island,NOCTURNAL BOUNDARY-LAYER,INTERMITTENT TURBULENCE,PART II,CHINA,CITY,CLIMATOLOGY,SIMULATIONS,TRANSPORT,PHOENIX,WIND,,,,,,,,,,,,AUG 2023,Characteristics of Tower-Level Low-Level Jets and Their Impacts on the Urban Heat Island in Tianjin
Row_371,"Bioclimatic comfort is the state of please with the climatic conditions of the environment in which people live. These are situations in which the human body does not experience cold or heat stress and the hypothalamus in the human brain is not stimulated. Uncomfortable conditions cause many social and physical problems. In the study, bioclimatic comfort conditions were determined according to the PET (Physiological Equivalent Temperature) index using the RayMan model. The study developed a new modeling approach for producing bioclimatic comfort maps. The model was making using the measurement of the reference station. Base maps were used for the spatial distribution of PET values. Base maps include the following: elevation, solar radiations, land cover, mean radiant temperature (MRT), and wind velocity. These base maps were used because they vary in short distances and affect PET values. The distribution of bioclimatic comfort conditions and base maps was prepared with Geographic Information Systems (GIS) software. The model output has been tested in three different climatic regions. In the tests performed, R2 (correlation coefficient) occurred between 0.996 and 0.999. RMSE (root mean square error) values occurred between 0.53 and 0.57 degrees C. The IA (index of agreement) results were determined as 0.999 in the entire study area. It was see that the result was close to perfect. This showed that the model can be used in different climatic regions. It is recommend using this method approach in studies such as making sustainable and ecological city designs, determining appropriate site selections, and identifying urban heat islands.","Caglak, Savas",,,,,,,,,,,,,,,,,,1,THEORETICAL AND APPLIED CLIMATOLOGY,Bioclimatic comfort,GIS (Geographic Information Systems),Mapping,PET (Physiological Equivalent Temperature),RayMan,Spatial distribution,THERMAL COMFORT,EQUIVALENT TEMPERATURE,URBAN,STRESS,INDEXES,MAXIMUM,IRAN,PET,,,,,,,,,,,,APR 2024,A new model approach to mapping bioclimatic comfort conditions
Row_372,"As urbanization accelerates, cities become more complex, coming along with more complex urban issues. Agent-based model (ABM) is a traditional method to simulate activities in a complex system, which has been widely applied in urban studies. However, due to its rigid initial settings, ABM has been criticized for its lack of intelligence, especially in dealing with modern urban issues. With the success of artificial intelligence (AI) and complexity science, it is generally agreed that ABM can be enhanced with AI agents, a promising technology that can bridge the gaps. For that, this article provides a systematic review, in which 10 subsections correspond to 10 different ways that AI can work with ABM in the methodological framework. The sections include that (1) ABM is Al; (2) ABM provides training data for Al; (3) Al provides data for ABM; (4) ABM is a submodule in the ensemble Al; (5) Al leads an optimization framework with ABM participation; (6) Al tunes ABM initialization parameters; (7) Al provides the environment for ABM; (8) Al aids in choosing the agent's attributes; (9) Al provides behaviors for agents in ABM; (10) Al helps to evaluate the performance of ABM. For each case, some typical works are examined for illustration. Finally, we discuss some of the current limitations and prospects for future development.","Guo, Zijian","Liu, Xintao",,,,,,,,,,,,,,,,,1,TRANSACTIONS IN GIS,,,,,,,,,,,,,,,,,,,,,,,,,,MAY 2024,How artificial intelligence cooperating with agent-based modeling for urban studies: A systematic review
Row_373,"Urban flooding is a serious challenge in cities owing to global warming and rapid urbanization; thus, urban flood forecasting is required to reduce losses. Nevertheless, owing to the randomness and uncertainty of rainfall and ponding processes, providing accurate and stable ponding predictions using the existing prediction methods is difficult. To address these issues, this study proposes a time-varying criterion to improve the Bayesian model averaging (BMA) method and uses the time-varying BMA (TV-BMA) approach to develop an integrated model for predicting urban floods and providing early warning by dynamically coupling the results of the BMA and three machine-learning models. This integrated model was based on numerous measured data on rainfall and ponding processes, aiming to accurately predict real-time changes in ponding depth. The results show that the prediction accuracy of the TV-BMA model was 11.4-50.4 % higher than that of the BMA and individual models, and within the 95 % confidence interval. Moreover, the bandwidth of the TV-BMA model (0.038 m) was 19.1-53.1 % lower than that of the BMA (0.047 m) and individual models (0.063-0.081 m). This demonstrates that the TV-BMA model has significant advantages in correcting deviation and reducing uncertainty in the prediction results. Furthermore, the TV-BMA model has high accuracy in the early warning results for up to a 100-min forecast period (F-score > 0.8). The proposed TV-BMA model can predict urban floods with improved accuracy and stability. It may provide guidance for improving the existing urban flood prediction methods.","Zhou, Yihong","Wu, Zening","Xu, Hongshi","Wang, Huiliang","Ma, Bingyan","Lv, Hong",,,,,,,,,,,,,12,JOURNAL OF HYDROLOGY,Urban flood,Flood prediction,Bayesian model averaging,Ponding,CLIMATE-CHANGE IMPACT,MODEL,,,,,,,,,,,,,,,,,,,,MAR 2023,Integrated dynamic framework for predicting urban flooding and providing early warning
Row_374,"Mariculture growth constitutes a big challenge for sustainable development due to its role in food security and environmental protection. However, research on sea use and sea cover dynamics for marine ecosystems is largely missing. Here we take one of the biggest Chinese mariculture centers to generate projections of mariculture expansion using a coupled cellular automata and agent-based model. Specifically, we analyze the future dynamics under scenarios with different leading groups and development goals, and identify the main spatiotemporal patterns of expansion. Our results indicate that animal and seaweed mariculture would expand annually by 15.9-66.5 % and 0.1-2.6 %, respectively. Inertial-development and household-dominated scenarios favor animal production, whereas restricted-development and government-dominated scenarios promote seaweed farming. Our findings also show that animal and seaweed mariculture clusters follow distinctive densification, enlargement, and spread patterns. Our work demonstrates the potential of coupled systems approaches to understand human-ocean interactions and support sustainable marine planning and management.","Shen, Weiwei","Del Valle, Tomas Marin","Wu, Jing","Chen, Yang","Wei, Jingxian","He, Guojin","Yang, Wu",,,,,,,,,,,,1,RESOURCES CONSERVATION AND RECYCLING,Coastal ecosystem,Coupled human and natural systems,Land use and land cover change,Marine spatial planning,Marine ranching,Sustainable development goals,FUZZY-SET APPROACH,METROPOLITAN REGION,URBAN EXPANSION,AQUACULTURE,LAND,SIMULATION,GROWTH,ACCURACY,IMPACTS,COVER,,,,,,,,,,MAY 2024,Scenario analyses of mariculture expansion in Southeastern China using a coupled cellular automata and agent-based model
Row_375,"This study details the development and evaluation of an emulator model of the Community Multiscale Air Quality (CMAQ) model, utilizing a U-Net deep learning architecture to accelerate the simulation of surface NO2 concentrations across the Contiguous United States (CONUS). The emulator employs a subset of meteorological, land cover, and emission input variables identical to those in CMAQ. An initial assessment of the model based on 3-fold monthly cross-validation during the summer (JJA) demonstrates excellent accuracy for 1-h NO2 concentration, with a correlation coefficient (R) of 0.979 and an Index of Agreement (IOA) of 0.989. Subsequently, the model's robustness is examined by training it with NEI 2011 and 2014 data and then evaluating it using NEI 2017 data. This yields an R of 0.949 and an IOA of 0.974. We utilize the emulator to investigate the semi-normalized sensitivity of NO2 concentrations to NOx emissions, which exhibits a satisfactory alignment with CMAQ Decoupled Direct Method (DDM) sensitivities, with an MAE of 0.271 ppb for 1-h sensitivity coefficients. Diurnal cycle analysis of NOx sensitivity coefficients spatially averaged in 15 major urban environments indicates slight over- and underestimations of the morning and evening peaks, respectively, with the MAE varying from 0.27 (Dallas) to 0.92 ppb (Los Angeles). Remarkably, the emulator's computational efficiency significantly surpasses CMAQ's, providing more than 400 times the simulation speed on a single CPU and over 600 times when utilizing both CPU and GPU. As such, the emulator represents a promising tool for efficient CMAQ modeling, with potential applications in health impact assessments, emission reduction strategies, and emission inventory optimization.","Salman, Ahmed Khan","Choi, Yunsoo","Park, Jincheol","Mousavinezhad, Seyedali","Payami, Mahsa","Momeni, Mahmoudreza","Ghahremanloo, Masoud",,,,,,,,,,,,3,ATMOSPHERIC ENVIRONMENT,Deep Learning,Emulator,U-Net,CMAQ,Surface NO2,NOx Sensitivity,AIR-QUALITY MODEL,SENSITIVITY-ANALYSIS,SOURCE APPORTIONMENT,PARTICULATE MATTER,NONLINEAR RESPONSE,NITROGEN-DIOXIDE,LIGHTNING-NO,OZONE,EMISSIONS,RESOLUTION,,,,,,,,,,JAN 1 2024,Deep learning based emulator for simulating CMAQ surface NO2 levels over the CONUS
Row_376,"Electric vertical takeoff and landing aircraft (eVTOL) is a rapidly growing research field with immense potential for its applications in urban air mobility (UAM). One particular type of eVTOL, the Tiltrotor, stands out for its ability to switch between helicopter and fixed-wing modes during the transition flight period. During this phase, the direction of the propulsion system thrust is adjusted, causing a change in the aircraft's shape. Proper tilt angle control is crucial for ensuring stable transition flight, as it is influenced by both the propulsion system and aerodynamics. In this study, we employ trim analysis to identify the tilt corridor and formulate a tilt angle control strategy. The flight performance of the Tiltrotor is then evaluated through simulations that utilize optimization algorithms such as Stochastic Gradient Descent (SGD) and Genetic Algorithm (GA) to find the optimal values of parameters related to the transition flight.Our approach provides valuable insights into the impact of tilt angle control on the stability and efficiency of Tiltrotor eVTOLs during transition flight.","Hyun, Jeongseok","Jang, Minseok","Nguyen, Tuan Anh","Lee, Jae-Woo",,,,,,,,,,,,,,,0,"2023 INTERNATIONAL CONFERENCE ON UNMANNED AIRCRAFT SYSTEMS, ICUAS",Transition Flight,eVTOL,Tiltrotor,Trim Analysis,Tilt Angle Control Path,,,,,,,,,,,,,,,,,,,,,2023,Transition Control Planning and Optimization for a Boxed-wing eVTOL Tiltrotor Vehicle using Trim Analysis
Row_377,"Turbidity is a crucial indicator of water quality. The European Commission's Copernicus Land Monitoring Service Platform provides free turbidity data for large lakes to monitor the global water quality of lakes. However, the data were missing from April 2012 to April 2016, severely limiting long-term analysis. Based on MODIS and turbidity data, Random Forest and XGBoost models are used to invert Tonle Sap Lake's turbidity. Random Forest outperformed the XGBoost model. Based on Random Forest model, missing data were filled in to construct longterm series data of Tonle Sap Lake turbidity (2004-2021). Trend, persistence and correlation analyses were conducted to reveal spatiotemporal characteristics and driving mechanism of turbidity. The results showed that: (1) spatially, the average annual, monthly, and seasonal turbidity was higher in the north but lower in the south, with regions of higher turbidity exhibiting more significant changes; (2) temporally, the annual turbidity mean was 53.99 NTU and showed an increasing trend. Monthly, turbidity values were higher from March to August and lower from September to February, with the highest and lowest recorded in June and November at 110.06 and 5.82 NTU, respectively. Seasonally, turbidity was higher in spring and summer compared to autumn and winter, with mean turbidity values of 84.16, 93.47, 15.33 and 23.21 NTU, respectively; (3) In terms of sustainability, the Hurst exponent for annual turbidity was 0.23, indicating a reverse trend in the near future; (4) Dam construction's impact on turbidity was not significant. Compared with natural factors (permanent wetlands, grasslands, lake surface water temperature, and remote sensing ecological index), human activities (barren, urban and built-up lands, croplands and population density) had a more significant impact on turbidity.","Zou, Tianle","Yang, Kun","Pan, Meie","Zhu, Yanhui","Zhang, Yang","Su, Danni",,,,,,,,,,,,,0,SCIENCE OF THE TOTAL ENVIRONMENT,Tonle Sap Lake,Turbidity,Machine learning,Spatiotemporal variation characteristics,WATER-QUALITY,MODIS,RIVER,EUTROPHICATION,MANAGEMENT,RETRIEVAL,DYNAMICS,CLARITY,SYSTEM,IMAGES,,,,,,,,,,,,SEP 15 2024,Analysis of the temporal and spatial evolution of turbidity in Tonle Sap Lake and its influencing factors
Row_378,"Sustainable development goals (SDGs) promoted by the United Nations guide the survival and development of human beings. Sustainable community development is an important part of SDGs, which aims at efficient and equitable utilizations of natural and social resources to construct more livable, productive, and environmentally-sound communities. Despite the growing concern of this issue, there are few review efforts to clarify the concepts, technical development and challenges in facilitating sustainable communities. Accordingly, this study will review the emerging spatiotemporal big data and novel analysis techniques to explore their contributions to community modeling, monitoring, evaluation, and optimization, and, more importantly, the study will point out the great challenges and future directions of applying spatiotemporal data to sustainable community development. For community modeling, existing geographic object modeling struggled to capture the spatial structures, functional services, and temporal changes of communities, and cannot provide accurate and comprehensive geographic representations of communities. For community monitoring and evaluation, previous monitored indicators often exhibit variations in spatial/temporal scales and representations, affecting the integration of multiple indicators and overall evaluation of community sustainability. For community optimization, existing spatial optimization and simulation methods ignored the evolutionary processes of communities, making the optimization results far away from the actual development trends. Addressing these challenges through innovative geographic modeling methods, comprehensive indicator monitoring and evaluation, and novel understandings on community optimization will unlock the potential of spatiotemporal big data to empower sustainable community development initiatives.","Zhang, Xiuyuan","Dong, Xiaoyan","Zhou, Qi","Du, Shihong",,,,,,,,,,,,,,,0,IEEE GEOSCIENCE AND REMOTE SENSING MAGAZINE,Monitoring,Socioeconomics,Sustainable development,Optimization,Spatiotemporal phenomena,Social networking (online),Biological system modeling,Urban planning,Sensors,Reviews,LAND-USE CHANGE,SCENE CLASSIFICATION,BUILT ENVIRONMENT,GENETIC ALGORITHM,DEVELOPMENT GOALS,URBAN AGENDA,LOCATION,PATTERN,CITIES,COVER,,,,,,NOV 2024,"Spatiotemporal Big Data Empower Community Modeling, Monitoring, Evaluation, and Optimization for Sustainable Community Development: A review of challenges and opportunities"
