Unnamed: 0,abstract,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,citation,journal/conference/book,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,publish time,title
Row_418,,[Anonymous],,,,,,,,,,,,,2,LANCET DIABETES & ENDOCRINOLOGY,,,,,,,,,,,,,,,,,,,,,,,JAN 2015,Dying for a good night's sleep
Row_419,"This article traces the terms and practices underwriting emergent forms of urban government to technical efforts to simulate markets after the Second World War. With an eye toward contemporary techno-utopian schemes and city-building initiatives, I argue that the basis of technological approaches to urban rule today-a conception of cities as complex socio-economic systems amenable to market-driven optimization-was forged by postwar administrators and technicians in response to the vicissitudes of uneven development. To advance this claim, I examine the history of San Francisco's Community Renewal Program, an early modeling initiative sponsored in the US by the federal government. After situating it in the context of racialized housing markets and policies, I probe the Community Renewal Program's attempt to build a computer model capable of forecasting the effects of redevelopment on housing markets. Though the Community Renewal Program model ultimately proved unviable as a planning tool, expert appraisals of it at the time simultaneously confirmed the characterization of cities as systems of market signals and affirmed in principle the ability to model and thus manage them given an appropriate technological infrastructure. In this light, current municipal design and development projects premised on interactive and remote-sensing technologies express something of the technocratic politics and optimism of the mid-20th century.","Elrick, John W.",,,,,,,,,,,,,0,ENVIRONMENT AND PLANNING D-SOCIETY & SPACE,Cities,technopolitics,urban renewal,simulation,neoliberalism,,,,,,,,,,,,,,,,,,DEC 2020,Simulating renewal: Postwar technopolitics and technological urbanism
Row_420,,"Langford, Barbara",,,,,,,,,,,,,2,New South Wales public health bulletin,,,,,,,,,,,,,,,,,,,,,,,2005 Jul-Aug,Health impact assessment in New Zealand.
Row_421,"In Israel, as in most countries, most urban renewal involves gentrification and displacement of residents Ba'al Shem Tov (Besht) Jaffa, is an outlier in this landscape. There, 180 families inhabit ten tenements-one-third renting and nearly all the others owning their dwellings. Half of the residents are Jewish and the rest Arab, and most are lower-middle class. Those dwelling in this hardscrabble neighborhood live with a sense of displaceability reflected in neglect and continual tension amid initial urban-renewal processes that will force them to decide whether and how to remain in the neighborhood and, if they choose to leave, to weigh their alternatives. What might have ended with displacement ended with placeability. In this article, we ask: What happened here? Why was it exceptional? What can it teach us about urban renewal and displaceability? The answers center on the involvement of a law clinic that undertook to steward the project and a ""random coalition"" that applied collective governance. The outcomes, placeability and regulation of urban renewal instead of displaceability and displacement, are studied in view of the overlapping and clashing interests of the developer, the clinic, and the residents, as well as their relations.","Gigi, Moti","Kedem, Alona",,,,,,,,,,,,0,ENVIRONMENT AND PLANNING C-POLITICS AND SPACE,Collective governance,displacement and eviction,gentrification,placeability,regulation,,,,,,,,,,,,,,,,,,NOV 2024,The discourses of Ba'al Shem Tov (Besht) Street in Jaffa: From displacement to placement
Row_422,"Aspects of urban climatology relevant to urban planning are given in respect of quality of the atmosphere and urban climate modification. This paper deals with the spatial evaluation of emission and incidence of air pollution, local conditions of air flow and diffusion, climatic effects of different surface types and conditions of urban ventilation.","Jacobeit, J",,,,,,,,,,,,,0,Das Offentliche Gesundheitswesen,,,,,,,,,,,,,,,,,,,,,,,1991 Aug-Sep,[Significance of urban climatologic expert assessment for urban planning and development].
Row_423,,"Maia, J J",,,,,,,,,,,,,8,Analise Social,,,,,,,,,,,,,,,,,,,,,,,2000,"[Epidemiological transition, urban infrastructures, and development: the city of Porto]."
Row_424,,"Diez de Baldeon, C",,,,,,,,,,,,,0,Studia historica. Ha. contemporanea,,,,,,,,,,,,,,,,,,,,,,,2001-2002,[Urban working-class housing in 19th-century Spain].
Row_425,,"Adams, Patrick",,,,,,,,,,,,,5,LANCET,,,,,,,,,,,,,,,,,,,,,,,JUL 6 2013,"Amid the tumult in Turkey, human rights abuses abound"
Row_426,,"Rute, A","Hermann, A","Hermann, I",,,,,,,,,,,0,Nordost-Archiv,,,,,,,,,,,,,,,,,,,,,,,2001,"[The urban development and social and cultural                    life of Klaipeda, 1945-82]."
Row_427,"With the constant acceleration of urbanization development, the protection and renewal of historical and cultural blocks have become the core elements to improve the quality of urban development and promote the new-type urbanization development. This paper makes scientific analysis of eight historical and cultural blocks in Hankou area of Wuhan based on Analytic Hierarchy Process, combined with conventional data and big data. Explore the construction of the renewal and evaluation system of historical and cultural blocks from the five perspectives of historical and cultural value, economic vitality, urban functions, cultural and nature, and public participation. According to the concrete block to assess the situation put forward the corresponding countermeasure and the suggestion, the historical and cultural blocks management work provide certain reference basis can be better promoted.","Cao, Y.","Shao, J.","Wang, Y.","Zhang, K.",,,,,,,,,,2,Proceedings of SPIE,,,,,,,,,,,,,,,,,,,,,,,2023,Research on the renewal evaluation system of Hankou historical and cultural districts based on multi-source data
Row_428,"Rapid urbanization has made many cities in China enter an era that increment and stock develop in parallel. Urban central area presents the characteristics of complex spatial structure and high functional complexity, resulting in the huge disaster risks and severe security issues of evacuation. This paper proposes a method of improving emergency evacuation effectiveness under the restriction of limited available land resources in high-density areas, which is combined with urban renewal planning, aiming at optimizing the layout of shelters and evacuation passageway by cyclic evacuation simulation, evaluation and optimization with Anylogic software and facility location tool based on ArcGIS. Taking the renewal planning of Jintang Road Area in Tianjin, a typical high-density urban area, as a case study. The results showed that: 1) The evacuation space system of Jintang Road Area exists potential danger that severe congestion occurred in the simulation process and the congested section spread outward with three shelters as the center. Which lasted for several hours. The rate of successful asylum in 5 min and 30 min was 13% and 34%; 2) The matching degree between spatial layout of emergency shelters and population distribution is low, which is reflected in the utilization rate of shelter: the rate of shelter No.1 is as high as 826%, while that of No 4 and No 5 is 48% and 11%, and also causes unreasonable distribution of people flow in evacuation passages during the evacuation process; 3) The research method of integrating simulation, facility location and renewal planning is an effective way to improve the effectiveness of pedestrian evacuation in high-density urban areas. After the improvement, the four indexes have been effectively improved.","Zuo, Jin","Shi, Jikang","Li, Chen","Mu, Tong","Zeng, Yun","Dong, Jing",,,,,,,,16,ENVIRONMENTAL IMPACT ASSESSMENT REVIEW,High-density urban area,Pedestrian evacuation,Anylogic simulation,Facility location,Urban renewal,SCALE EVACUATION,MODEL,SCENARIOS,SHELTERS,LOCATION,DESIGN,,,,,,,,,,,,MAR 2021,Simulation and optimization of pedestrian evacuation in high-density urban areas for effectiveness improvement
Row_429,"The elderly population in Hong Kong is relatively concentrated in older districts that face rapid urban deterioration and there is thus an urgent need for urban renewal in government policy agenda. With the problem of land scarcity and development priorities, the quantity and quality of open space is generally far from satisfactory. Furthermore, the need for fostering social well-being for the elderly has not been effectively incorporated into the planning of urban spaces. This study aims to identify the important planning and design criteria of public open spaces for the elderly who, are living in dense older districts in Hong Kong. Questionnaire surveys were conducted in elderly centres and public open spaces in two urban renewal districts. Factor analysis was used to extract the underlying factors in planning of open spaces for the elderly. Through a comparative study of the two districts, having different density, local context, socioeconomic demographics and redevelopment plans, it shows an example of the incomprehensiveness in the concept of ""zone separation"" in which formal differences in the labels of the two districts having same zoning can disguise similarities, thereby calling for a case-by-case study of the details of the two entities. Thus, it is suggested that responsive planning and design should consider the different urban renewal districts characteristics rather than adopting standardized planning guidelines for all. (C) 2016 Elsevier Ltd. All rights reserved.","Yung, Esther H. K.","Conejos, Sheila","Chan, Edwin H. W.",,,,,,,,,,,53,LAND USE POLICY,Planning,Zoning,Dense living,Public open space,Elderly preferences,Hong Kong,OUTDOOR ENVIRONMENTS,COMMON SPACES,OLDER-PEOPLE,CITY,NEIGHBORHOOD,COMMUNITY,GREEN,COMPACT,QUALITY,,,,,,,,DEC 31 2016,Public open spaces planning for the elderly: The case of dense urban renewal districts in Hong Kong
Row_430,,"Ladd, B",,,,,,,,,,,,,21,JOURNAL OF URBAN HISTORY,,,,,,,,,,,,,,,,,,,,,,,JUL 2001,Socialist planning and the rediscovery of the old city in the German Democratic Republic
Row_431,"Urban rehabilitation has long been a major concern for academics, practitioners, and public authorities. The decline cycle of city centers in many countries, particularly in Europe and the United States, involves deteriorating conditions in housing, which lead to a decrease in the population, moving toward suburban areas in the well-known phenomenon called urban sprawl. Rehabilitation has difficulties in succeeding within a fully liberalized market, and usually requires public intervention at different levels to stimulate the renewal of housing, particularly in historical city centers. This paper reflects on the roles of public administration at different levels. It leverages the main conclusions on the Portuguese experience, whose lessons may be valuable to other countries. (C) 2014 American Society of Civil Engineers.","Cruz, Carlos Oliveira","de Brito, Jorge",,,,,,,,,,,,12,JOURNAL OF URBAN PLANNING AND DEVELOPMENT,Urban rehabilitation,Maintenance,Urban politics,Urban planning,Strategies,DECISION-MAKING,RENEWAL,GENTRIFICATION,REGENERATION,POLICY,CITY,,,,,,,,,,,,DEC 2015,Role of Public Administration in Fostering Urban Housing Rehabilitation
Row_432,"Research into pixel unmixing in remote sensing imagery led to the development of soft classification methods. In this article, we propose a possibilistic c repulsive medoids (PCRMdd) clustering algorithm which attempts to find c repulsive medoids as a minimal solution of a particular objective function. The PCRMdd algorithm is applied to predict the proportion of each land use class within a single pixel, and generate a set of endmember fraction images. The clustering results obtained on multi-temporal Landsat Thematic Mapper (TM)/Enhanced Thematic Mapper plus (ETM+) images of Shanghai city in China reveal the spatio-temporal pattern of Shanghai land use evolvement and urban land spatial sprawl in course of urbanization from 1989 to 2002. The spatial pattern of land use transformation with urban renewal and expansion indicates the urban land use structure is gradually optimized during vigorous urban renewal and large-scale development of Pudong area, which will have an active influence on improving urban space landscape and enhancing the quality of the ecological environment. In addition, accuracy analysis demonstrates that PCRMdd represents a robust and effective tool for mixed-pixel classification on remote sensing imagery to obtain reliable soft classification results and endmember spectral information in a noisy environment.","Dai, Xiaoyan","Guo, Zhongyang","Zhang, Liquan","Wu, Jianping",,,,,,,,,,19,INTERNATIONAL JOURNAL OF REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,2010,Spatio-temporal pattern of urban land cover evolvement with urban renewal and expansion in Shanghai based on mixed-pixel classification for remote sensing imagery
Row_433,"Many Arab old towns in Maghreb and in South West Asia have been gripped by a fundamental and dynamic urban renewal during the 20(th) century. While the renewal process in most old towns can be attributed to global dynamics, the actors involved in the old town of Tunis are almost exclusively from a local and national level. This paper aims to highlight the processes and strategies for revitalizing the old town of Tunis, to analyse its motives and explain why the renewal process is spurred by local interest instead of global dynamics. For instance, the medina serves primarily as a national symbol. The symbolic significance of the old town of Tunis in terms of establishing identity coincides with the strategies of a state-funded revitalization process and increasing efforts to showcase the old town.","Escher, Anton","Schepers, Marianne",,,,,,,,,,,,10,ERDKUNDE,urban development,urban geography,Arab old town,Maghreb,identity,revitalization,mise-en-scene,Tunisia,medina,,,,,,,,,,,,,,APR-JUN 2008,Revitalizing the medina of Tunis as a national symbol
Row_434,"This paper first provides an overview of the urban regeneration process of Beijing since the 1970s, with a focus of the shift from material promotion to historical cultural preservation and sustainability promotion over the years, and a highlight of the contemporary trend of redesign of community public space, which has attracted considerable attention in recent years because of the commendable efficiency of land utilization and the activities-centered diversified forms of community participation. Then, based on an advanced planning orientation and renewal project in Beijing, this paper describes an urban regeneration process carried out in Beijing that aimed at experimenting with a creative approach to the design and regulation of complex urban land use. Specifically, a real urban renewal project on the Shoupa Community Service Station Rooftop is described in detail, which demonstrates a promising approach to activities-centered community space design involving spatial, graphic, and cyber aspects.","Wang, Huan","Wang, Ruoxi","Fu, Lili","Miao, Qing","Li, Nan",,,,,,,,,2,"CROSS-CULTURAL DESIGN-INTERACTION DESIGN ACROSS CULTURES, CCD 2022, PT I",Activities-centered design,Participatory community,Neighborhood planning,Urban regeneration,Beijing,,,,,,,,,,,,,,,,,,2022,Activities-Centered Participatory Community Design: Shoupa Community Service Station Rooftop Renovation Plan
Row_435,"Urban-rural renewal is an instrument not only to manage urbanization but also for sustainable development. In this process, major stakeholders are affected differentially. The case studied here shows how the most vulnerable stakeholders are deprived of benefits in the urban-rural renewal process. Through an analysis of Mantin, a small Malaysian town, the study depicts conflicts among stakeholders. Beyond the traditional stakeholder analysis framework stressing the role of government, developers, and the community affected by development, this research delves into an extended nexus of related stakeholders (the nongovernmental organization sector and media) that complicates the confrontation between the developer with legal right to the land and residents who claim hereditary occupation rights. It also reveals the stance of the government, often neglected in discussions of private-public partnerships. Here, politicians from both opposition and government saw opportunities to gain political advantage from the contest. The result of these stakeholder interfaces was a conflict that dragged on for a protracted period. The events show that the involvement of third-party stakeholders can increase the likelihood of and prolong conflict. Generally, the case also illustrates the failure of top-down policies that can be subverted at local levels.","Wang, Qianyi","Cheong, Kee Cheok","Li, Yurui",,,,,,,,,,,6,HOUSING POLICY DEBATE,urban-rural renewal,rural housing,stakeholder contestations,URBAN-RENEWAL,PARTICIPATION,CONSTRUCTION,MANAGEMENT,POLICIES,NGOS,,,,,,,,,,,,,,SEP 2 2020,Who Benefits From Development? Analyzing the Stakeholder Contestations in a Traditional Settlement of Malaysia
Row_436,"The renewal of old communities (OCR) is a crucial component of China's urban renewal strategy. However, the huge funding gap, coupled with the unwillingness of enterprises to participate, has impeded the sustainable development of OCR in China. This issue has become a major practical challenge for the government. This study employed the modified theory of planned behavior (M-TPB) to examine enterprise behavior, focusing on how internal capabilities and external conditions influence their participation. Data was collected from 261 questionnaire surveys, and structured equation modeling was used to analyze the data. Further in-depth interviews were conducted to explain and validate the results from the SEM. The findings illustrate that: (1) the M-TPB offers a more detailed and nuanced explanation of the mechanisms influencing participation behavior; (2) the attitude towards participation is an important factor in shaping the intention to participate; (3) there is a significant negative correlation between perceived behavioral control, which is based on external conditions, and the participation intention; and (4) different types of enterprises show differences in attitude and perceived behavioral control. These findings provide new insights and perspectives on the OCR dilemma in China, highlighting some important practical implications for fostering various forms of enterprise participation in OCR projects.","Liu, Guiwen","Huang, Ruopeng","Li, Kaijian","Shrestha, Asheem","Wang, Hanbing","Cai, Minhong",,,,,,,,0,CITIES,Community renewal,Urban renewal,Sustainability,Enterprise participation,Theory of planned behavior,PERCEIVED BEHAVIORAL-CONTROL,PUBLIC-PRIVATE-PARTNERSHIP,URBAN-RENEWAL,PLANNED BEHAVIOR,NEIGHBORHOOD REGENERATION,DECISION-MAKING,NUMBER,RELIABILITY,CATEGORIES,INTENTION,,,,,,,,JUL 2024,Exploring the dilemma of enterprises participating in the old community renewal: Perspective of managers
Row_437,,"Liang, Samuel Y.",,,,,,,,,,,,,1,JOURNAL OF URBAN HISTORY,Shanghai,Nanjing,Beijing,urban renewal,nationalism,globalization,REDEVELOPMENT,,,,,,,,,,,,,,,,NOV 2015,"Capitals and Capitalist Urbanization in Imperial, Modern, and Contemporary China"
Row_438,"Massive city development and construction have occurred in post-open door China, hundreds of new cities and new towns appeared in China. However, people found an awkward issue in these cities. Ghost city or empty city appears in many parts of the country. Because of the low qualified urbanization, environmental and social problems become more and more. The traditional blue print master plan is so popular across China that every city drew its own time and time in last thirty years. This top-down urban planning philosophy really stimulated China development. But now, this planning philosophy failed in many planning practices.New urbanization strategy (NUS) is proposed under this background and became one of the hottest words in China. According to NUS, China is undergoing two important processes. One is that urban renewal became the main topic of Chinese urbanization; the other is that private sector became the key driver instead of Top-bottom plan, which mean that urbanization based on new urban area construction is changing to urban regeneration and bottom-up became the main planning approach in this new urban era. Renewal is no longer an urbanization process but a methodology. Instead of traditional blue print plan, renewal philosophy could help the plan more practical. This new planning philosophy eventually forces the government to corporate with or even to rely on the private sector.The paper examined a very special case of Desakota in Chaonan district, Guangdong Shantou. Desakota is a special phenomenon in the urbanization process Asian countries, as well as an important field of urban studies. Desakota almost contains all typical factors of NUS. In Desakota area, the traditional blueprint master plan shows its weakness in intervention. Therefore, it becomes a big challenge that how to develop a long-term vision, to give reasonable recent actions, to effectively solve the region's economic development, as well as to improve the environment problems in this kind of areas. This paper takes the practice of the master plan of Chaonan, Shantou, trying to integrate the blueprint and action planning, and sums up the Structural Progressive Renewal (SPR) as the new master plan methodology.","Chen, Yi",,,,,,,,,,,,,7,PROCEEDINGS OF THE 50TH ISOCARP CONGRESS,Structural Progressive Renewal,Master Planning,New Urbanization Strategy,Desakota,Chaonan,,,,,,,,,,,,,,,,,,2014,Urban Renewal as Master Planning Philosophy in China New Urbanization Strategy: Chaonan Desakota as a Case Study
Row_439,"Resource-oriented cities are faced with the problems of the decline of traditional industries, exhaustion of resources, and wastage of space. Faced with these problems, urban renewal has become an important role and is widely used in the reuse of old and abandoned spaces. As a historical witness of the industrial revolution and urbanization process, coal mine industrial heritage not only has the value of material heritage but also carries rich historical and cultural information. However, with the adjustment of industrial structure, much coal mine industrial heritage has gradually lost its original production function and become neglected idle space in cities, and industrial buildings and equipment in these spaces have been abandoned or dismantled. The study takes the Wangfeng Mine site in Jiaozuo City, Henan Province as an example, combined with the urban development history and current situation of Jiaozuo city, it discusses the remodeling strategy of industrial heritage space from the perspective of urban renewal. Firstly, through case analysis, historical data sorting, and field research, the study integrated the historical development context of the Jiaozuo coal mine site and its impact on the urban spatial pattern, secondly, discussed the practical problems in the reuse process of industrial sites, and finally proposed specific spatial remodeling strategies based on the conjugation theory. This included determining how to deal with the three pairs of conjugated relations between protection and development, function and ecology, and history and modernity so as to make the spatial remodeling strategy of industrial sites more scientific and sustainable. To promote the sustainable and healthy development of urban industrial heritage space.","Ai, Jiahui","Kim, Myun",,,,,,,,,,,,0,LAND,urban renewal,coal mine site,landscape space remodeling,green infrastructure,conjugate theory,SUSTAINABLE DEVELOPMENT,REUSE,,,,,,,,,,,,,,,,NOV 2024,Spatial Remodeling of Industrial Heritage from the Perspective of Urban Renewal: A Case Study of Coal Mine Site in Jiaozuo City
Row_440,,"Jeffreys, M",,,,,,,,,,,,,0,The Royal Institute of Public Health and Hygiene journal,,,,,,,,,,,,,,,,,,,,,,,1965-Oct,"""Customs and consequences"": The sociologist."
Row_441,,"McKee, GA",,,,,,,,,,,,,39,JOURNAL OF URBAN HISTORY,,,,,,,,,,,,,,,,,,,,,,,JUL 2001,"Liberal ends through illiberal means - Race, urban renewal, and community in the Eastwick section of Philadelphia, 1949-1990"
Row_442,,"Fackelmann, K A",,,,,,,,,,,,,0,Modern healthcare,,,,,,,,,,,,,,,,,,,,,,,1984-Nov-01,HUD grants available for projects that create jobs in depressed areas.
Row_443,,"Schriever, B A",,,,,,,,,,,,,0,Transactions of the New York Academy of Sciences,,,,,,,,,,,,,,,,,,,,,,,1968-Jun,Systems management and the cities.
Row_444,"Sometimes heralded as the first ever new urbanist development, Starkville, Mississippi's Cotton District neighborhood stands out as a relatively dense, walkable, and mixed-use neighborhood in the otherwise car-centric landscapes of the rural south. Together with the neighborhood's colorful buildings reminiscent of the grand homes of the antebellum South, these elements obscure the fact that the neighborhood as it exists today is the result of a federally funded urban renewal project that razed much of the adjacent Black neighborhood of Needmore and opened up the present-day Cotton District as a space for new investment. In excavating the details of these different elements of the Cotton District's history, our central conceit is that the Cotton District represents what we call a ""nostalgic neo-plantationist pastiche"" produced through the material and symbolic displacement of Blackness and its replacement with both material and symbolic whiteness. By conceptualizing this landscape as constituted fundamentally by white nostalgia for a mythical, bygone era of plantation capitalism, and instantiated through a bricolage of architectural and design styles, we seek to draw attention to the precise ways that this landscape actively (re)constructs the past, rather than simply representing it. At the same time, the case of the Cotton District offers an opportunity to reconsider received wisdom in urban design and planning concerning the historic and contemporary linkages between urban renewal and new urbanism, and racial inequality and urban planning more generally.","Shelton, Taylor","Williams, Brian",,,,,,,,,,,,3,ANNALS OF THE AMERICAN ASSOCIATION OF GEOGRAPHERS,anti-Blackness,displacement,new urbanism,urban renewal,whiteness,NEW-YORK,GEOGRAPHIES,PLACE,CITY,COMMUNITY,POLITICS,ATLANTA,SENSE,RACE,,,,,,,,,2023,"Making the Cotton District (White): Urban Renewal, New Urbanism, and the Construction of a Nostalgic Neo-Plantationist Pastiche"
Row_445,,"Balinsky, W","Shames, J",,,,,,,,,,,,0,Caring : National Association for Home Care magazine,,,,,,,,,,,,,,,,,,,,,,,1987-May,Neighbors helping neighbors. Bronx Community Home Care.
Row_446,,"Jambard, Pierre",,,,,,,,,,,,,0,Entreprises et histoire,,,,,,,,,,,,,,,,,,,,,,,2002,"[Specializing in large housing estates: the SAE in                  France, 1945-74]."
Row_447,"This overview provides a theoretical and historiographical summary of recent trends in the history and development of medical centers, their impact on urban development, and related trends in the role of city, state and federal governments in fostering public health and urban revitalization in cities.","Day, Jared N.",,,,,,,,,,,,,7,JOURNAL OF URBAN HISTORY,Historiographical review,urban renewal,urban revitalization,Pittsburgh,Pennsylvania,public health,POLITICS,,,,,,,,,,,,,,,,MAR 2016,Health Care and Urban Revitalization: A Historical Overview
Row_448,,"Fasano Guarini, E",,,,,,,,,,,,,0,Societa e storia,,,,,,,,,,,,,,,,,,,,,,,2001,[Marino Berengo's Europe of the cities: the historian and his work].
Row_449,"Urban renewal mega projects have various patterns of business process in Korea given that related laws are constantly changing due to the needs for supplementing and modifying those. For this reason, information management systems based on a standard business process can hardly be developed. Furthermore, various participants such as stakeholders, client representatives, urban planners, architects and contractors involve at different phases. Accordingly, they create and use documents with intervals. It makes them hard to search and reuse documents. Nevertheless, current electronic document management systems have limits to cope with this challenge. As a part of research and development project on program management information systems (PgMIS) for urban renewal mega projects, user-definable process-based electronic document management system (UPEDMS) has been developed. In PgMIS, firstly, the process is defined by the practitioners and it will become main menus of the system. The main activities that are essential irrelevant to the existence of upper level process are named. The names of main activities become tags attached to documents. It will linked to modified process that is newly defined by users in other projects with altered business process, and thus the users can search and reuse by indexing the tag while following process given in the system. This paper presents a schematic model of PgMIS and detailed system architecture and model of UPEDMS.","Park, Seung-Jin","Lim, Jae-Bok","Kim, Ju-Hyung","Kim, Jae-Jun",,,,,,,,,,0,PROCEEDINGS OF THE FIRST INTERNATIONAL CONFERENCE ON SUSTAINABLE URBANIZATION (ICSU 2010),User-definable Process-based Electronic Document Management System(UPEDMS),Program Management,Information Systems,Urban Renewal,Mega Projects,,,,,,,,,,,,,,,,,,2010,USER-DEFINABLE PROCESS-BASED ELECTRONIC DOCUMENT MANAGEMENT SYSTEMS(UPEDMS) FOR URBAN RENEWAL MEGA PROJECTS
Row_450,,"Evans, Ethan J.",,,,,,,,,,,,,1,HEALTH & SOCIAL WORK,,,,,,,,,,,,,,,,,,,,,,,JUL 13 2022,US Department of Housing and Urban Development-Veterans Affairs Supportive Housing Program: Bring All Homeless Veterans Home
Row_451,,"Solovy, A T",,,,,,,,,,,,,1,Hospitals,,,,,,,,,,,,,,,,,,,,,,,1988-Mar-05,Economic development means patient days.
Row_452,,"Davis, J",,,,,,,,,,,,,9,The London journal,,,,,,,,,,,,,,,,,,,,,,,2001,London government 1850-1920: the Metropolitan Board of Works and the London County Council.
Row_453,,"Prothro, L",,,,,,,,,,,,,0,Hospital forum,,,,,,,,,,,,,,,,,,,,,,,1983 Jul-Aug,A miracle in Brooklyn.
Row_454,,"Dart, G",,,,,,,,,,,,,22,HISTORY WORKSHOP JOURNAL,,,,,,,,,,,,,,,,,,,,,,,SPR 2001,'Flash style': Pierce Egan and literary London 1820-28
Row_455,,"Wallace, C",,,,,,,,,,,,,0,Modern healthcare,,,,,,,,,,,,,,,,,,,,,,,1985-Jul-19,Hospital can act as catalyst to stem decay in neighborhood--experts.
Row_456,,"Shinkman, R",,,,,,,,,,,,,0,Modern healthcare,,,,,,,,,,,,,,,,,,,,,,,2000-Oct-02,New hospital is star of the show.
Row_457,"Spatial plans and strategies ensure that urbanization takes place according to predetermined scientific and technical criteria. Urbanization that takes place without taking into account these legal and technical bases lead to the emergence of informal, risky and dysfunctional settlements. Over time, these settlements become increasingly vulnerable due to their failure to meet social and technical requirements, making their sustainability increasingly challenging, and inevitably becoming subjects of urban renewal activities. Google Earth Engine (GEE) platform's archive of satellite images provides temporal monitoring of urbanization on Earth for about 50 years and analysis of changes in the cloud environment. This study investigates whether the GEE platform can use to detect the impact of the areas where settlement activities are carried out without a development plan in the current urban transformation projects in Istanbul. Land use/cover maps classified with the Random Forest algorithm correlate urbanization activities in urban renewal areas with the entry into force date of the spatial plans that guide the settlement. The classification results evaluated in conjunction with statistical tests and spatial plan decisions demonstrate that unplanned urbanization is a serious obstacle to the sustainability of settlements. Additionally, the study results show the performance of the GEE platform in detecting the effects of factors in the urbanization period. The GEE platform can serve as a facilitative tool for deriving lessons from urbanization experiences to inform policymaking.","Yilmaz, Okan","Alkan, Mehmet",,,,,,,,,,,,2,HABITAT INTERNATIONAL,Urban renewal,Development plans,Informal settlements,Urbanization policies,Google Earth Engine (GEE),BIG DATA APPLICATIONS,GOOGLE EARTH ENGINE,SUSTAINABLE CITIES,LANDSAT IMAGES,CLASSIFICATION,,,,,,,,,,,,,JUL 2024,Assessing the impact of unplanned settlements on urban renewal projects with GEE
Row_458,,"Downer, K",,,,,,,,,,,,,0,Nursing times,,,,,,,,,,,,,,,,,,,,,,,1999 Sep 1-7,The estate we're in.
Row_459,,"Wagner, M",,,,,,,,,,,,,0,Modern healthcare,,,,,,,,,,,,,,,,,,,,,,,1991-Nov-18,Denver zoning law aims to end battles over expansion plans.
Row_460,,"Adams, R M",,,,,,,,,,,,,0,Journal - California Dental Association,,,,,,,,,,,,,,,,,,,,,,,1967-Oct,The Packaged Society and its dentistry.
Row_461,"Opportunities exist for radical strategies, driven by spatial planning, to adapt our urban fabric to climate change. Floating developments are one such innovation. This phenomenon and its ideas are driven by a variety of societal forces, including by population pressure, rapid urbanisation, the resulting need for additional housing inventory, by urban adaptation strategies to counter fluvial flooding and sea level rise, plus interests in urban landscape renewal. We reflect on seventeen projects in five countries and note that, to date, it is inner city harbours or industrial areas in decline that are being targeted for floating communities. These can add renewal, recreational and landscape value, while simultaneously expanding the existing urban housing stock.","Penning-Rowsell, Edmund",,,,,,,,,,,,,9,LANDSCAPE RESEARCH,Floating homes,floods,climate change,amphibious architecture,,,,,,,,,,,,,,,,,,,MAY 18 2020,"Floating architecture in the landscape: climate change adaptation ideas, opportunities and challenges"
Row_462,,"Biello, David",,,,,,,,,,,,,3,SCIENTIFIC AMERICAN,,,,,,,,,,,,,,,,,,,,,,,SEP 2011,How Green Is My City Retrofitting is the best way to clean up urban living
Row_463,"In the late 1950s and early 1960s, the Twin Cities of Minneapolis and St. Paul faced an urban crisis similar to that of many American cities, as a growing ring of suburbs attracted residents and businesses out of the cities and increasingly deprived their urban centers of vitality and wealth. In addition to employing traditional urban renewal programs, a coalition of Twin City cultural, business, and political leaders turned to the arts, and in particular a brand new, high-profile theater institution, as a way to reinvigorate the local economy, craft a distinct identity as a creative urban center, and contribute to the development of the Upper Midwest region. This article focuses on these leaders' underlying assumptions regarding the purpose and operation of the arts, particularly their expectations for professionalism and businesslike management, and the effect of this approach on the cultural landscape that resulted.","Engstrom, Susannah",,,,,,,,,,,,,1,JOURNAL OF URBAN HISTORY,urban renewal,arts,cultural institutions,Midwest,Minneapolis,ARTS,,,,,,,,,,,,,,,,,NOV 2015,Building a Midwest Cultural Capital: Professional Theater and Urban Development in Minneapolis
Row_464,,"Mohajeri, Shahrooz","Dinckal, Noyan",,,,,,,,,,,,0,Technik Geschichte,,,,,,,,,,,,,,,,,,,,,,,2002,"[Central water supply in Berlin and Istanbul: a                    comparison of processes of introduction,                    diffusion, and acceptance]."
Row_465,,"Wakeman, R",,,,,,,,,,,,,1,JOURNAL OF URBAN HISTORY,,,,,,,,,,,,,,,,,,,,,,,JAN 2001,Paris and London in the nineteenth century
