,author1,author2,author3,author4,title,conference,publish time,citation,abstract,keyword1,keyword2,keyword3,keyword4,author5,author6,journal/book,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,author7,author8,keyword13,keyword14,author9,author10,author11,author12,author13,author14,author15,author16,author17,author18,author19,author20,author21,author22,author23,author24,author25,author26,author27,author28,author29,author30,author31,author32,author33,author34,author35,author36,author37,author38,author39,author40,author41,author42,author43,author44,author45,author46,author47,author48,author49
Row_476,"Yao, Tianen","Lu, Sihua","Wang, Yaqi","Li, Xinhao","Revealing the drivers of surface ozone pollution by explainable machine learning and satellite observations in Hangzhou Bay, China",,FEB 10 2024,3,"Surface ozone (O-3) pollution is an emerging concern in China. Hangzhou Bay (HZB), where the petrochemical industry is clustered, has become one of China's most O-3 polluted areas due to exposure to volatile organic compounds (VOCs) emissions and land-sea breezes. It is urgently need to investigate the multiple drivers of surface O-3 generation in HZB more specifically. The spatial distribution of O-3 trends from April to September (2015-2022) in HZB depicts a general upward trend, with an observed trend of 0.26 mu g/m(3) a(-1), where meteorological factors contribute to 54 degrees% based on the stepwise multiple linear regression (MLR). Ensembled machine learning is more efficient and accurate, especially the Light Gradient Boosting model (LightGBM, R-2 = 0.84) outperforms other machine learning algorithms. The Shapley additive explanation (SHAP) technique allows for more in-depth quantification of the contribution of specific factors to O-3 trends. The results of the LightGBM-SHAP algorithm present that solar radiation plays a leading role in O-3 generation. More importantly, stronger solar radiation can still lead to high O-3 concentration accumulation even at lower temperature based on the interaction of SHAP values. For the precursor's emissions, the ratio of formaldehyde-to-NO2 (HCHO/NO2) obtained from the Tropospheric Monitoring Instrument (TROPOMI) satellite observations, shows the study area is located in the VOCs-limited and transitional regimes, highlighting that VOCs control is more cost-effective.",Ozone,Hangzhou bay,Machine learning,Radiation,"Ye, Huaixiao","Duan, Yusen",JOURNAL OF CLEANER PRODUCTION,,,,,,,,,"Fu, Qingyan","Li, Jing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_477,"Sun, Jian","Yang, Jiaer","Ho, Steven Sai Hang","Peng, Zezhi",Characterization and toxicological effects of microplastics in PM2.5 in background sites of the southern coast of China,,NOV 15 2024,0,"Microplastics (MPs) are widely present in atmosphere without understanding about their influences on human health. Spatial variations of MPs in fine particulate matter (PM2.5), along with source contribution and health effects analyses, were investigated at two distinct background air quality locations in Hong Kong: TMS, a coastal site, and HT, a high-altitude site, both remote from anthropogenic activities. The higher concentration of total MPs concentration (& sum;MPs) was observed at HT (31.67 f 10.25 pg/m(3)) compared to TMS (11.00 f 4.69 pg/m(3)). Polyethylene (PE) was the dominant MP in both locations, and other MPs showed inconsistent concentration patterns in the analysis. Source identification analysis indicated that the MPs at HT was predominantly affected by marine sources, whereas the MPs at TMS was potentially due to continental/local sources. The HT was not an ideal location for monitoring atmospheric background concentration of MP due to high contributions from marine source. Cellular exposure to MPs experiments (A549 cells) demonstrated stronger correlations (p p < 0.05) between exposure to MPs and oxidative stress (determined by lactate dehydrogenase (LDH) and malondialdehyde (MDA)) than inflammation factors. The polyvinyl chloride, nylon 6,6 and polystyrene were the chemical compounds that can induce oxidative stress, and interactions among MPs. The results of this study will aid in the development of a new MPs control policy.",Atmospheric microplastic deposition,Pacific ocean contribution,Pyrolysis-gas chromatography-mass spectrometry,Source identification analysis,"Niu, Xinyi","Qu, Linli",ATMOSPHERIC ENVIRONMENT,Oxidative stress,,,,,,,,"Lui, Ka Hei","Guo, Hai",,,"Ho, Kin-Fai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_478,"Hu, Zezhou","Li, Nan","Zhang, Miao","Miao, Miao",Bayesian Network Analysis: Assessing and Restoring Ecological Vulnerability in the Shaanxi Section of the Qinling-Daba Mountains Under Global Warming Influences,,NOV 2024,0,"Human activities, especially industrial production and urbanization, have significantly affected vegetation cover, water resource cycles, climate change, and biodiversity in the Qinling-Daba Mountain region and its surrounding areas. These activities contribute to complex and lasting impacts on ecological vulnerability. The Qinling Mountain region exhibits a complex interaction with human activities. The current research on the ecological vulnerability of the Qinling Mountain region primarily focuses on spatial distribution and the driving factors. This study innovatively applies the VSD assessment and Bayesian networks to systematically evaluate and simulate the ecological vulnerability of the study area over the past 20 years, which indicates that the integration of the VSD model with the Bayesian network model enables the simulation of dynamic relationships and interactions among various factors within the study areas, providing a more accurate assessment and prediction of ecosystem responses to diverse changes from a dynamic perspective. The key findings are as follows. (1) Areas of potential and slight vulnerability are concentrated in the Qinling-Daba mountainous regions. Over the past 20 years, areas of extreme and high vulnerability have significantly decreased, while areas of potential vulnerability and slight vulnerability have increased. (2) The key factors impacting ecological vulnerability during this period included industrial water use, SO2 emissions, industrial wastewater, and ecological water use. (3) Areas primarily hindering the transition to potential vulnerability are concentrated in well-developed small urban regions within basins. Furthermore, natural factors like altitude and temperature, which cannot be artificially regulated, are the major impediments to future ecological restoration. Therefore, this paper recommends natural restoration strategies based on environmental protection and governance strategies that prioritize green development as complementary measures. The discoveries of the paper provide a novel analytical method for the study of ecological vulnerability in mountainous areas, offering valuable insights for enhancing the accuracy of ecological risk prediction, fostering the integration of interdisciplinary research, and optimizing environmental governance and protection strategies.",ecological vulnerability,Qinling-Daba Mountain Area,VSD model,Bayesian network model,,,SUSTAINABILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_479,"Wang, Yan","Wang, Hao","Cui, Peng","Chen, Deliang",Disaster effects of climate change and the associated scientific challenges,,2024,7,"Climate change can be observed in various spheres of the Earth's system, including atmosphere, lithosphere, hydrosphere, biosphere and cryosphere. The interactions among these spheres collectively impact the changes of the climate system. Natural disasters represent the most intense manifestation of the interactions among the Earth's spheres, and they have profound impacts on human society. In this study, we discuss the impact of climate change on natural disasters by examining the characteristics of climate change-induced hazards and the activity patterns of natural disasters. Furthermore, the response mechanisms of natural disasters to climate change are elaborated by exploring the formation and evolution of different types of natural disasters. Additionally, the future trends of disaster-pregnant environment under climate change are estimated, and the future trends of disaster risk are revealed by jointly considering the exposure and vulnerability.The main driving forces and formation conditions of natural disasters vary greatly among different geomorphic units, but they can generally be classified into three categories: Thermally driven disasters, gravitationally driven disasters, and hydrologically driven disasters. For example, heatwaves, tropical cyclones, tornadoes, and wildfires are common examples of thermally driven disasters which are forced by high temperatures or great thermal gradients. In addition, gravitationally driven disasters mainly occur in mountainous areas with significant differences in elevation, such as landslides, snow-ice avalanches and debris flows. The tsunamis caused by seabed movement are also gravity disasters. Furthermore, the disasters such as droughts, regional floods and sea-level rise are primarily driven by the changes in hydraulic conditions, and thus are classified as hydrologically driven disasters.In the context of enhanced climate change, the interactions among multiple spheres of the Earth's system are strengthened, causing the disaster-pregnant environment to evolve towards a more vulnerable state. Thus, the natural disasters present some new characteristics and trends, and the disaster risk shows a sharp increase. The interactions among different types of natural disasters have also become stronger, resulting in a significant rise in the risk of compound and cascading disaster. The differences in driving forces lead to significant variations in the disaster feedback to climate change among the varied geomorphic units. For example, the strengthened interaction between ocean and atmosphere leads to enhanced compound risk and destructive power of marine disasters. Besides, the intensification of water cycle contributes to increased spatial heterogeneity in drought and flood disasters, whose durations, intensities, and magnitudes show significant increasing trends. In addition, the high mountainous areas with altitude-dependent warming and the urban areas with significant heat island effects have obvious amplification effects in the responses to climate warming.This study advocates the goal of improving the accuracy and effectiveness of natural disaster prediction and early warning, and reducing the risk of climate change-related disasters. Five major scientific challenges of climate change-related disaster risk are proposed: (1) The mechanisms of climate change-driven interactions among Earth's spheres and the coupling of internal and external forces; (2) the spatio-temporal patterns of disaster development across different scales; (3) the perception of extreme event information and the data-driven risk identification; (4) the dynamics of disasters and the evolution of risk; (5) the disaster risk management and the resilient social development. By addressing the key issues in these five challenges through comprehensive and diversified approaches, we can deepen our scientific understanding on the Earth's system, adapt to global changes, and reduce disaster risks.",climate change,natural hazards,disaster effects,response mechanisms,"Tang, Jinbo","Ou, Tinghai",CHINESE SCIENCE BULLETIN-CHINESE,scientific challenges,,,,,,,,"Hao, Jiansheng","Wang, Jiao",,,"Zhang, Guotao","Lei, Yu","Wu, Chunhao",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_480,"Wang, Mingyan","Gourbesville, Philippe","Game, Paguedame",,"3D Groundwater Modeling for Optimal Management of the Complex Alluvial Aquifer in the Cagne Catchment, France","ADVANCES IN HYDROINFORMATICS, VOL 2, SIMHYDRO 2023",2024,0,"Efficient water resource management is vital for many coastal Mediterranean catchments, particularly in the face of climate change. The changing spatial and temporal patterns of rainfall, along with the competing demands from urban development and tourism, necessitate precise adjustments in resource allocation and management strategies. Effective and secure water supply management requires a comprehensive knowledge of aquifer behavior and possible interactions with surface water flows in adjacent rivers. The optimal approach to comprehend the behavior of the aquifer involves developing a 3D physically based hydrodynamic model that encapsulates all relevant physical processes. The hydrogeological tool was used to model the groundwater system in the Cagne catchment and assess its response to different hydrological scenarios. The model was set up with a resolution of 5 m in the river area and 100 m in the other areas to provide a detailed representation of the hydrological processes involved, and 5 layers were created in the underground part based on geological data. The model was validated using data from the 2015-2017 two-year event, which covered a full annual cycle of recharge and discharge. The results showed that the model was able to accurately predict the behaviour of the groundwater system in the Cagne catchment, both in terms of the distribution of water resources and the impact of changing hydrological conditions. Overall, this study provides a valuable contribution to the understanding of groundwater management in the Cagne catchment. By providing a comprehensive and accurate representation of the groundwater system, this study can inform future management decisions and help to ensure the long-term sustainability of the region's water resources.",Groundwater management,FEFLOW,3D modelling,Cagne catchment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_481,"Lapietra, Isabella","Colacicco, Rosa","Capolongo, Domenico","La Salandra, Marco",Unveiling social vulnerability to natural hazards in the EEA and UK: A systematic review with insights for enhanced emergency planning and risk reduction,,JUN 15 2024,1,"The interaction between natural hazards and the socio-economic environment implies multidisciplinary assessments that aim to integrate the physical and the socio-economic features of the affected territories. The quantification and mapping of social vulnerability, coupled with hazard assessment, could be a useful approach to support risk management strategies. With this aim, we carried on a systematic review on the role of social vulnerability in the natural hazard literature in the European Economic Area (EEA) and United Kingdom (UK) over the last twenty years. The various definitions, measurements and mapping of social vulnerability were studied, providing an instrument for conducting hazard assessment and demonstrating the relevance of multidisciplinary approach in disasters research. The PRISMA methodology and frequency analysis were used to extract and analyze the literature. According to our selection criteria, 95 papers were included in the final analysis. Results revealed that: i) 53 % of papers focuses on social vulnerability related to flood hazard, ii) 61 % of case studies include hazard assessment, while the rest only investigate the socio-economic component of vulnerability, iii) Portugal and Italy are the most investigated countries, iv) 51,6 % of papers carry out an integrated approach. The review underlines a pronounced perception of the scientific community to the more recurrent events (floods) rather than to the number of deaths (heat waves), leading to a discussion on the effected of climate change and suggestions for emergency planning in highly developed countries. Finally, a scheme of data integration between hazard, vulnerability and exposure is proposed.",Social vulnerability,Hazard assessment,Systematic review,Multidisciplinary approach,"Rinaldi, Anna","Dellino, Pierfrancesco",INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_482,"Chen, Fen","Mao, Shengyi","Li, Gang","Tian, Yuhang",Anthropogenic multipollutant input to the offshore South China Sea,,MAR 15 2024,2,"The remote region of the South China Sea (SCS), situated far from urban mainland areas, is commonly perceived to experience minimal pollution. However, this may evolve into a considerably polluted region owing to increasing anthropogenic pollutants. In this study, we employ a multidisciplinary approach to analyze the surface sediments collected from the offshore area of the southern SCS. Our aim is to explore potential anthropogenic pollutants, their interactions, and the related controlling factors. This research endeavors to enhance our understanding of the current pollution status in the SCS and help making relevant policy management decisions. Comparison with previous reports reveals that now, the area is more extensively and increasingly contaminated by petroleum hydrocarbons and heavy metals (Cd and As) than before. For the first time, we report the recognition of coprostanol and long-chain alkyl mid-chain ketones, unveiling the noticeable incorporation of sewage fecal matter and biomass burning into offshore sediments. Moreover, sedimentary multipollutants (except ketones) exhibit strong correlations with terrestrial elements and fine-sized particles, displaying a roughly highwest/low-east spatial variability in pollutant accumulation or enrichment. These signatures evidently demonstrate the major impact of river discharges (e.g., the Mekong River to the west and the Pearl and Red Rivers to the north) on the SCS. They have hydrodynamic effects on the subsequent basin-wide dispersal of pollutants, driven by monsoon-induced large- and regional-scale currents. The different behavior of burning-related ketones may be partly due to their aerosol form, leading to atmospheric transportation. Because anthropogenic multipollutants",Lipid biomarkers,Heavy metals,Petroleum hydrocarbons,Coral reef,"Miao, Li","Xu, Weihai",SCIENCE OF THE TOTAL ENVIRONMENT,Nansha Sea area,,,,,,,,"Zhu, Xiaowei","Yan, Wen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_483,"Hernandez, Geovanni","Penn, Hannah J.","Cano, Richard","Elliott-Vidaurri, Lilly V.","Red Harvester Ant, Pogonomyrmex barbatus1, Nests Impact Soil Compaction but not Temperature in Peri-Urban Habitats of the Lower Rio Grande Valley",,SEP 2024,0,"Ants are vital ecosystem engineers that can influence soil properties, subsequent soil processes, and associated biota via underground nest construction. Harvester ants consume seeds and are often found in arid areas. They frequently alter the soil chemistry and bulk density of the soils in and around their nest sites. Many species of harvester ants also intentionally remove vegetation around their nest openings, which creates cones or discs of bare soil that may further alter soil temperatures. However, much of the work to study the impacts of harvester ants on soil properties has occurred in shrubland and grassland settings rather than suburban environments. We aimed to determine if Pogonomyrmex barbatus (Smith) (Hymenoptera: Formicidae) nests in a suburban habitat in the Lower Rio Grande Valley in Texas with similarly altered soil properties. First, we measured the disc size of the active nests to determine the changes and persistence of the colony. We then assessed the soil compaction and surface temperature along a gradient centered on the disc. We found that disc size did not increase throughout the two-year observation period and that nests with smaller discs were less likely to persist between years. While we did not observe any changes in the surface temperature across the gradient, we found significantly reduced soil compaction closer to the center of the disc. These data indicate that an increase in nest size increases the extent of soil impacted. The impacts of nests reduced soil compaction, particularly within a suburban landscape with precipitation run-off issues and a highly disturbed plant community should be addressed in future studies.",Seed preference,fungal infection,ant-seed interactions,Lower Rio Grande Valley,"Choudhury, Robin A.",,SOUTHWESTERN ENTOMOLOGIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_484,"Mahura, Alexander","Baklanov, Alexander","Makkonen, Risto","Boy, Michael",Towards seamless environmental prediction - development of Pan-Eurasian EXperiment (PEEX) modelling platform,,APR 2 2024,1,"The Pan-Eurasian Experiment Modelling Platform (PEEX-MP) is one of the key blocks of the PEEX Research Programme. The PEEX MP has more than 30 models and is directed towards seamless environmental prediction. The main focus area is the Arctic-boreal regions and China. The models used in PEEX-MP cover several main components of the Earth's system, such as the atmosphere, hydrosphere, pedosphere and biosphere, and resolve the physical-chemical-biological processes at different spatial and temporal scales and resolutions. This paper introduces and discusses PEEX MP multi-scale modelling concept for the Earth system, online integrated, forward/inverse, and socioeconomical modelling, and other approaches with a particular focus on applications in the PEEX geographical domain. The employed high-performance computing facilities, capabilities, and PEEX dataflow for modelling results are described. Several virtual research platforms (PEEX-View, Virtual Research Environment, Web-based Atlas) for handling PEEX modelling and observational results are introduced. The overall approach allows us to understand better physical-chemical-biological processes, Earth's system interactions and feedbacks and to provide valuable information for assessment studies on evaluating risks, impact, consequences, etc. for population, environment and climate in the PEEX domain. This work was also one of the last projects of Prof. Sergej Zilitinkevich, who passed away on 15 February 2021. Since the finalization took time, the paper was actually submitted in 2023 and we could not argue that the final paper text was agreed with him.",Multi-scale and -processes modelling concept,seamless coupling,high-performance computing,data infrastructure,"Petaja, Tuukka","Lappalainen, Hanna K.",BIG EARTH DATA,virtual research platforms,,,,,,,,"Nuterman, Roman","Kerminen, Veli-Matti",,,"Arnold, Stephen R.","Jochum, Markus","Shvidenko, Anatoly","Esau, Igor","Sofiev, Mikhail","Stohl, Andreas","Aalto, Tuula","Bai, Jianhui","Chen, Chuchu","Cheng, Yafang","Drofa, Oxana","Huang, Mei","Jarvi, Leena","Kokkola, Harri","Kouznetsov, Rostislav","Li, Tingting","Malguzzi, Piero","Monks, Sarah","Poulsen, Mads Bruun","Noe, Steffen M.","Palamarchuk, Yuliia","Foreback, Benjamin","Clusius, Petri","Rasmussen, Till Andreas Soya","She, Jun","Sorensen, Jens Havskov","Spracklen, Dominick","Su, Hang","Tonttila, Juha","Wang, Siwen","Wang, Jiandong","Wolf-Grosse, Tobias","Yu, Yongqiang","Zhang, Qing","Zhang, Wei","Zhang, Wen","Zheng, Xunhua","Li, Siqi","Li, Yong","Zhou, Putian","Kulmala, Markku"
Row_485,"Gavito-Covarrubias, Dulcemaria","Ramirez-Diaz, Ivonne","Guzman-Linares, Josue","Limon, Ilhuicamina Daniel",Epigenetic mechanisms of particulate matter exposure: air pollution and hazards on human health,,JAN 17 2024,3,"Environmental pollution nowadays has not only a direct correlation with human health changes but a direct social impact. Epidemiological studies have evidenced the increased damage to human health on a daily basis because of damage to the ecological niche. Rapid urban growth and industrialized societies importantly compromise air quality, which can be assessed by a notable accumulation of air pollutants in both the gas and the particle phases. Of them, particulate matter (PM) represents a highly complex mixture of organic and inorganic compounds of the most variable size, composition, and origin. PM being one of the most complex environmental pollutants, its accumulation also varies in a temporal and spatial manner, which challenges current analytical techniques used to investigate PM interactions. Nevertheless, the characterization of the chemical composition of PM is a reliable indicator of the composition of the atmosphere, the quality of breathed air in urbanized societies, industrial zones and consequently gives support for pertinent measures to avoid serious health damage. Epigenomic damage is one of the most promising biological mechanisms of air pollution-derived carcinogenesis. Therefore, this review aims to highlight the implication of PM exposure in diverse molecular mechanisms driving human diseases by altered epigenetic regulation. The presented findings in the context of pan-organic cancer, fibrosis, neurodegeneration and metabolic diseases may provide valuable insights into the toxicity effects of PM components at the epigenomic level and may serve as biomarkers of early detection for novel targeted therapies.",air pollution,epigenetic regulation,cancer,neurotoxicity,"Manuel-Sanchez, Dulce Maria","Molina-Herrera, Alejandro",FRONTIERS IN GENETICS,metabolism,fibrosis,oxidative stress,transgenerational epigenetics,,,,,"Coral-Garcia, Miguel Angel","Anastasio, Estela",,,"Anaya-Hernandez, Arely","Lopez-Salazar, Primavera","Juarez-Diaz, Gabriel","Martinez-Juarez, Javier","Torres-Jacome, Julian","Albarado-Ibanez, Alondra","Martinez-Laguna, Ygnacio","Moran, Carolina","Rubio, Karla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_486,"Liu, Xiao","Moayedi, Hossein","Dehrashid, Atefeh Ahmadi","Dai, Wenjun",Developments and evolution of housing architecture in the post-Corona era with a health-oriented approach,,NOV 1 2024,2,"This research, with a descriptive-analytical approach and in a pragmatic way, examines the evolution of housing architecture after COVID-19. Thirty experts in architecture and urban planning made up its statistical population. A combination of artificial intelligence algorithms, tree data mining techniques, and the FTOPSIS multi-criteria decision analysis method have been applied to the information analysis process. A panel of experts was formed to gather information, and the criteria of housing design that had evolved in the post-corona period were identified by designing a questionnaire on the Likert scale (i.e., a psychometric scale named after its inventor)-the primary influential factors in the pattern of housing architecture after the Corona period were determined. The findings showed a significant correlation between housing architecture in the post-corona period and people's health patterns. Results showed that the factors that have the most significant impact on the evolution of housing in the region under investigation include the new function of housing (0.152), changing behavioral interactions (0.152), design criteria (0.145) and the passive ventilation factor with a score of 0.113. Other results showed that the physical distance as well as quarantine and isolation components obtained a score of 0.359 and 0.328, respectively, and were identified as the most critical developments in housing architecture. Finally, data mining findings showed that the spatial quality variable in the first phase had the most significant influence on the growth and fortification of the evolution of housing components at the study area level and the promotion of the health of people in the community in the post-pandemic period.",Architectural design,COVID-19 pandemic mitigation,House design,Hybrid methods,"Thi, Quynh T.",,BUILDING AND ENVIRONMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_487,"Dadashpoor, Hashem","Ghasempour, Leyla",,,A review of the necessity of a multi-layer land-use planning,,APR 2024,0,"Since its inception, land-use planning (LUP) has faced many challenges; most of these challenges have been due to the incompatibility of LUP with multi-layer situations. Lack of adaptability in planning has led to increased social conflicts and many environmental issues, especially in global southern countries. Paying attention to the context in which LUP takes place is necessary to adapt to the nonlinear land-use changes. LUP theories have formed two general processes including top-down (comprehensive planning) and bottom-up (collaborative planning) processes to influence land use. However, the processes that shape the transformations of land uses are more sophisticated than being placed in this or that theory. Land-use transformations are rooted in contextual conditions that are shaped by the mutual interactions of social structures and power relations at different spatial levels which are different for each society. This research explores the challenges of the incompatibility of LUP general processes with contextual conditions. The study reviews the compliance of contextual conditions with the LUP main elements, including cognition, decision-making process, goal setting, and policy selection. The results showed that LUP to comply with the multi-layer nature of various situations needs a continuous connection of its elements. Efficient knowledge of changing forces enables planning adaptability and flexibility. This knowledge provides the opportunity to redefine the decision-making process. This research can be the triggering point for LUP to comply with different conditions.",Land-use planning,Land-use change,Multi-layer planning,Social structure,,,LANDSCAPE AND ECOLOGICAL ENGINEERING,Power relation,Decision-making process,Public interest,Property rights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_488,"Cogoni, Marco","Busonera, Giovanni",,,Predicting network congestion by extending betweenness centrality to interacting agents,,APR 3 2024,1,"We present a simple model to predict network activity at the edge level by extending a known approximation method to compute betweenness centrality with a repulsive mechanism to prevent unphysical densities. By taking into account the strong interaction effects often observed in real phenomena, we aim to obtain an improved measure of edge usage during rush hours as traffic congestion patterns emerge in urban networks. In this approach, the network is iteratively populated by agents following dynamically evolving fastest paths who are progressively attracted towards uncongested parts of the network as the global traffic volume increases. Following the transition of the network state from empty to saturated, we study the emergence of congestion and the progressive disruption of global connectivity due to a relatively small fraction of crowded edges. We assess the predictive power of our model by comparing the speed distribution against a large experimental data set for the London area with remarkable results, which also translate into a qualitative similarity of the congestion maps. Also, percolation analysis confirms the quantitative agreement of the model with the real data for London. We perform simulations for seven other topologically different cities to obtain the Fisher critical exponent tau that shows no common functional dependence on the traffic level. The critical exponent gamma , studied to assess the power -law decay of spatial correlation, is found to be inversely proportional to the number of vehicles for both real and simulated traffic. This simulation approach seems particularly fit to describe qualitative and quantitative properties of the network loading process, culminating in peak -hour congestion, by using only topological and geographical network features.",,,,,,,PHYSICAL REVIEW E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_489,"Doan, Quang Cuong","Chen, Chen","He, Shenjing","Zhang, Xiaohu",How urban air quality affects land values: Exploring non-linear and threshold mechanism using explainable artificial intelligence,,JAN 1 2024,6,"Air pollution has a significant impact on human health and influences housing choices. Existing studies on determinant factors affecting property prices, including air pollution, mainly employed hedonic and spatial regression models that have limitations in capturing non-linear relationships and local interactions. Neglecting the non-linear relationships can lead to incomplete estimation impacts between explainable features and prices. To fill these gaps, this study used machine learning algorithms and SHAP (SHapley Additive exPlanations) to identify the relative importance of air pollutant variables on land values and their non-linear mechanism. The results showed that the Extreme Gradient Boosting (XGBoost) outperformed Ordinary Least Squares (OLS), Gradient Boosting Decision Tree (GBDT), Random Forest (RF), K-Nearest Neighbors (K-NN), and Extra Tree Regression (ETR) models in price prediction and capturing the non-linear relationship between air pollution and land values. Notably, Ozone (O3) and Nitric Oxide (NO) concentrations contribute 1.64% and 1.47% to land value variation, respectively. The results confirmed the non-linear relationship and identified that the threshold effect between air pollution and land values is at mean concentration values. Furthermore, we observed that the negative influence of O3 and NO on land values appears as their concentration level is higher than 29.3 and 13 ppb, respectively. This paper contributes valuable insights by advancing our understanding of the non-linear mechanism impact of air pollution on house and land values, informing environmental policymaking, and shedding light on housing decisions.",Air pollution,House prices,Non-linear relationship,Machine learning,,,JOURNAL OF CLEANER PRODUCTION,New York city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_490,"Sertel, Elif","Kabadayi, Mustafa Erdem","Sengul, Gafur Semi","Tumer, Ilay Nur",HexaLCSeg: A historical benchmark dataset from Hexagon satellite images for land cover segmentation,,SEP 2024,1,"Historical land cover (LC) maps are significant geospatial data sources used to understand past land characteristics and accurately determine the long-term land changes that provide valuable insights into the interactions between human activities and the environment over time. This article introduces a novel open LC benchmark dataset generated from very high spatial resolution historical Hexagon (KH-9) reconnaissance satellite images to be used in deep learning (DL)-based image segmentation tasks. This new benchmark dataset, which includes very high-resolution (VHR) mono-band Hexagon images of several Turkish and Bulgarian territories from the 1970s and 1980s, covers a large geographic area. Our dataset includes eight LC classes inspired by the European Space Agency (ESA) WorldCover project except for the tree class, which we divided into subclasses, namely agricultural fruit trees and other trees. We implemented widely used U-Net++ and DeepLabv3+ segmentation architectures with appropriate hyperparameters and backbone structures to demonstrate the versatility and impact of our HexaLCSeg dataset and to compare the performance of these models for accurate and fast LC mapping of past terrain conditions. We achieved the highest accuracy using U-Net++ with an SE-ResNeXt50 backbone and obtained an F1-score of 0.8804. The findings of this study can be applied to different geographical regions with similar Hexagon images, providing valuable contributions to the field of remote sensing and LC mapping. Our dataset, related source codes, and pretrained models are available at https://github.com/RSandAI/HexaLCSeg and https://doi.org/10.5281/zenodo.11005344.",Image segmentation,Biological system modeling,European Space Agency,Transfer learning,,,IEEE GEOSCIENCE AND REMOTE SENSING MAGAZINE,Land surface,Benchmark testing,Satellite images,Data models,Land use planning,Human activity recognition,Reconnaissance,Geospatial analysis,,,Urban areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
