,author1,author2,author3,author4,title,conference,publish time,citation,abstract,keyword1,keyword2,keyword3,keyword4,keyword5,author5,author6,author7,author8,journal/book,author9,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,author10,author11,author12,author13,author14,author15,author16,author17,author18,author19,author20,author21,keyword15
Row_210,"Zhang, Qian","Yang, Guang","Zhang, Guixu",,Collaborative Network for Super-Resolution and Semantic Segmentation of Remote Sensing Images,,2022,30,"In the past few years, multitask learning (MTL) has been widely used in a single model to solve the problems of multiple businesses. MTL enables each task to achieve high performance and greatly reduces computational resource overhead. In this work, we designed a collaborative network that simultaneously solves the super-resolution semantic segmentation and super-resolution image reconstruction. This algorithm can obtain high-resolution semantic segmentation and super-resolution reconstruction results by taking relatively low-resolution images as input when high-resolution data are inconvenient or computing resources are limited. The framework consists of three parts: the semantic segmentation branch (SSB), the super-resolution branch (SRB), and the structural affinity block (SAB). Specifically, the SSB, SRB, and SAB are responsible for completing super-resolution semantic segmentation, image super-resolution reconstruction, and associated features, respectively. Our proposed method is simple and efficient, and it can replace the different branches with most of the state-of-the-art models. The International Society for Photogrammetry and Remote Sensing (ISPRS) segmentation benchmarks were used to evaluate our models. In particular, super-resolution semantic segmentation on the Potsdam dataset reduced Intersection over Union (IoU) by only 1.8% when the resolution of the input image was reduced by a factor of two. The experimental results showed that our framework can obtain more accurate semantic segmentation and super-resolution reconstruction results than the single model.",Image segmentation,Semantics,Superresolution,Task analysis,Remote sensing,,,,,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,Image reconstruction,Image resolution,Multitask learning (MTL),remote sensing,semantic segmentation,super resolution,,,,,,,,,,,,,,,,
Row_211,"Zhang, Libao","Ma, Jie","Lv, Xiruan","Chen, Donghui",Hierarchical Weakly Supervised Learning for Residential Area Semantic Segmentation in Remote Sensing Images,,JAN 2020,35,"Residential-area segmentation is one of the most fundamental tasks in the field of remote sensing. Recently, fully supervised convolutional neural network (CNN)-based methods have shown superiority in the field of semantic segmentation. However, a serious problem for those CNN-based methods is that pixel-level annotations are expensive and laborious. In this study, a novel hierarchical weakly supervised learning (HWSL) method is proposed to realize pixel-level semantic segmentation in remote sensing images. First, a weakly supervised hierarchical saliency analysis is proposed to capture a sequence of class-specific hierarchical saliency maps by computing the gradient maps with respect to the middle layers of the CNN. Then, superpixels and low-rank matrix recovery are introduced to highlight the common salient areas and fuse class-specific saliency maps with adaptive weights. Finally, a subtraction operation between class-specific saliency maps is conducted to generate hierarchical residual saliency maps and fulfill residential-area segmentation. Comprehensive evaluations with two remote sensing data sets and comparison with seven methods validate the superiority of the proposed HWSL model.",Image segmentation,Semantics,Remote sensing,Task analysis,Image color analysis,,,,,IEEE GEOSCIENCE AND REMOTE SENSING LETTERS,,Feature extraction,Fuses,Deep learning,remote sensing,saliency analysis,semantic segmentation,weakly supervised,,,,,,,,,,,,,,,
Row_212,"Guo, Shichen","Yang, Qi","Xiang, Shiming","Wang, Shuwen",Mask2Former with Improved Query for Semantic Segmentation in Remote-Sensing Images,,MAR 2024,3,"Semantic segmentation of remote sensing (RS) images is vital in various practical applications, including urban construction planning, natural disaster monitoring, and land resources investigation. However, RS images are captured by airplanes or satellites at high altitudes and long distances, resulting in ground objects of the same category being scattered in various corners of the image. Moreover, objects of different sizes appear simultaneously in RS images. For example, some objects occupy a large area in urban scenes, while others only have small regions. Technically, the above two universal situations pose significant challenges to the segmentation with a high quality for RS images. Based on these observations, this paper proposes a Mask2Former with an improved query (IQ2Former) for this task. The fundamental motivation behind the IQ2Former is to enhance the capability of the query of Mask2Former by exploiting the characteristics of RS images well. First, we propose the Query Scenario Module (QSM), which aims to learn and group the queries from feature maps, allowing the selection of distinct scenarios such as the urban and rural areas, building clusters, and parking lots. Second, we design the query position module (QPM), which is developed to assign the image position information to each query without increasing the number of parameters, thereby enhancing the model's sensitivity to small targets in complex scenarios. Finally, we propose the query attention module (QAM), which is constructed to leverage the characteristics of query attention to extract valuable features from the preceding queries. Being positioned between the duplicated transformer decoder layers, QAM ensures the comprehensive utilization of the supervisory information and the exploitation of those fine-grained details. Architecturally, the QSM, QPM, and QAM as well as an end-to-end model are assembled to achieve high-quality semantic segmentation. In comparison to the classical or state-of-the-art models (FCN, PSPNet, DeepLabV3+, OCRNet, UPerNet, MaskFormer, Mask2Former), IQ2Former has demonstrated exceptional performance across three publicly challenging remote-sensing image datasets, 83.59 mIoU on the Vaihingen dataset, 87.89 mIoU on Potsdam dataset, and 56.31 mIoU on LoveDA dataset. Additionally, overall accuracy, ablation experiment, and visualization segmentation results all indicate IQ2Former validity.",semantic segmentation,remote-sensing image,transformer,Mask2Former,query,"Wang, Xuezhi",,,,MATHEMATICS,,,,,,,,,,,,,,,,,,,,,,,
Row_213,"Jin, Jianhui","Zhou, Wujie","Yang, Rongwang","Ye, Lv",Edge Detection Guide Network for Semantic Segmentation of Remote-Sensing Images,,2023,37,"The acquisition of high-resolution satellite and airborne remote sensing images has been significantly simplified due to the rapid development of sensor technology. Several practical applications of high-resolution remote sensing images (HRRSIs) are based on semantic segmentation. However, single-modal HRRSIs are difficult to classify accurately in the complex situation of some scene objects; therefore, the semantic segmentation of multi-source information fusion is gaining popularity. The inherent difference between multimodal features and the semantic gap between multi-level features typically affect the performance of existing multi-mode fusion methods. We propose a multimodal fusion network based on edge detection to address these issues. This method aids multimodal information fusion by utilizing spatial information contained in the boundary. An edge detection guide module is included in the feature extraction stage to realize the boundary information through the fusion of details and semantics between high-level and low-level features. The boundary information is extended into the well-designed multimodal adaptive fusion block (MAFB) to obtain the multimodal fusion features. Furthermore, a residual adaptive fusion block (RAFB) and a spatial position module (SPM) in the feature decoding stage have been designed to fuse multi-level features from the standpoint of local and global dependence. We compared our method to several state-of-the-art (SOTA) methods using the International Society for Photogrammetry and Remote Sensing's (ISPRS) Vaihingen and Potsdam datasets. The final results demonstrate that our method achieves excellent performance.",Feature extraction,Semantics,Semantic segmentation,Remote sensing,Image edge detection,"Yu, Lu",,,,IEEE GEOSCIENCE AND REMOTE SENSING LETTERS,,Convolution,Optical sensors,Edge detection,multi-level,multimodal,semantic segmentation,,,,,,,,,,,,,,,,
Row_214,"Yang, Zimeng","Wu, Qiulan","Zhang, Feng","Zhang, Xueshen",A New Semantic Segmentation Method for Remote Sensing Images Integrating Coordinate Attention and SPD-Conv,,MAY 8 2023,6,"Semantic segmentation is an important task for the interpretation of remote sensing images. Remote sensing images are large in size, contain substantial spatial semantic information, and generally exhibit strong symmetry, resulting in images exhibiting large intraclass variance and small interclass variance, thus leading to class imbalance and poor small-object segmentation. In this paper, we propose a new remote sensing image semantic segmentation network, called CAS-Net, which includes coordinate attention (CA) and SPD-Conv. In the model, we replace stepwise convolution with SPD-Conv convolution in the feature extraction network and add a pooling layer into the network to avoid the loss of detailed information, effectively improving the segmentation of small objects. The CA is introduced into the atrous spatial pyramid pooling (ASPP) module, thus improving the recognizability of classified objects and target localization accuracy in remote sensing images. Finally, the Dice coefficient was introduced into the cross-entropy loss function to maximize the gradient optimization of the model and solve the classification imbalance problem in the image. The proposed model is compared with several state-of-the-art models on the ISPRS Vaihingen dataset. The experimental results demonstrate that the proposed model significantly optimizes the segmentation effect of small objects in remote sensing images, effectively solves the problem of class imbalance in the dataset, and improves segmentation accuracy.",remote sensing,semantic segmentation,coordinate attention mechanism,SPD-Conv,small objects,"Chen, Xuefei","Gao, Yue",,,SYMMETRY-BASEL,,,,,,,,,,,,,,,,,,,,,,,
Row_215,"Zheng, Xianwei","Wu, Xiujie","Huan, Linxi","He, Wei",A Gather-to-Guide Network for Remote Sensing Semantic Segmentation of RGB and Auxiliary Image,,2022,23,"Convolutional neural network (CNN)-based feature fusion of RGB and auxiliary remote sensing data is known to enable improved semantic segmentation. However, such fusion is challengeable because of the substantial variance in data characteristics and quality (e.g., data uncertainties and misalignment) between two modality data. In this article, we propose a unified gather-to-guide network (G2GNet) for remote sensing semantic segmentation of RGB and auxiliary data. The key aspect of the proposed architecture is a novel gather-to-guide module (G2GM) that consists of a feature gatherer and a feature guider. The feature gatherer generates a set of cross-modal descriptors by absorbing the complementary merits of RGB and auxiliary modality data. The feature guider calibrates the RGB feature response by using the channel-wise guide weights extracted from the cross-modal descriptors. In this way, the G2GM can perform RGB feature calibration with different modality data in a gather-to-guide fashion, thus preserving the informative features while suppressing redundant and noisy information. Extensive experiments conducted on two benchmark datasets show that the proposed G2GNet is robust to data uncertainties while also improving the semantic segmentation performance of RGB and auxiliary remote sensing data.",Semantics,Image segmentation,Remote sensing,Feature extraction,Convolutional neural networks,"Zhang, Hongyan",,,,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,Calibration,Task analysis,Deep learning,remote sensing,semantic segmentation,,,,,,,,,,,,,,,,,
Row_216,"Lv, Jinna","Shen, Qi","Lv, Mingzheng","Li, Yiran",Deep learning-based semantic segmentation of remote sensing images: a review,,JUL 14 2023,14,"Semantic segmentation is a fundamental but challenging problem of pixel-level remote sensing (RS) data analysis. Semantic segmentation tasks based on aerial and satellite images play an important role in a wide range of applications. Recently, with the successful applications of deep learning (DL) in the computer vision (CV) field, more and more researchers have introduced and improved DL methods to the task of RS data semantic segmentation and achieved excellent results. Although there are a large number of DL methods, there remains a deficiency in the evaluation and advancement of semantic segmentation techniques for RS data. To solve the problem, this paper surveys more than 100 papers in this field in the past 5 years and elaborates in detail on the aspects of technical framework classification discussion, datasets, experimental evaluation, research challenges, and future research directions. Different from several previously published surveys, this paper first focuses on comprehensively summarizing the advantages and disadvantages of techniques and models based on the important and difficult points. This research will help beginners quickly establish research ideas and processes in this field, allowing them to focus on algorithm innovation without paying too much attention to datasets, evaluation indicators, and research frameworks.",remote sensing,deep learning,convolutional neural network,semantic segmentation,satellite image,"Shi, Lei","Zhang, Peiying",,,FRONTIERS IN ECOLOGY AND EVOLUTION,,,,,,,,,,,,,,,,,,,,,,,
Row_217,"Ren, Dong","Li, Falin","Sun, Hang","Liu, Li",Local-enhanced multi-scale aggregation swin transformer for semantic segmentation of high-resolution remote sensing images,,JAN 2 2024,1,"Semantic segmentation of remote sensing images is crucial for various practical applications. In the field of deep learning, convolutional neural network (CNN) has been the primary approach for semantic segmentation over the past decade. Recently, Transformer-based models have achieved superior segmentation performance due to their exceptional global modelling capabilities. However, the Transformer-based models tend to focus more on extracting global contextual information, leading to suboptimal performance in segmenting local edges and difficulties in preserving fine-grained details during the patch token downsampling process. Inspired by the local receptive field of CNN, this article proposes a Local-Enhanced Multi-Scale Aggregation Swin Transformer (LMA-Swin) for semantic segmentation of high-resolution remote sensing images. Specifically, we adopt Swin Transformer as main encoder, introduce convolutional blocks as auxiliary encoder, and design a feature modulation module (FMM) to integrate the local contextual modelling ability of CNN into the Transformer backbone. Additionally, we propose a novel cross-aggregation decoder (CAD) to effectively aggregate shallow edge information and deep semantic information, thereby enhancing the discriminative ability for multi-scale objects. On the ISPRS Vaihingen and Potsdam datasets, experimental results illustrate noteworthy improvement in segmentation performance accomplished through the proposed approach. Code: https://github.com/patricklee16/LMA-Swin.",Local enhancement,multi-scale aggregation,feature modulation,semantic segmentation,remote sensing,"Ren, Shun","Yu, Mei",,,INTERNATIONAL JOURNAL OF REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,
Row_218,"Zhang, Zheng","Liu, Fanchen","Liu, Changan","Tian, Qing",ACTNet: A Dual-Attention Adapter with a CNN-Transformer Network for the Semantic Segmentation of Remote Sensing Imagery,,APR 29 2023,8,"In recent years, the application of semantic segmentation methods based on the remote sensing of images has become increasingly prevalent across a diverse range of domains, including but not limited to forest detection, water body detection, urban rail transportation planning, and building extraction. With the incorporation of the Transformer model into computer vision, the efficacy and accuracy of these algorithms have been significantly enhanced. Nevertheless, the Transformer model's high computational complexity and dependence on a pre-training weight of large datasets leads to a slow convergence during the training for remote sensing segmentation tasks. Motivated by the success of the adapter module in the field of natural language processing, this paper presents a novel adapter module (ResAttn) for improving the model training speed for remote sensing segmentation. The ResAttn adopts a dual-attention structure in order to capture the interdependencies between sets of features, thereby improving its global modeling capabilities, and introduces a Swin Transformer-like down-sampling method to reduce information loss and retain the original architecture while reducing the resolution. In addition, the existing Transformer model is limited in its ability to capture local high-frequency information, which can lead to an inadequate extraction of edge and texture features. To address these issues, this paper proposes a Local Feature Extractor (LFE) module, which is based on a convolutional neural network (CNN), and incorporates multi-scale feature extraction and residual structure to effectively overcome this limitation. Further, a mask-based segmentation method is employed and a residual-enhanced deformable attention block (Deformer Block) is incorporated to improve the small target segmentation accuracy. Finally, a sufficient number of experiments were performed on the ISPRS Potsdam datasets. The experimental results demonstrate the superior performance of the model described in this paper.",remote sensing,semantic segmentation,transformer,adapter,,"Qu, Hongquan",,,,REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,
Row_219,"Wu, Jiayi","Qin, Chuan","Ren, Yanli","Feng, Guorui",EPFNet: Edge-Prototype Fusion Network Toward Few-Shot Semantic Segmentation for Aerial Remote-Sensing Images,,2023,3,"Few-shot semantic segmentation is a technique that is receiving increasing attention. The aim of this approach is to enable models to segment objects with a few support images (usually 1, 5, 10, etc.). At present, few-shot semantic segmentation has made great progress in the field of natural scene images (NSIs), but these methods cannot be applied directly to the field of remote-sensing images (RSIs). To overcome this challenge, we propose a novel semantic segmentation network structure that integrates prototype information with global edge information to achieve more accurate prototype-matching results. In addition, we design a comprehensive weighted loss function to monitor the training process to help overcome the challenges. Results of the performance comparison with state-of-the-art few-shot semantic segmentation methods demonstrate the superiority of the proposed method.",Edge-prototype fusion,few-shot semantic segmentation,remote-sensing image (RSI),,,,,,,IEEE GEOSCIENCE AND REMOTE SENSING LETTERS,,,,,,,,,,,,,,,,,,,,,,,
Row_220,"Ulku, Irem","Akagunduz, Erdem",,,Semantic Segmentation of Crop Areas in Remote Sensing Imagery using Spectral Indices and Multiple Channels,"FIFTEENTH INTERNATIONAL CONFERENCE ON MACHINE VISION, ICMV 2022",2023,0,"This study focuses on pixel-wise semantic segmentation of crop production regions by using satellite remote sensing multispectral imagery. One of the principal aims of the study is to find out whether the raw multiple channel inputs are more effective in the training process of the semantic segmentation models or if the formularized counterparts as the spectral indices are more effective. For this purpose, the vegetation indices NDVI, ARVI and SAVI and the water indices NDWI, NDMI, and WRI are employed as inputs. Additionally, using 8, 10 and 16 channels, multiple channel inputs are utilized. Moreover, all spectral indices are taken as separate channels to form a multiple channel input. We conduct deep learning experiments using two semantic segmentation architectures, namely U-Net and DeepLabV3+. Our results show that, in general, feeding raw multiple channel inputs to semantic segmentation models performs much better than feeding the spectral indices. Hence, regarding crop production region segmentation, deep learning models are capable of encoding multispectral information. When the spectral indices are compared among themselves, ARVI, which reduces the atmospheric scattering effects, achieves better accuracy for both architectures. The results also reveal that spatial resolution of multispectral data has a significant effect on the semantic segmentation performance, and therefore the RGB band, which has the lowest ground sample distance (0.31 m) outperforms multispectral bands and shortwave infrared bands.",Semantic Segmentation,Remote Sensing,Spectral Indices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_221,"Li, Jinsong","Zhang, Shujun","Sun, Yukang","Han, Qi",Frequency-Driven Edge Guidance Network for Semantic Segmentation of Remote Sensing Images,,2024,3,"Semantic segmentation plays a significant role in parsing remote sensing images. However, mainstream segmentation models lack a thorough understanding of the complex structures and scale differences, and struggle to effectively locate and emphasize diverse edges. Aiming at these limitations, we propose a frequency-driven edge guidance network, named FDEG-Net, for semantic segmentation of remote sensing images. First, we design a joint sparse context aggregation module that integrates both dense local context and sparse long-range context to improve the analysis of intricate and multiscale objects. Second, an edge guidance module is developed for strong interclass edge acquisition. It applies a 2-D discrete wavelet transform, coefficient superposition method, and adaptive edge feature enhancement algorithm to reduce low-frequency information and highlight salient boundaries in spatial features. This module has two significant advantages. 1) The edge positions are defined in pixel intensity with high interpretability. 2) The modular design without additional edge labels is plug-and-play. The effectiveness and robustness of this module are validated through edge visualization results. The proposed FDEG-Net is evaluated on the Potsdam, Vaihingen, and GID datasets, demonstrating its excellent performance in accurately capturing the rich semantics of geographic space features.",Feature extraction,Image edge detection,Semantics,Wavelet transforms,Decoding,"Sun, Yuanyuan","Wang, Yimin",,,IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING,,Semantic segmentation,Remote sensing,Context extraction,edge guidance,remote sensing images (RSIs),semantic segmentation,,,,,,,,,,,,,,,,
Row_222,"He, Xin","Zhou, Yong","Zhao, Jiaqi","Zhang, Man",Semantic Segmentation of Remote-Sensing Images Based on Multiscale Feature Fusion and Attention Refinement,,2022,11,"In recent years, the automatic extraction of remote-sensing image information has attracted full attention. However, the particularity of remote-sensing images and the scarcity of data sets with label information have brought new challenges to existing methods. Therefore, we develop a lightweight semantic segmentation network based onmultiscale feature fusion (MFF) and attention refinement (MFFANet). Our network relies on three crucial modules for improved performance. The multiscale attention refinement module strengthens the representation ability of feature maps extracted by the deep residual network. The MFF module aggregates the information carried by the high-level and low-level features while restoring the image resolution. Furthermore, the boundary enhancement module captures boundary details to solve the semantic ambiguity problem. We achieve 83.5% mean intersection over union (MIoU) on the Urban Semantic 3-D (US3D) data set and 69.3% MIoU on the Vaihingen data set with only 8.2M parameters.",Semantics,Image segmentation,Remote sensing,Feature extraction,Image resolution,"Yao, Rui","Liu, Bing","Li, Haichao",,IEEE GEOSCIENCE AND REMOTE SENSING LETTERS,,Decoding,Training,Attention,feature fusion,multiscale feature,remote-sensing images,semantic segmentation,,,,,,,,,,,,,,,
Row_223,"Brilhador, Anderson","Lazzaretti, Andre Eugenio","Lopes, Heitor Silverio",,A Prototypical Metric Learning Approach for Open-Set Semantic Segmentation on Remote Sensing Images,,2024,1,"Semantic segmentation has received wide attention as a feasible solution to effectively interpret the information in remote sensing images. Solutions are typically built with a static closed-set perception, where all labels are known a priori. However, in real-world applications, such as remote sensing images, one has to handle objects from unknown classes. Open-set semantic segmentation (OSSS) is an approach that incorporates open-set perception into semantic segmentation, allowing the recognition of unknown classes of objects. Different studies have explored the use of OSSS in remote sensing images. However, their performance is limited due to the poor and overlapped representation of the features extracted from images. This results in an embedding space with low discrimination among the classes. This article introduces a novel loss function called prototypical triplet loss, which uses prototype representation and metric learning to improve open-set recognition. In addition, two open-set classifiers, one based on principal components and the other on prototypical distance, were also proposed once they took advantage of the features obtained by the prototypical triplet loss. Experiments were done with two public remote sensing image datasets: Vaihingen and Potsdam. The results demonstrate that the proposed methods improve OSSS compared to other state-of-the-art approaches. These results reinforce the importance of this type of approach, enabling applications in real systems that require open-set recognition. All codes are freely available at https://github.com/Brilhador/tgrs2023 to foster further research in this area.",Semantic segmentation,Measurement,Remote sensing,Buildings,Vegetation,,,,,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,Automobiles,Training,Metric learning,open-set,prototype representation,remote sensing,semantic segmentation,,,,,,,,,,,,,,,
Row_224,"Liu, Runrui","Tao, Fei","Liu, Xintao","Na, Jiaming",RAANet: A Residual ASPP with Attention Framework for Semantic Segmentation of High-Resolution Remote Sensing Images,,JUL 2022,68,"Classification of land use and land cover from remote sensing images has been widely used in natural resources and urban information management. The variability and complex background of land use in high-resolution imagery poses greater challenges for remote sensing semantic segmentation. To obtain multi-scale semantic information and improve the classification accuracy of land-use types in remote sensing images, the deep learning models have been wildly focused on. Inspired by the idea of the atrous-spatial pyramid pooling (ASPP) framework, an improved deep learning model named RAANet (Residual ASPP with Attention Net) is constructed in this paper, which constructed a new residual ASPP by embedding the attention module and residual structure into the ASPP. There are 5 dilated attention convolution units and a residual unit in its encoder. The former is used to obtain important semantic information at more scales, and residual units are used to reduce the complexity of the network to prevent the disappearance of gradients. In practical applications, according to the characteristics of the data set, the attention unit can select different attention modules such as the convolutional block attention model (CBAM). The experimental results obtained from the land-cover domain adaptive semantic segmentation (LoveDA) and ISPRS Vaihingen datasets showed that this model can enhance the classification accuracy of semantic segmentation compared to the current deep learning models.",semantic segmentation,remote sensing,convolutional block attention module,dual attention module,residual structure,"Leng, Hongjun","Wu, Junjie","Zhou, Tong",,REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,
Row_225,"Li, Xin","Xu, Feng","Liu, Fan","Lyu, Xin",A Synergistical Attention Model for Semantic Segmentation of Remote Sensing Images,,2023,58,"In remotely sensed images, high intraclass variance and interclass similarity are ubiquitous due to complex scenes and objects with multivariate features, making semantic segmentation a challenging task. Deep convolutional neural networks can solve this problem by modeling the context of features and improving their discriminability. However, current learning paradigms model the feature affinity in spatial dimension and channel dimension separately and then fuse them in a sequential or parallel manner, leading to suboptimal performance. In this study, we first analyze this problem practically and summarize it as attention bias that reduces the capability of network in distinguishing weak and discretely distributed objects from wide-range objects with internal connectivity, when modeled only in spatial or channel domain. To jointly model both spatial and channel affinity, we design a synergistic attention module (SAM), which allows for channelwise affinity extraction while preserving spatial details. In addition, we propose a synergistic attention perception neural network (SAPNet) for the semantic segmentation of remote sensing images. The hierarchical-embedded synergistic attention perception module aggregates SAM-refined features and decoded features. As a result, SAPNet enriches inference clues with desired spatial and channel details. Experiments on three benchmark datasets show that SAPNet is competitive in accuracy and adaptability compared with state-of-the-art methods. The experiments also validate the hypothesis of attention bias and the efficiency of SAM.",Remote sensing,Convolution,Semantic segmentation,Feature extraction,Task analysis,"Tong, Yao","Xu, Zhennan","Zhou, Jun",,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,Semantics,Correlation,Attention bias,contextual affinity,remote sensing images,semantic segmentation,synergistic attention,,,,,,,,,,,,,,,
Row_226,"Liu, Qianqian","Wang, Xili",,,Bidirectional Feature Fusion and Enhanced Alignment Based Multimodal Semantic Segmentation for Remote Sensing Images,,JUL 2024,1,"Image-text multimodal deep semantic segmentation leverages the fusion and alignment of image and text information and provides more prior knowledge for segmentation tasks. It is worth exploring image-text multimodal semantic segmentation for remote sensing images. In this paper, we propose a bidirectional feature fusion and enhanced alignment-based multimodal semantic segmentation model (BEMSeg) for remote sensing images. Specifically, BEMSeg first extracts image and text features by image and text encoders, respectively, and then the features are provided for fusion and alignment to obtain complementary multimodal feature representation. Secondly, a bidirectional feature fusion module is proposed, which employs self-attention and cross-attention to adaptively fuse image and text features of different modalities, thus reducing the differences between multimodal features. For multimodal feature alignment, the similarity between the image pixel features and text features is computed to obtain a pixel-text score map. Thirdly, we propose a category-based pixel-level contrastive learning on the score map to reduce the differences among the same category's pixels and increase the differences among the different categories' pixels, thereby enhancing the alignment effect. Additionally, a positive and negative sample selection strategy based on different images is explored during contrastive learning. Averaging pixel values across different training images for each category to set positive and negative samples compares global pixel information while also limiting sample quantity and reducing computational costs. Finally, the fused image features and aligned pixel-text score map are concatenated and fed into the decoder to predict the segmentation results. Experimental results on the ISPRS Potsdam, Vaihingen, and LoveDA datasets demonstrate that BEMSeg is superior to comparison methods on the Potsdam and Vaihingen datasets, with improvements in mIoU ranging from 0.57% to 5.59% and 0.48% to 6.15%, and compared with Transformer-based methods, BEMSeg also performs competitively on LoveDA dataset with improvements in mIoU ranging from 0.37% to 7.14%.",remote sensing image,multimodal feature fusion,multimodal feature alignment,semantic segmentation,,,,,,REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,
Row_227,"Shen, Weihao","Ma, Ailong","Wang, Junjue","Zheng, Zhuo",Adaptive Self-Supporting Prototype Learning for Remote Sensing Few-Shot Semantic Segmentation,,2024,1,"The semantic segmentation of remote sensing images with few shots has important theoretical and application value. Most of the existing few-shot semantic segmentation frameworks are based on prototype learning methods, in which a single support prototype is designed to guide the query set for prediction. However, the visual differences between the support set and the query set make it difficult for a single support prototype, generated from the support set, to comprehensively encapsulate the semantic information of all the query images. This article introduces an adaptive self-supporting prototype learning network designed for few-shot segmentation (FSS), in order to tackle the challenges mentioned earlier. We propose adaptive hyperprototype representation (HPR), which consists of hyperprototype clustering (HPC) and guided prototype matching (GPM), to generate and assign multiple representative prototypes to compensate for the limitations of a single prototype in representing the semantic information of the query images. Specifically, HPC is a parameter-free and adaptive approach, which can extract more representative prototypes by aggregating similar feature vectors utilizing superpixel feature clustering. Meanwhile, GPM can select matched prototypes to provide more accurate guidance, allowing for uniformly aligned representation of multiple prototypes and complex image semantic information. We also introduce self-supporting matching (SSM) prototype learning, which can accurately guide the query set segmentation by acquiring query set prototypes. SSM generates initial pseudo labels for the query set based on the support set prototypes, and further guides the query set using the pseudo labels, along with the query prototypes generated by its own features, thus effectively avoiding visual differences between the support set and query set. The proposed adaptive self-supporting prototype learning network substantially improves the prototype quality and achieves a superior performance on object-level remote sensing datasets.",Prototypes,Remote sensing,Semantic segmentation,Feature extraction,Semantics,"Zhong, Yanfei",,,,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,Task analysis,Measurement,Few-shot learning,few-shot segmentation (FSS),prototype learning,remote sensing,semantic segmentation,,,,,,,,,,,,,,,
Row_228,"Rong, Xuee","Sun, Xian","Diao, Wenhui","Wang, Peijin",Historical Information-Guided Class-Incremental Semantic Segmentation in Remote Sensing Images,,2022,25,"Despite the extraordinary success of the deep architectures on semantic segmentation for remote sensing (RS) images, they have difficulties in learning new classes from a sequential data stream because of catastrophic forgetting. Continual learning for semantic segmentation (CSS) is an emerging trend for its capability to cope with the above problems effectively. However, old classes from previous steps are collapsed into the background, which further aggravates the challenge of CSS in the RS scene. In this article, we revisit the knowledge distillation (KD) strategy and the characteristics of class-incremental semantic segmentation (CISS) and then present a generalized and effective framework to learn new classes while preserving knowledge of the learned classes. In particular, we propose two novel historical information-guided modules: the feature global perception module and the label reconstruction (LR) module. The former enables the current model to pay more attention to the region related to the old categories identified by the historical information when learning new classes. Meanwhile, the latter retrieves pixels belonging to the learned classes from the background to handle the background shift problem and maintain the high performance of old classes. We have conducted comprehensive experiments on two RS semantic segmentation datasets of Instance Segmentation in Aerial Images Dataset (iSAID) and Gao Fen (GF) challenge semantic segmentation dataset (GCSS). The experimental results outperform the current state-of-the-art methods in most incremental settings, which demonstrates the effectiveness of the proposed framework.",Task analysis,Semantics,Image segmentation,Image reconstruction,Transformers,"Yuan, Zhiqiang","Wang, Hongqi",,,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,Training,Data models,Catastrophic forgetting (CF),continual learning,remote sensing (RS),semantic segmentation,,,,,,,,,,,,,,,,
Row_229,"Yao, Min","Zhang, Yaozu","Liu, Guofeng","Pang, Dongdong",SSNet: A Novel Transformer and CNN Hybrid Network for Remote Sensing Semantic Segmentation,,2024,11,"There are still various challenges in remote sensing semantic segmentation due to objects diversity and complexity. Transformer-based models have significant advantages in capturing global feature dependencies for segmentation. However, it unfortunately ignores local feature details. On the other hand, convolutional neural network (CNN), with a different interaction mechanism from transformer-based models, captures more small-scale local features instead of global features. In this article, a new semantic segmentation net framework named SSNet is proposed, which incorporates an encoder-decoder structure, optimizing the advantages of both local and global features. In addition, we build feature fuse module and feature inject module to largely fuse these two-style features. The former module captures the dependencies between different positions and channels to extract multiscale features, which promotes the segmentation precision on similar objects. The latter module condenses the global information in transformer and injects it into CNN to obtain a broad global field of view, in which the depthwise strip convolution improves the segmentation accuracy on tiny objects. A CNN-based decoder progressively recovers the feature map size, and a block called atrous spatial pyramid pooling is adopted in decoder to obtain a multiscale context. The skip connection is established between the decoder and the encoder, which retains important feature information of the shallow layer network and is conducive to achieving flow of multiscale features. To evaluate our model, we compare it with current state-of-the-art models on WHDLD and Potsdam datasets. The experimental results indicate that our proposed model achieves more precise semantic segmentation.",Fusion features,multiscale features,remote sensing (RS),semantic segmentation,,,,,,IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,
