Unnamed: 0,abstract,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,author14,author15,author16,author17,author18,author19,author20,author21,author22,author23,author24,author25,author26,author27,author28,author29,author30,author31,author32,author33,author34,author35,author36,author37,author38,author39,author40,author41,citation,conference,journal/book,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,publish time,title
Row_225,"The intensification of urbanization (U_UR) in China exacerbates the pressure on the water environment (U_WE). The U_UR and U_WE exhibit incredibly intricate and intertwined interactions. The coordination between U_UR and U_WE is crucial for the sustainable development of cities. Hence, a comprehensive evaluation index system was developed to analyze the coupling coordination relationship and spatial effects between the U_UR and U_WE in China, based on the entropy weight method, the coupling coordination degree (CCD) model, and the spatial autocorrelation analysis method. The data was collected from the China Statistical Yearbook (2013-2023), the China Urban Construction Statistical Yearbook (2012-2022), and provincial statistical yearbooks. The results indicated that the overall trend of CCD in China showed an upward trajectory, increasing from 0.44 to 0.55 in 2012 to 0.56-0.66 in 2022. The average values of CCD for 31 provinces rose from 0.51 in 2012 to 0.61 in 2022, with a growth rate of 19.61%. The regional development level of CCD exhibited spatial heterogeneity, characterized by East > North > South > Northeast > Northwest > Southwest. However, the development of the U_WE subsystem lagged behind the U_UR subsystem, and there was a significant spatial imbalance in the CCD between the U_UR subsystem and U_WE subsystem in China from 2012 to 2022. The High-High Cluster areas of CCD were concentrated in the eastern part of China, while the Low-Low Cluster areas were concentrated in the western part. The research can provide theoretical and technical support to promote the sustainability of urban development and water environment protection.","Wan, Hang","He, Guiping","Li, Bowen","Zeng, Jinglin","Cai, Yanpeng","Shen, Xiaomei","Yang, Zhifeng",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,JOURNAL OF CLEANER PRODUCTION,Urbanization,Water environment,Coupling coordination degree,Entropy weight,Spatial autocorrelation,,,,,,,,,,,,SEP 25 2024,Coupling coordination relationship between urbanization and water environment in China
Row_226,"Urban areas are increasingly vulnerable to sudden flooding disasters caused by intense rainfall and high imperviousness degree, resulting in great economic losses and human casualties. Interactions between rainfall data and urban catchment characteristics highlight the urgent need of accurate and effective precipitation data to apply in reliable hydrological simulations. However, it remains a challenge to obtain accurate rainfall datasets on such small scales in urban areas. As satellite remote sensing is the only method that can achieve global observation, it is important to evaluate satellite precipitation products in their ability to accurately capture intense precipitation on urban flood scales. This study evaluates the performance of the latest version 06B (V06B) Integrated Multi-satellitE Retrievals for Global Precipitation Measurement (IMERG) in North China Plain, with using the Radar-Gauge merged precipitation estimates as reference data. First, it could be concluded that IMERG fails to accurately estimate precipitation in the whole study area, having the problem of overestimating light precipitation and underestimating heavy precipitation. Second, results show that IMERG has poor ability to capture heavy precipitation on small scales, with the percentage of Hit nearly 0 and the percentage of Miss higher than 40 % for all the precipitation cases. Third, with the expansion of heavy precipitation centers' coverage, the problem of IMERG not to detect heavy precipitation gets mitigated, with the percentage of Miss decreasing by 14 % (19 %). However, the ability to capture both spatial location and precipitation intensity is still not good, the percentage of Hit ranging from 0.05 % to 7 %, without obvious improvement. When IMERG is able to capture the center of strong precipitation, it also tends to overestimate the weak precipitation around the center of strong precipitation. Results of this study provide an improved understanding of how well the V06B IMERG products capture the heavy precipitation center at small scales in urban areas, which will be useful for both developers and users of IMERG.","Xu, Jinyu","Qi, Youcun","Li, Donghuan","Zhao, Zhanfeng",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,SCIENCE OF THE TOTAL ENVIRONMENT,Urban areas,Small spatial scales,Hourly precipitation,Heavy precipitation centers,Heavy precipitation centers,,,,,,,,,,,,JUL 10 2024,Can IMERG QPE product capture the heavy rain on urban flood scale?
Row_232,"Buildings and roads are the two most basic man-made environments that carry and interconnect human society. Building and road information has important application value in the frontier fields of regional coordinated development, disaster prevention, and auto-driving. Mapping buildings and roads from very high-resolution (VHR) remote sensing images has become a hot research topic. However, the existing methods often extract buildings and roads with separate models, ignoring their strong spatial correlation. To fully utilize their complementary relation, we propose a method that simultaneously extracts buildings and roads from remote sensing images. The accuracy of both tasks can be improved using our proposed multitask feature interaction (MFI) and cross-scale feature interaction modules. To be specific, a multitask interaction (MTI) module is proposed to interact information across building extraction and road extraction tasks while preserving the unique information of each task. Furthermore, a cross-scale interaction (CSI) module is designed to automatically learn the optimal reception field for buildings and roads under varied appearances and structures. Compared with existing methods that train individual models for each task separately, the proposed collaborative extraction method can utilize the complementary advantages between buildings and roads and reduce the inference time by half using a single model. Experiments on a wide range of urban and rural scenarios show that the proposed algorithm can achieve building-road extraction with outstanding performance and efficiency.","Guo, Haonan","Su, Xin","Wu, Chen","Du, Bo","Zhang, Liangpei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,Roads,Buildings,Feature extraction,Task analysis,Data mining,Remote sensing,Correlation,Building extraction,deep learning,multitask learning,road segmentation,,,,,,2024,Building-Road Collaborative Extraction From Remote Sensing Images via Cross-Task and Cross-Scale Interaction
Row_236,"Given that green space patterns and population density often show opposing trends over space, this could lead to trade-off (distance/population decay) relationships. Consequently, this paper utilized the Study on Global Ageing and Adult Health (SAGE) data from Shanghai, China, to investigate whether there is a spatial trade-off in the health effects of green spaces on people 's inactivity. Our findings confirmed the trade-off effects of green spaces in reducing sedentary time, using interaction terms to highlight how the health impacts of green spaces vary across different population densities and may thus lead to inconsistent relationships between green space and health outcomes. Generally, the ability of green spaces to affect sedentary time decreased as population density increases, particularly regarding park proximity and the Normalized Difference Vegetation Index (NDVI). Our research also revealed that the trade-off in health benefits from green spaces was influenced by the type of green space. For instance, park proximity, park area, and NDVI showed trade-off effects, with higher population densities enhancing the impact of NDVI on increasing sedentary time ( beta = 133.871), despite NDVI itself decreasing with a rise in population density (r =-0.68). Conversely, the Green Vegetation Index (GVI) did not demonstrate such an effect. The unequal spatial distribution and composition of green space may further exacerbate health inequities. Therefore, this paper recommends that future provisioning of green spaces should take into account the local urban spatial structure.","Miao, Siyu","Xiao, Yang",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,LANDSCAPE AND URBAN PLANNING,Health effect,Green space,Trade-off,Sedentariness,,,,,,,,,,,,,NOV 2024,Exploring the spatial trade-off effects of green space on older people's physical inactivity: Evidence from Shanghai
Row_245,"Urban activity emissions have important ecological significance to bacterial communities' spatial and temporal distribution and the mechanism of bacterial community construction. The mechanism of bacterial community construction is the key to community structure and lifestyle, and the influence of this aspect has not been thoroughly studied. This study analyzed the response of bacteria in water and sediment in different seasons to urban activities in Jinsha River. The results showed that the influence of urban activities on bacterial community structure in sediment was greater than that in water. The input of pollution in different regions changed the diversity and abundance of water and sediments bacteria and promoted bacterial community reconstruction to a certain extent. Co-network analysis found that many metal-mediated species are core species within the same module and can be used to mitigate pollution caused by metal or organic pollutants due to interspecific solid interactions. Different potential pollution sources around urban rivers affect the metabolic function of bacteria in aquatic ecosystems and promote the detoxification function of bacteria in different media. The results of this study supplement our understanding of the characteristics of microbial communities in urban river systems and provide clues for understanding the maintenance mechanism of microbial diversity in multi-pollution environments.","Jiao, Ganghui","Huang, Yi","Tang, Hua","Chen, Ying","Zhou, Dan","Yu, Daming","Ma, Zhongjian","Ni, Shijun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,SCIENCE OF THE TOTAL ENVIRONMENT,Sediment,Community structure,Heavy metals,Community mechanism,,,,,,,,,,,,,NOV 10 2024,Unveiling the hidden impact: How human disturbances threaten aquatic microorganisms in cities
Row_254,"Accurate detection of changes in buildings is crucial for the understanding of urban development. The growing accessibility of remote sensing imagery has enabled urban scale change detection (CD) in both 2D and 3D. However, existing methods have not yet fully exploited the fusion of feature information in multi-temporal images, resulting in insufficient accuracy in 2D changed regions or in elevation changes. To this end, a Cross-temporal and Spatial Context Learning Network (CSCLNet) aimed at multi-task building CD from dual- temporal optical images is proposed, capturing both 2D and 3D changes simultaneously. It leverages a CNN network to extract multi-layer semantic features. Subsequently, two modules, Cross-temporal Transformer Semantic Enhancement (CTSE) and Multi-layer Feature Fusion (MFF), are developed to refine the feature representations. CTSE enhances temporal information by cross attention of dual-temporal features to enable interactions and MFF fuses multi-layer features and enhances attention to global and local spatial context. Finally, two prediction heads are introduced to separately handle 2D and 3D change prediction, identifying changed building objects and their elevation changes. Experiments conducted with two public datasets, 3DCD and SMARS, show that the CSCLNet achieves state-of-the-art for both 2D and 3D CD tasks. In particular, the change-specific RMSE of elevation changes has been reduced to 4.52 m in real world scenes. The code is available at: https://github.com/Geo3DSmart/CSCLNet.","Xiao, Wen","Cao, Hui","Lei, Yuqi","Zhu, Qiqi","Chen, Nengcheng",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION,Change detection,Multi-task,Bi-temporal optical images,Deep learning,,,,,,,,,,,,,AUG 2024,Cross-temporal and spatial information fusion for multi-task building change detection using multi-temporal optical imagery
Row_264,"Massive trajectory data has originated from the development of positioning technology. Learning GPS trajectory representation to characterize a driver's driving style is a challenging task with important applications in many areas, including autonomous driving, auto insurance, advanced driver assistance systems, urban computing, and the internet of things. Few studies have considered the interactions between different factors. In this study, we propose a novel trajectory representation method based on a multilevel attention mechanism (ATTraj2vec) and apply it to the task of driver identification. We use 1D CNN to summarize local features, including motion, spatial and temporal features. Then we utilize a multilevel attention mechanism to extract global features, aggregating the interactions of motion features with temporal and spatial features progressively. Additionally, we adopt multi-loss to optimize our model simultaneously, which consists of a softmax loss for driver classification and Siamese loss for making trajectories from the same driver more similar. Classification experimental results on a real-world automobile trajectory dataset demonstrate that our proposed model significantly outperforms existing baselines. Meanwhile, the proposed method provides significant gains in the trajectory clustering of unseen drivers. The code is available in the repository, https://github.com/ limengyuan2021/ATTraj2vec,","Li, Mengyuan","Zhang, Yuanyuan","Zhao, Yaya","Du, Yalei","Lu, Xiaoling",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,EXPERT SYSTEMS WITH APPLICATIONS,Trajectory representation,Attention,Driver identification,,,,,,,,,,,,,,MAR 1 2025,Trajectory representation learning with multilevel attention for driver identification
Row_265,"In the Karst Critical Zone (KCZ), mining and urbanization activities produce multiple pollutants, posing a threat to the vital groundwater and surface water resources essential for drinking and irrigation. Despite their importance, the interactions between these pollutants in the intricate hydrology and land use of the KCZ remain poorly understood. In this study, we unraveled the transformation mechanisms and sources of nitrogen, sulfate, and carbon using multiple isotopes and the MixSIAR model, following hydrology and surface analyses conducted in spatial modelling with ArcGIS. Our results revealed frequent exchange between groundwater and surface water, as evidenced by the analysis of delta D-H2O and delta O-18-H2O. Nitrification predominantly occurred in surface water, although denitrification also made a minor contribution. Inorganic nitrogen in both groundwater and surface water primarily originated from soil nitrogen (48 % and 49 %, respectively). Sewage and manure were secondary sources of inorganic nitrogen in surface water, accounting for 41 % in urban and 38 % in mining areas. Notably, inorganic sulfur oxidation displayed significant spatial disparities between urban and mining areas, rendering groundwater more susceptible to sulfur pollution compared to surface water. The frequent interchange between groundwater and surface water posed a higher pollution risk to groundwater. Furthermore, the primary sources of CO2 and HCO3- in both groundwater and surface water were water-carbonate reactions and soil respiration. Sulfide oxidation was found to enhance carbonate dissolution, leading to increased CO2 release from carbonate dissolution in the KCZ. These findings enhance our understanding of the transformation mechanisms and interactions of nitrogen, sulfur, and carbon in groundwater and surface water. This knowledge is invaluable for accurately controlling and treating water pollution in the KCZ.","Ye, Huijun","Han, Zhiwei","Wu, Pan","Zha, Xuefang","Li, Xuexian","Hou, Enqing","Cao, Yingjie","Tang, Changyuan","Zhang, Ruixue","Sardans, Jordi","Penuelas, Josep",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,SCIENCE OF THE TOTAL ENVIRONMENT,Pollutant interaction,Complex land use,Karst Critical Zone,Multi-isotopes,,,,,,,,,,,,,APR 20 2024,"Disentangling sources and transformation mechanisms of nitrogen, sulfate, and carbon in water of a Karst Critical Zone"
Row_275,"The variation in bacterial size and biotoxicity leads to different ecological risks. However, the diversity of bacterial size and virulence in bacterial communities has been neglected, leading to limitations and inaccuracies in risk assessment. Surface-subsurface interactions lead to the complexity, variability, and insidiousness of pathogen transmission in the environment. Mountainous landfills are considered as a major source of pathogens in subsurface systems. Although numerous studies have reported the geographic distribution of microbes in landfills, there is a lack of knowledge regarding the impacts on the microbial spatial distribution of bacterial size, which is a key factor affecting microbial migration and risks. In this study, the groundwater, river water, soil and leachate samples were collected inside and around a typical mountainous urban landfill, which is close to a river with a high hydraulic gradient and a strong surface-subsurface interaction. Small-sized (<0.2 mu m) and largesized (>0.2 mu m) bacteria were separated to verify the variability of migration potential and spatial distribution of different sizes of bacteria in groundwater-surface water and soil, investigating the driving factors and accessing the biological risk of different sizes of bacteria. The results revealed notable differences in spatial distribution and driving factors among various bacterial sizes. Small-sized bacterial communities in groundwater and soils exhibited clear trends towards leachate along the water flow direction. In contrast, large-sized bacterial communities remained stable and resembled native bacterial communities. Groundwater hydrodynamics was the main driving force affecting the spatial distribution of small-sized bacteria. The small-sized bacteria showed a higher content of virulence genes which were predominantly expressed for invasion. Thus, small-sized bacteria exhibited a stronger migration potential and a higher biological risk. Due to the surface-subsurface interactions, the bacterial communities in river water were more similar to that in groundwater after rain. Our results provide strong support to guide the management of subsurface system safety in mountainous landfills.","Chai, Juanfen","Zhang, Wenjing","Zhao, Kaichao","Li, Shuxin","Baloch, Muhammad Yousuf Jat","Wang, Zezheng","Zhang, Dayi","Yang, Yuesuo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,JOURNAL OF HYDROLOGY,Groundwater-surface water interactions,biogeochemical processes,biological risk,Bacteria size,Biological toxicity,,,,,,,,,,,,JUN 2024,Multi-biological risk in groundwater-surface water system under landfill stress: Driven by bacterial size and biological toxicity
Row_279,"Human activities have triggered biodiversity loss, often resulting in biotic homogenization, which poses a threat to human well-being. Nevertheless, the overall influence of diverse environmental stressors on intra- and intercommunity diversity remains insufficiently elucidated. This study aimed to quantify and reveal the impact of environmental stressors on the alpha and beta diversities of benthic diatom communities in the Harbin urban river network during the summer and autumn of 2022 and spring of 2023. The marked seasonal variations observed in alpha and beta diversity indices highlighted the distinct community compositions. Nonetheless, varying types of urban water pollutants were the primary drivers of biotic homogenization in terms of both taxonomic and functional diversities and played a prominent role in steering diversity shifts. These pollutants indirectly led to biotic homogenization by altering water quality parameters and affecting the ecological dynamics of benthic diatom communities. Furthermore, diverse responses to stressors were identified in taxonomic and functional diversities, providing additional insights for understanding ecological shifts in communities. Taxonomic beta diversity was related to environmental filtering, whereas functional beta diversity resulted from stressor-spatial dimension interactions. Our study emphasises that relying solely on traditional water quality","Wang, Hao","Dong, Yanlong","Jiang, Yutong","Zhang, Nannan","Liu, Yan","Lu, Xinxin","Fan, Yawen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,SCIENCE OF THE TOTAL ENVIRONMENT,Urban water bodies,Benthic diatoms,Environmental stressors,Diversity,Environmental filtering,,,,,,,,,,,,FEB 25 2024,Multiple stressors determine the process of the benthic diatom community assembly and network stability in urban water bodies in Harbin
Row_290,"Urban nature is widely known to provide wellbeing benefits to people and communities, but evidence particularly from diverse and disadvantaged contexts suggests that these benefits are not experienced equally by all. This paper unpacks this complexity by focussing on how urban nature is interacted with to produce relational wellbeing on two diverse inner-city housing estates undergoing regeneration in London, UK. We focus on the role of both formal institutions and the perceptions that people form of spatial features and their meanings and functions, and the manner in which these intermediaries shape human-nature interactions and the co-production of nature's wellbeing impact. Our findings from quantitative and qualitative data demonstrate that urban nature contributes to all aspects of a five-dimensional notion of wellbeing. But social housing residents' and young peoples' ability to experience these benefits is limited. Informal mechanisms of social control such as perceptions of ownership of space and its appropriate uses, and fear of conflict and crime limit the extent to which residents access greenspaces and the activities within them. Together with formal institutions such as tenancy types, housing targets and criteria for optimisation of site allocation, they produce hierarchies of use of public greenspaces and reinforce existing divisions between people of different demographic and socio-economic status. The findings underline the need to facilitate the establishment of shared and inclusive norms concerning access and appropriate uses of natural spaces in housing and greenspace delivery.","Juntti, Meri","Ozsezer-Kurnuc, Sevda","Dash, Nicholas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,LANDSCAPE AND URBAN PLANNING,Urban nature,Wellbeing,Commodification,Regeneration,Urban planning,,,,,,,,,,,,FEB 2025,"'It's not necessarily a social space' - Institutions, power and nature's wellbeing benefits in the context of diverse inner-city neighbourhoods"
Row_297,"Climate change caused by rapid urbanization in the Guanzhong region of China is becoming an increasingly significant problem. Previous empirical studies have confirmed that landscape patterns inextricably linked with the thermal environment, but static results based on a single temporal cross section of image data provide only a partial understanding. In this paper, we constructed a dynamic framework using Weather Research and Forecasting Model (WRF) for temperature simulation and Geodetector to study the landscape factors and their interactions that influence near-surface temperature (NST) changes in the Guanzhong Plain Urban Agglomeration (GPUA) between 2000 and 2020. Results showed that the GPUA average NST increased by 0.012 degrees C and 0.053 degrees C in January and July from 2000 to 2020, respectively. In terms of the dynamic correlation between landscape patterns and NST, cropland (CPL) was negative, urban land (UBL) was positive, and the remainder of the landscapes differed in winter and summer. Furthermore, results from the Geodetector showed that UBL embodied a stronger influence in summer than during winter months. This finding helps to explain why the average NST increase is higher in summer than during winter. The Dynamic Q values (DQ) of the area-based landscape metrics were generally larger than those of other spatial configuration metrics, and the interaction results showed that the landscape metrics of various land-cover classifications were enhanced, indicating that the superposition effect among landscape metrics needs to be taken into account in landscape planning in addition to area factors. The study of the relationship between landscape patterns and thermal environment considering dynamic perspective using WRF offers an important theoretical reference allied with practical guidance for understanding and adapting to forthcoming change in our climate through which we can help drive sustainable development decisions of the GPUA.","Chen, Long","Li, Heng","Zhang, Chunxiao","Chu, Wenhao","Corcoran, Jonathan","Wang, Tianbao",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION,Landscape pattern,Near-surface temperature,Weather Research and Forecasting Model,(WRF),Dynamic analysis,Guanzhong Plain Urban Agglomeration,,,,,,,,,,,NOV 2024,Dynamic analysis of landscape drivers in the thermal environment of Guanzhong plain urban agglomeration
