Unnamed: 0,abstract,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,author14,citation,conference,journal/book,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,publish time,title
Row_215,"As part of efforts to reduce carbon emissions, the concept of n-minute cities has been proposed. Although many global cities have attempted to implement this idea, there is still a lack of quantitative research on n-minute cities. This study aims to analyze factors that influence living radii by utilizing mobile phone location-based mobility big data and spatial regression analysis, thereby contributing to the implementation of n-minute cities. By distinguishing between pre- and post-COVID-19 periods and between commuting and non-commuting travel, this study reveals decreased average travel distances in the post-pandemic period and identifies factors influencing living radii, thereby favoring the concept of n-minute cities. During the post-COVID-19 period, the impact of factors such as population density, commercial facilities, and the job-housing ratio on travel distance has shifted, while neighborhood living and cultural facilities maintain consistent influence. This underscores the importance of prioritizing these aspects in n-minute city planning. Additionally, the mix of residential and business uses consistently affects shorter commuting distances, highlighting its critical role in n-minute city development. This study is significant for identifying urban environmental factors that effectively reduce living radii based on actual travel behaviors.","Kim, Yejin","Lee, Sugie",,,,,,,,,,,,,0,,CITIES,N -minute city,15-Minute city,Travel distance,Mobile phone location-based mobility big data,COVID-19,,,,,,,,,,,JAN 2025,Neighborhood-level determining factors of travel distance by trip purpose: Policy implications for the N-minute city
Row_223,"Fine-granular spatio-temporal trajectories, i.e., time-stamped sequences of locations, play a pivotal role in transport and urban analytics. However, sharing or publishing trajectory data of individuals raises concerns about location privacy given the potential for re-identification and unintentional dissemination of sensitive information. A key enabler for privacy breaches is precise temporal information. Thus, this study investigates the privacy-preserving capabilities of third-party free mechanisms protecting trajectories by exclusively targeting the temporal dimension. We compare a deterministic and a stochastic technique for shifting trajectories in time by adding an offset to each timestamp. The stochastic approach leverages a generalized version of differential privacy to render an individual's presence at any event plausibly deniable, obstructing re-identification attacks based on spatio-temporal side knowledge. Furthermore, we present a Markov chain-based speed perturbation technique that preserves dynamic patterns while obfuscating travel times and motion attributes. Using simulated re-identification attacks, we analyze privacy gains and contrast them with the utility loss. The results demonstrate a favorable utility-to-privacy ratio of the temporal techniques compared to established spatial and spatiotemporal approaches. This underlines the importance of accounting for temporal aspects in addition to spatial considerations in privacy-preserving trajectory publishing.","Brauer, Anna","Makinen, Ville","Ruotsalainen, Laura","Oksanen, Juha",,,,,,,,,,,0,,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,Trajectory,Location privacy,Privacy-preserving publishing,Mobility data,Anonymization,Obfuscation,,,,,,,,,,SEP 2024,Time will not tell: Temporal approaches for privacy-preserving trajectory publishing
Row_224,"Despite the prevalence of wireless connectivity in urban areas around the globe, there remain numerous and diverse situations where connectivity is insufficient or unavailable. To address this, we introduce mobile wireless infrastructure on demand, a system of unmanned aerial vehicles (UAVs) that can be rapidly deployed to establish an ad hoc wireless network. This network has the capability of reconfiguring itself dynamically to satisfy and maintain the required quality of communication. The system optimizes the positions of the UAVs and the routing of data flows throughout the network to achieve this Quality of Service (QoS). By these means, task agents using the network simply request a desired QoS, and the system adapts accordingly while allowing them to move freely. We have validated this system both in simulation and in real-world experiments. The results demonstrate that our system effectively offers mobile wireless infrastructure on demand, extending the operational range of task agents and supporting complex mobility patterns, all while ensuring connectivity and being resilient to agent failures.","Calvo-Fullana, Miguel","Gerasimenko, Mikhail","Mox, Daniel","Agorio, Leopoldo","del Castillo, Mariana","Kumar, Vijay","Ribeiro, Alejandro","Bazerque, Juan Andres",,,,,,,0,,IEEE TRANSACTIONS ON ROBOTICS,Wireless communication,Ad hoc networks,Routing,Quality of service,Urban areas,Robot kinematics,Stochastic processes,Aerial systems: applications,cooperating robots,multirobot systems,networked robots,,,,,2024,A Networked Multiagent System for Mobile Wireless Infrastructure on Demand
Row_229,"Numerous patterns found in urban phenomena, such as air pollution and human mobility, can be characterized as many directed geospatial networks (geo-networks) that represent spreading processes in urban space. These geo-networks can be analyzed from multiple levels, ranging from the macro-level of summarizing all geo-networks, meso-level of comparing or summarizing parts of geo-networks, and micro-level of inspecting individual geo-networks. Most of the existing visualizations cannot support multilevel analysis well. These techniques work by: 1) showing geo-networks separately with multiple maps leads to heavy context switching costs between different maps; 2) summarizing all geo-networks into a single network can lead to the loss of individual information; 3) drawing all geo-networks onto one map might suffer from the visual scalability issue in distinguishing individual geo-networks. In this study, we propose GeoNetverse, a novel visualization technique for analyzing aggregate geo-networks from multiple levels. Inspired by metro maps, GeoNetverse balances the overview and details of the geo-networks by placing the edges shared between geo-networks in a stacked manner. To enhance the visual scalability, GeoNetverse incorporates a level-of-detail rendering, a progressive crossing minimization, and a coloring technique. A set of evaluations was conducted to evaluate GeoNetverse from multiple perspectives.","Deng, Zikun","Chen, Shifu","Xie, Xiao","Sun, Guodao","Xu, Mingliang","Weng, Di","Wu, Yingcai",,,,,,,,1,,IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,Geospatial network,multilevel analysis,information visualization,graph drawing,,,,,,,,,,,,JUL 2024,Multilevel Visual Analysis of Aggregate Geo-Networks
Row_234,"Food deserts in Chile present a singularity in the context of the Global South. Unlike other countries where food security is mainly achieved through informal trade, in Chile, weekly streets markets is the structural system providing fresh food. Supermarkets complement spatially and functionally street markets. Both systems and their temporal operation makes that the Chilean food deserts main characteristic is their intermittency. The purpose of this research is to analyze the Chilean food deserts to contrast them with the predominant North and Global South discourses and position the Chilean case internationally. Specifically, this article looks to analyze the importance of the spatiotemporal dimension in food access studies where a healthy diet depends on systems other than supermarkets characterized by intermittent operation over week. For this purpose, this article takes the Metropolitan Area of Concepcion as case. First, the research identifies the location and the socioeconomic groups associated with the different degrees of access from a static perspective based on the spatial distribution of supermarkets and street markets. Then, the dynamic analysis introduces the time dimension to reveal the variability of access patterns and the impact on vulnerable groups. The intermittency of the food deserts positions Chile as halfway between the Global South and North models. The particularity of this model is that intermittently and regularly provides a healthy food environment within food deserts. Additionaly, it has the potential to be planned for overcoming structural inequalities in spatial fresh food access.","Zazo-Moratalla, Ana","Orellana-McBride, Alejandro",,,,,,,,,,,,,0,,HABITAT INTERNATIONAL,Food access,Healthy diet,Supermarkets,Street markets,Informality,,,,,,,,,,,NOV 2024,Intermittent food deserts. Exploring the spatiotemporal dimension of the urban fresh food access in Chilean cities
Row_251,"The restrictions imposed during the COVID-19 pandemic have led to significant changes in travel behaviour and public activities, and they might have contributed to changes in residential location choices. However, research examining the relationship between residential location choice and COVID-19 is very limited. To that end, this paper focuses on how pandemic-induced changes in work patterns, travel preferences and daily activity patterns have altered residential preferences and potentially, relocation trends. The main determinants of residential location choice have been established in the literature over the past 30 years: physical attributes of the dwelling; surrounding built environment; affordability; and accessibility to transportation, workplaces, and services. However, each of these determinants are prioritised differently depending on the circumstances. Therefore, exploring how these priorities have shifted after the pandemic can pave the way for understanding how preferences for residential location choice shift as a consequence. From the review, the key findings include the decreasing importance of transport and workplace accessibility in residential location choice after the pandemic. Firstly, teleworking is becoming more prevalent within office jobs than before the pandemic, leading to less frequent trips to conventional workplaces, reducing the need to live within a commutable distance to a workplace. Secondly, trips to other activities have likewise become less frequent due to either remote alternatives (e. g., online shopping) or shifting towards services closer to home, reducing the need to travel in general. Another consequence of the pandemic is people staying at home longer than before, thus increasing the need for more desirable dwelling attributes such as larger house size and wider surrounding green space. Since these attributes are generally more affordable in areas less accessible to transport and services, this may subsequently lead to migrations to areas of lower population density, potentially decentralising urban areas.","Ilham, Mostafa Ayman","Fonzone, Achille","Fountas, Grigorios","Mora, Luca",,,,,,,,,,,5,,CITIES,Residential location choice,Urban decentralisation,Travel behaviour,Activity behaviour,COVID-19,Post -pandemic,Teleworking,,,,,,,,,AUG 2024,To move or not to move: A review of residential relocation trends after COVID-19
Row_254,"Ethnoracial segregation persists as a pressing issue in American cities. Understanding these issues is crucial for promoting social equity and justice, and planning more inclusive cities. Prior research has predominantly emphasized residential ethnoracial diversity but has often overlooked or inadequately addressed ethnoracial diversity and segregation in individuals' daily activities and places they visit, due in part to data limitations. This study leverages a dynamic measure of ethnoracial diversity and dominance at the finest spatial scale, specifically at the Points of Interest (POI) level and various temporal contexts. Using one month of privacy-enhanced mobile phone location data in Los Angeles County, California, this study explores ethnoracial diversity and spatial segregation simultaneously in POI visits in LA County. Our findings confirm that individuals' daily mobility in urban areas enhances ethnoracial mixing at activity locations. Empirical results indicate that the diversity of visitors to a POI is significantly higher than the neighborhood diversity where the same POI is located. A significant positive linear relationship was found between the neighborhood diversity of POIs and the diversity of visitors. About 34 % of the variance in the diversity of visitors to POIs can be explained by the neighborhood diversity of POIs. Our results also suggest significant spatial clusters of isolated/integrated areas regarding ethnoracial mixing in people's daily activity locations. Notably, the Hispanic or Latino population tends to stay in their own communities and experiences a higher level of segregation in their daily activity locations. The findings have significant implications for urban planners and policymakers to design targeted solutions and policies to promote social equity, integration, and equal access to public amenities and opportunities in urban spaces.","Su, Rongxiang","Newsham, Niall","Dodge, Somayeh",,,,,,,,,,,,0,,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,Ethnoracial diversity,Segregation,Point of interest,Mobile phone data,Human activities,,,,,,,,,,,DEC 2024,Spatiotemporal dynamics of ethnoracial diversity and segregation in Los Angeles County: Insights from mobile phone data
Row_266,"Arbuscular mycorrhizal fungi (AMF) have been shown to effectively mitigate the detrimental effects of heavy metal stress on their plant hosts. Nevertheless, the biological activities of AMF were concurrently compromised. Biochar (BC), as an abiotic factor, had the potential compensate for this limitation. To elucidate the synergistic effects of biotic and abiotic factors, a pot experiment was conducted to assess the impact of biochar and AMF on the growth, physiological traits, and genetic expression in rice plants subjected to Cd stress. The results demonstrated that biochar significantly increased the mycorrhizal colonization rate by 22.19 %, while the combined application of biochar and AMF led to a remarkable enhancement of rice root biomass by 42.2 %. This resulted in a shift in spatial growth patterns that preferentially promoted enhanced underground development. Biochar effectively mitigated the stomatal limitations imposed by Cd on photosynthetic processes. The decrease in IBRv2 (Integrated Biomarker Response version 2) values suggested that the antioxidant system was experiencing a state of remission. An increase of Cd content within the rice root systems was observed, ranging from 33.71 % to 48.71 %, accompanied by a reduction in Cd bioavailability and mobility curtailed its translocation to the aboveground tissues. Under conditions of low soil Cd concentration (Cd <= 1 mg center dot kg 1 ), the Cd content in rice seeds from the group subjected to the combined treatment remained below the national standard (Cd <= 0.2 mg center dot kg 1 ). Furthermore, the combined treatment modulated the uptake of Fe and Zn by rice, while simultaneously suppressing the expression of genes associated with Cd transport. Collectively, the integration of biological and abiotic factors provided a novel perspective and methodological framework for safe in-situ utilization of soils with low Cd contamination.","Zhao, Ting","Wang, Li","Yang, Jixian",,,,,,,,,,,,2,,SCIENCE OF THE TOTAL ENVIRONMENT,Straw biochar,Arbuscular mycorrhizal fungi,Cadmium polluted soil,Rhizosphere fixation,Bioavailability,,,,,,,,,,,NOV 15 2024,Synergistic effects of combined application of biochar and arbuscular mycorrhizal fungi on the safe production of rice in cadmium contaminated soil
Row_272,"Previous studies regarding e-scooter sharing mainly focused on analyzing the risk factors and the socioeconomic characteristics of users. Moreover, these studies had limitations, such as the small amount of data for policy implications and the restricted geographic scope centered on western countries with minimal attention on Asian urban areas. To overcome such limitations, this research has aimed to identify clearer features of behavioral aspects of e-scooter sharing by utilizing credit card big data and conducting a mobile survey amongst users in Seoul including various time slots during the COVID-19 outbreak. The findings revealed two peak times for escooter sharing during the week with heightened activity on weekends and holidays. It was noted that e-scooter sharing substituted other modes of transportation from midnight to 05:00. The majority of users were men and young people, driven primarily by the motivation for leisure and fun. High levels of patronage and customer satisfaction were identified, but there was a need for fundamental facilities to support sustained usage. Although the COVID-19 pandemic had an impact on e-scooter sharing usage, quantifying its extent has proven to be challenging. Weather conditions also influenced usage patterns, which varied across different regions. E-scooter sharing was used both as a complement and substitute for traditional transportation modes depending on specific situations. It was concluded that e-scooter sharing was not viewed as a replacement for cars, but often used to connect with mass transit. Consequently, the sustainability of its services remains a subject of debate.","Lee, Changju","Kaack, Simon","Lee, Sunghoon",,,,,,,,,,,,1,,JOURNAL OF CLEANER PRODUCTION,E -scooter sharing,Shared mobility,Traveler behavior,Credit card big data,Mobile survey,COVID-19,,,,,,,,,,JAN 20 2024,"Different mode, different travel? Insights into the travel behavior of e-scooter sharing using credit card big data and a mobile survey in Seoul"
Row_279,"Dockless bike-sharing (DBS) system provides a convenient and flexible travel mode and is believed to be an essential means to improve travel efficiency and promote sustainable urban mobility. Despite an increasing body of scholarship on this issue, the spatial and temporal disparities of the relationship between built environment and DBS usage are less discussed in existing literature. In particular, few studies have taken the coexistence of complementary and competitive relation between bike-sharing and existing transit systems into account. Using 250 m grid level data in Shenzhen, this study applied multi-scale geographically weighted regression (MGWR) to reveal the local effects of built environment on bike utilization. The results found that population and employment density are generally positively related to bike usage. A significant competitive effect on DBS is observed in areas with dense metro stations, while complementary effect is found in other areas. In addition, bus coverage is found to negatively affect bike usage, meaning that public bus would substitute bike-sharing to travel. Mixed land use can attract bike usage on weekday but not on weekend, while residential as well as commercial areas have the potential to generate more bike demand in urban center and inner suburbs but not in exurban areas. Conversely, industrial areas in suburbs contribute to bike usage. Furthermore, office building plays a critical and positive role in bike usage, especially in suburbs, whereas restaurant shows negative effects during peak times. This research sheds light on the relationships between built environment and travel behavior, and the findings can provide tailor-made policies towards cycling-friendly environment and sustainable transportation.","Zhou, Junhong","Lai, Yani","Tu, Wei","Wu, Yuzhe",,,,,,,,,,,0,,CITIES,Dockless bike-sharing,Built environment,Travel behavior,Multi-scale geographically weighted regression,Spatiotemporal heterogeneity,,,,,,,,,,,DEC 2024,"Exploring the relationship between built environment and spatiotemporal heterogeneity of dockless bike-sharing usage: A case study of Shenzhen, China"
Row_289,"Traffic flow prediction in spatio-temporal networks is a crucial aspect of Intelligent Transportation Systems (ITS). Existing traffic flow forecasting methods, particularly those utilizing graph neural networks, encounter limitations. When processing large-scale graph data, the depth of these models can restrict their ability to effectively capture complex relationships and patterns. Additionally, these methods often focus mainly on local neighborhood information, which can limit their capability to recognize and analyze global relationships and patterns within the graph data. Therefore, we proposed a deep knowledge distillation model, tailored to effectively capture spatio-temporal patterns in traffic flow prediction. This model incorporates a bidirectional random walk process on a directed graph, enabling it to effectively capture both spatial and temporal dependencies. Utilizing a blend of mutual learning and self -distillation, our approach enhances the detection of spatio-temporal relationships within traffic data and improves the feature perception ability at both local and global levels. We tested our model on two real -world datasets, achieving notable improvements in prediction accuracy, especially for predictions within a one -hour timeframe. In comparison to the baseline model, our proposed model achieved accuracy improvements of 0.19 and 0.18 on the respective datasets. These results highlight the success of using mutual learning and self -distillation to transfer knowledge effectively within and between models and to improve the model's capability in identifying and extracting features.","Li, Ying","Li, Ping","Yan, Doudou","Liu, Yang","Liu, Zhiyuan",,,,,,,,,,5,,EXPERT SYSTEMS WITH APPLICATIONS,Traffic prediction,Spatio-temporal characteristics,Graph neural network,Knowledge distillation,,,,,,,,,,,,OCT 15 2024,Deep knowledge distillation: A self-mutual learning framework for traffic prediction
Row_294,"Exposure to nature is increasingly regarded as a key part of human health, and the recognition that urban environments must provide access to green spaces for the wellbeing. The beginning of the COVID-19 pandemic in 2020 led to many governments issuing stay-at-home orders and closing parks, limiting the options of accessible green spaces for people seeking to safely socialise and cope with stress. Here, we gain a global perspective on how quickly people returned to nature (visiting parks and beaches) in comparison to necessities (accessing groceries and pharmaceuticals) and luxury activities (retail purchases and recreation) following COVID-19 lockdowns using Google Mobility data. We found that people from around the world returned to nature 76 days after peak lockdown, 28 days after people returned to necessities and 77 days before the return to luxuries. Central Asia, Europe, and Northern America returned to nature before necessities. These patterns held even after seasonally-detrending the data. We further found a strong negative correlation between the speed people pulsed back to nature and the strength of government response measures. Combined, our data support the value of nature to people and the need to consider access to green and natural space for human well-being. At the same time, the large-scale return to nature also highlighted the need to promote messages on how to minimise the impacts of human activities in these spaces. We advocate for building and protecting green spaces, combined with strong eco-education, to foster pro-environmental behaviour.","Nikoo, Mitra L.","Richards, Cerren","Bates, Amanda E.",,,,,,,,,,,,3,,BIOLOGICAL CONSERVATION,COVID-19,Lockdown,Green spaces,Human impacts,Human -nature interactions,Wellbeing,,,,,,,,,,APR 2024,Rapid worldwide return to nature after lockdown as a motivator for conservation and sustainable action
Row_302,"Emotions are the basis of human behavior and an important part of spatial constructions. Despite numerous efforts to leverage spatio-temporal big data from social media to capture public sentiments, there is a lack of understanding of how individuals' behaviors play a role in people's sentiments at places they visit. Thus, this study aims to advance our understanding of the complex relationships between sentiments, behaviors, and places. Through a case study in Japan in 2021, we analyzed one year of countrywide geotagged social media by fine-tuning a pre-trained Japanese BERT model (accuracy: 74 %). The results emphasize the importance of understanding user emotions by considering people's behaviors, even within similar types of locations. Our research framework would be beneficial for urban planners and policymakers to enhance urban spaces.","Liu, Mingchen","Shibuya, Yuya","Sekimoto, Yoshihide",,,,,,,,,,,,0,,CITIES,Emotions,Behaviors,Places,Social media,BERT,,,,,,,,,,,DEC 2024,"Emotions, behaviors and places: Mapping sentiments with behaviors in Japanese tweets"
Row_320,"Shared e-scooters are considered a sustainable urban travel solution, yet their environmental impact is notable, primarily due to a short lifespan and the use of Li-ion batteries. The objective of this paper is to explore the possible factors with an influence on e-scooter energy consumption. These influential factors include trip and rider attributes, built environment characteristics, road geometry, surface materials, light and meteorological conditions. This study empirically investigates factors influencing e-scooter battery energy consumption, utilizing real usage data from GPS-equipped free-floating e-scooters in four European cities at the individual trip level. GPS positions allowed for the specification of local road characteristics and ambient conditions. For this purpose Shuttle Radar Topography Mission, Open Street Maps and the Meteostat application were used. Energy consumption was explained with the use of linear regression models as a function of those parameters, while controlling user experience and battery usage intensity. An extensive dataset covering over 150,000 trips in Bordeaux, Hamburg, Malaga, and Paris and two months of observations was used to estimate the models. Results indicate that, while travel distance is the most influential factor, other usage aspects play a role. Cold weather, rain, wind, as well as stone-paved streets increase energy consumption. In addition there seems to be a battery age threshold beyond which energy consumption rises.","Gioldasis, Christos","Christoforou, Zoi","Katsiadrami, Aikaterini",,,,,,,,,,,,2,,JOURNAL OF CLEANER PRODUCTION,e-scooter,Micromobility,Li-ion batteries,Energy consumption,,,,,,,,,,,,MAY 1 2024,Usage factors influencing e-scooter energy consumption: An empirical investigation
